PERIOD,PRD_NBR,DC_NBR,warehouse_receipts
1,438036001,14,5792
2,438037001,14,392
2,438037001,17,658
1,438037001,14,2563
1,438037001,18,17
2,438037001,18,334
1,438037001,17,4541
1,438037011,14,1712
1,438037011,18,0
1,438037011,17,3610
1,438040021,14,1688
2,438040021,17,153
2,438040021,14,91
2,438040021,18,132
1,438040021,18,743
1,438040021,17,605
1,438040031,14,541
2,438040031,17,3575
1,438040031,17,0
2,438040031,18,305
1,438040031,18,875
2,438040031,14,212
1,438041001,14,566
1,438041001,17,50
1,438041001,18,48
1,438043021,14,1283
1,438043021,17,2480
2,438043021,17,124
1,438043021,18,1477
1,438043031,17,1378
1,438043031,14,986
1,438043031,18,531
2,438045001,17,907
1,438045001,17,0
2,438045001,14,484
1,438045001,18,684
1,438048001,14,31
1,438048001,18,292
1,438048001,17,1274
2,438049001,17,570
1,438049001,17,12
1,438049001,18,26
1,438049001,14,8
1,438056001,17,15
1,438056001,14,2
1,438056001,18,2
2,438070001,17,1266
1,438070001,18,944
2,438070001,14,683
1,438070001,17,6
1,438071001,17,359
2,438071001,17,957
2,438071001,14,530
2,438071001,18,40
1,438071001,18,722
1,438071001,14,4
2,438072001,14,10
1,438072001,17,5
1,438072001,14,12
1,438072001,18,5
1,438075001,14,0
1,438075001,17,34
1,438075001,18,4
2,438076001,14,99
1,438076001,14,4
1,438076001,18,0
1,438076001,17,0
1,438077001,17,0
1,438077001,18,0
1,438077001,14,0
1,438078001,14,0
1,438078001,17,2
1,438078001,18,7
1,438079001,14,0
1,438079001,17,143
1,438079001,18,48
1,438080001,17,265
2,438080001,17,146
1,438080001,18,0
1,438080001,14,0
2,438080001,14,90
2,438080001,18,120
1,438080011,14,0
2,438080011,18,140
1,438080011,17,370
1,438080011,18,0
2,438080011,14,88
1,438081001,18,0
1,438081001,17,1854
1,438081001,14,0
1,438081011,17,1322
1,438081011,18,154
1,438081011,14,0
1,438082001,18,0
1,438082001,17,730
1,438082001,14,0
1,438082011,14,1259
1,438082011,18,1444
1,438082011,17,3207
1,438088021,17,0
1,438088021,18,0
1,438088031,14,0
1,438088041,17,14
1,438088041,14,20
1,438088041,18,0
1,438092001,14,4
2,438092001,14,24
1,438092001,17,33
1,438092001,18,31
1,438092011,17,81
1,438092011,18,46
2,438092011,14,20
1,438092011,14,28
1,438103001,18,0
3,438105001,14,491
1,438105001,17,298
1,438105001,14,158
3,438105001,18,788
1,438105001,18,76
3,438105001,17,824
3,438106001,14,873
1,438106001,14,2193
1,438106001,17,3654
3,438106001,17,1636
1,438106001,18,4177
3,438106001,18,1413
3,438107001,17,824
3,438107001,14,491
1,438107001,17,270
3,438107001,18,788
1,438107001,14,112
1,438107001,18,248
1,438108001,17,236
3,438108001,18,1378
1,438108001,14,49
3,438108001,17,1670
3,438108001,14,875
1,438108001,18,204
3,438109001,17,1658
1,438109001,14,150
3,438109001,18,1363
1,438109001,18,181
1,438109001,17,344
3,438109001,14,875
1,438117001,17,0
1,438117001,18,0
1,438117011,18,0
1,438117011,17,0
1,438117011,14,0
1,438117031,18,0
1,438117031,14,0
1,438117031,17,0
1,438117041,17,2
1,438117041,14,0
1,438117041,18,0
1,438117051,14,0
1,438117051,18,0
1,438117051,17,0
1,438117061,18,0
1,438117061,17,0
1,438117071,17,0
1,438117071,14,0
1,438117071,18,0
1,438117081,17,0
1,438117081,18,0
1,438117081,14,0
1,438117091,17,0
1,438117111,17,0
1,438117111,18,0
1,438117121,18,6
1,438117121,17,10
1,438117131,18,3
1,438117131,17,15
1,438120001,14,274
1,438120001,18,198
1,438120001,17,208
1,438120011,17,98
1,438120011,14,48
1,438120011,18,130
3,438120021,17,524
1,438120021,14,726
1,438120021,17,208
3,438120021,18,317
1,438120021,18,484
1,438123011,17,2
1,438123011,14,2
1,438150001,18,4
1,438150001,14,12
1,438150011,18,0
1,438160011,18,20
1,438160011,14,14
1,438160021,14,10
1,438160021,18,0
1,438161001,14,0
1,438161001,17,0
1,438161001,18,0
1,438161011,18,0
1,438161011,17,0
1,438161021,17,0
1,438161031,14,0
1,438161031,17,0
1,438161031,18,0
1,438163001,17,0
1,438163001,18,0
1,438163001,14,0
1,438163011,18,730
1,438163011,14,1562
1,438163011,17,0
1,438163021,17,0
1,438163021,14,0
1,438163021,18,0
1,438164001,18,48
1,438164001,14,36
1,438164001,17,60
1,438164011,14,0
1,438164011,18,0
1,438164011,17,0
1,438164021,18,0
1,438164021,14,0
1,438164021,17,0
1,438167001,18,0
1,438167001,14,20
1,438167001,17,0
1,438167011,14,18
1,438167011,17,0
1,438167011,18,0
1,438167021,18,0
1,438167021,14,2
1,438167031,14,0
1,438167031,17,0
1,438167031,18,0
1,438167041,18,0
1,438167041,17,0
1,438167051,14,0
1,438167051,18,10
1,438167051,17,0
1,438167061,14,4
1,438167061,17,0
1,438167061,18,0
1,438167071,18,12
1,438167071,17,8
1,438167071,14,10
1,438169001,17,0
1,438169001,18,0
1,438169001,14,0
1,438169021,14,44
1,438169021,18,70
1,438169021,17,132
1,438169031,14,0
2,438169031,17,96
2,438169031,18,120
1,438169031,18,0
1,438169031,17,0
2,438169041,17,34
1,438169041,17,0
1,438169041,18,0
1,438169041,14,0
1,438170001,18,0
1,438170001,14,0
1,438170001,17,0
1,438170011,18,0
1,438170011,14,0
1,438170011,17,0
1,438170021,18,0
1,438170021,14,0
1,438170021,17,0
1,438170061,14,0
1,438170061,18,0
1,438170061,17,0
1,438173001,14,0
1,438173001,18,0
1,438173001,17,0
1,438173011,17,0
1,438173011,18,306
1,438173011,14,12
1,438174001,14,0
1,438174001,18,18
1,438174011,18,0
1,438175001,17,0
1,438175001,18,0
1,438175001,14,0
1,438175011,18,0
1,438175011,14,0
1,438175011,17,0
1,438175021,18,0
1,438175021,14,0
1,438175021,17,0
2,438175021,18,55
2,438175021,17,88
2,438175021,14,26
1,438176001,18,0
1,438176001,14,0
1,438176001,17,2
1,438176011,17,100
1,438176011,18,0
1,438176011,14,0
1,438176021,17,0
1,438176021,18,0
1,438176021,14,0
1,438176031,17,0
1,438176031,18,0
1,438176031,14,0
1,438177001,17,1180
1,438177001,18,539
1,438177001,14,1078
1,438177031,17,859
1,438177031,14,1064
1,438177031,18,567
1,438177051,17,714
1,438177051,14,1330
1,438177051,18,436
1,438177061,14,1256
1,438177061,17,760
1,438177061,18,1007
1,438178001,17,0
1,438178001,14,0
1,438178001,18,0
1,438178011,17,0
1,438178011,14,0
1,438178011,18,0
1,438178021,17,0
1,438178021,14,0
1,438178021,18,0
1,438178031,18,0
1,438178031,17,0
1,438178031,14,0
1,438178041,17,25
1,438178041,14,0
1,438178041,18,0
1,438178051,18,0
1,438178051,17,0
1,438178051,14,0
1,438178061,14,0
1,438178061,17,0
1,438178061,18,0
1,438179001,17,98
1,438179001,14,386
1,438179001,18,106
1,438179011,14,160
1,438179011,18,150
1,438179011,17,178
1,438179021,17,392
1,438179021,18,256
1,438179021,14,666
1,438179031,14,460
1,438179031,18,296
1,438179031,17,402
1,438180011,17,32
1,438180011,14,2
1,438180011,18,34
1,438180021,17,28
1,438180021,18,30
1,438184001,18,0
2,438185001,17,378
1,438185001,17,3746
1,438185001,18,616
1,438185001,14,1843
2,438185001,18,138
2,438185011,14,207
1,438185011,17,1422
1,438185011,14,728
1,438185011,18,0
2,438185011,18,161
2,438185011,17,441
2,438185021,14,233
1,438185021,18,0
1,438185021,14,378
2,438185021,18,184
1,438185021,17,1170
2,438185021,17,503
2,438185031,17,205
1,438185031,17,461
1,438185031,18,42
2,438185031,14,97
2,438185031,18,78
1,438185031,14,147
1,438187001,17,0
1,438187001,14,822
1,438187001,18,0
2,438189001,14,94
2,438189001,18,115
1,438189001,17,0
2,438189001,17,154
1,438189001,18,0
1,438189001,14,0
1,438199001,18,6
1,438199001,17,0
1,438199001,14,0
1,438200001,14,7
1,438201001,14,1
1,438201001,17,0
1,438203001,17,0
1,438203001,18,0
1,438203001,14,0
1,438205011,17,0
1,438205011,18,0
1,438207001,17,0
2,438207001,14,11
1,438207001,18,0
1,438209001,18,0
1,438209001,14,20
2,438209001,18,3
1,438209001,17,8
2,438210001,14,62
1,438210001,17,0
1,438210001,14,48
1,438210001,18,0
1,438211001,18,7
1,438211001,17,16
1,438211001,14,5
2,438211001,14,37
1,438212001,14,12
1,438212001,18,0
1,438213001,17,134
1,438213001,14,14
1,438213001,18,2134
1,438216001,14,30
1,438216001,18,55
1,438216001,17,68
1,438222001,17,0
1,438222001,14,13
1,438222001,18,0
1,438223001,18,0
1,438223001,17,0
1,438223001,14,0
1,438224001,17,0
1,438224001,18,0
1,438224001,14,0
1,438225001,14,0
1,438225001,18,0
1,438225001,17,10
1,438225011,14,0
1,438225011,18,0
1,438225011,17,11
1,438225021,14,0
1,438225021,18,0
1,438225021,17,0
1,438234001,17,161
1,438234001,18,279
1,438234001,14,94
2,438234001,14,32
1,438234021,17,47
1,438234021,14,18
1,438234021,18,178
2,438234021,14,52
1,438236001,17,296
2,438236001,14,52
1,438236001,14,138
1,438236001,18,321
2,438238001,14,72
2,438238001,17,9
2,438238001,18,5
1,438238001,18,0
1,438238001,17,2
1,438238001,14,150
1,438239001,14,12
1,438239001,17,28
1,438239001,18,0
1,438239011,17,0
1,438239021,17,0
1,438239021,18,0
2,438240011,14,72
1,438240011,17,335
1,438240011,18,398
1,438240011,14,126
1,438241001,14,3354
1,438241001,18,8662
1,438241001,17,7687
1,438241031,17,9191
1,438241031,18,8364
1,438241031,14,4490
1,438241041,18,7869
1,438241041,14,4033
1,438241041,17,6407
1,438243001,17,82
1,438243001,14,0
2,438243001,17,29746
1,438243001,18,3229
2,438243001,14,997
2,438243001,18,332
1,438243011,14,1042
2,438243011,17,12422
1,438243011,18,374
1,438243011,17,420
2,438243031,18,796
1,438243031,14,602
2,438243031,14,1785
2,438243031,17,2812
1,438243031,17,24886
1,438243031,18,85
1,438243041,14,2352
2,438243041,18,561
2,438243041,14,649
1,438243041,17,8
2,438243041,17,20292
1,438243041,18,314
1,438243051,18,421
2,438243051,17,12380
1,438243051,17,2583
2,438243051,14,296
2,438243051,18,602
1,438243051,14,2994
1,438244021,17,0
1,438244021,18,0
1,438245001,18,328
1,438245001,17,246
1,438245001,14,672
1,438245011,14,232
2,438245011,14,101
2,438245011,17,99
2,438245011,18,87
1,438245011,18,1082
1,438245011,17,956
1,438246001,17,48
1,438246001,14,10
1,438246001,18,20
1,438246011,14,2
1,438246011,17,0
1,438246011,18,0
1,438247001,17,108
1,438247001,14,32
1,438247001,18,64
2,438247001,18,289
1,438247011,18,72
1,438247011,14,28
1,438247011,17,52
1,438250011,17,0
1,438250011,18,0
1,438250031,17,0
1,438250031,18,0
1,438251001,18,648
1,438251001,17,324
1,438251001,14,202
1,438251011,17,134
1,438251011,14,62
1,438251011,18,56
1,438251021,17,118
1,438251021,14,144
1,438251021,18,70
1,438258001,14,540
1,438258001,18,2067
2,438258001,17,196
1,438258001,17,0
1,438258011,17,66
1,438258011,18,3233
1,438258011,14,62
4,438259001,14,1407
3,438259001,17,1266
1,438259001,17,0
4,438259001,17,913
4,438259011,14,1391
3,438259011,17,1288
1,438259011,17,0
4,438259011,17,1007
1,438264001,14,10
1,438264001,18,52
1,438264001,17,44
1,438264011,18,0
1,438264011,17,46
1,438264011,14,1174
1,438264021,18,514
1,438264021,14,50
1,438264021,17,499
1,438267001,14,4
2,438267001,14,17
1,438267001,18,36
1,438267001,17,42
2,438267001,17,31
1,438267011,17,56
1,438267011,14,2
1,438267011,18,64
1,438267021,14,46
1,438267021,17,16
1,438267021,18,38
1,438267031,18,22
1,438267031,17,39
1,438267031,14,2
1,438271001,17,60
1,438271001,14,0
1,438271001,18,104
1,438271011,14,0
1,438271011,17,0
1,438271011,18,37
1,438271021,14,0
1,438271021,17,96
1,438271021,18,210
1,438271031,14,0
1,438271031,17,0
1,438271031,18,0
1,438271041,14,0
1,438271041,18,151
1,438271041,17,55
1,438271051,17,21
1,438271051,18,174
1,438271051,14,0
1,438273001,17,0
1,438273001,18,0
1,438273001,14,0
1,438273011,17,0
1,438273011,14,0
1,438273011,18,0
1,438273021,18,0
1,438273021,14,0
1,438273021,17,2
1,438274001,18,0
1,438274001,17,0
1,438277001,18,0
1,438277001,17,0
1,438279001,18,0
1,438279001,14,172
1,438279001,17,0
1,438279011,18,0
1,438279011,17,0
1,438279011,14,182
1,438280001,14,637
1,438280001,17,2
1,438280001,18,1002
1,438280011,14,741
1,438280011,18,1091
1,438280011,17,77
1,438280021,18,1116
1,438280021,17,122
1,438280021,14,511
1,438281001,14,102
1,438281001,17,0
1,438281001,18,944
1,438281011,17,1926
1,438281011,18,3140
1,438281011,14,905
1,438281031,17,0
1,438281031,14,0
1,438281031,18,0
1,438282001,14,7
1,438282001,18,0
1,438282001,17,0
1,438282021,17,0
1,438282021,18,0
1,438282021,14,0
1,438282031,14,150
1,438282031,18,27
1,438282031,17,0
1,438285001,18,0
1,438290001,17,28
1,438290001,14,84
1,438290001,18,352
1,438290011,14,86
1,438290011,17,0
1,438290011,18,154
1,438290021,18,34
1,438290021,17,0
1,438290021,14,244
1,438292001,18,2
2,438292001,17,35
1,438292011,18,8
1,438292011,14,8
1,438292011,17,22
2,438292011,17,9
1,438295001,17,18
1,438296001,14,42
1,438298001,18,7
1,438298001,17,2
1,438298001,14,4
1,438300001,18,0
1,438300001,17,0
1,438300001,14,0
1,438304001,17,0
1,438304001,18,0
1,438304001,14,0
1,438307001,18,0
1,438307001,17,10
1,438307001,14,0
3,438308001,18,479
3,438308001,17,603
1,438308001,18,6
3,438308001,14,268
2,438308001,18,365
1,438308001,17,0
1,438308001,14,138
1,438308011,17,0
3,438308011,14,596
1,438308011,18,0
1,438308011,14,0
3,438308011,17,1358
3,438308011,18,1096
1,438308021,14,64
1,438308021,18,108
4,438308021,14,5032
4,438308021,17,11674
3,438308021,17,1453
1,438308021,17,152
3,438308021,14,636
3,438308021,18,1161
4,438308021,18,9844
1,438308031,14,61
4,438308031,18,5191
1,438308031,18,96
3,438308031,18,1003
1,438308031,17,132
3,438308031,14,551
4,438308031,14,2944
4,438308031,17,6715
3,438308031,17,1246
1,438310001,18,0
1,438310001,17,0
1,438310001,14,0
1,438310011,18,0
1,438310011,17,14
1,438310011,14,0
1,438311011,14,0
1,438311011,17,0
1,438311011,18,0
1,438311021,18,0
1,438311021,14,0
1,438311021,17,14
1,438312001,14,0
1,438312001,17,0
1,438312001,18,0
1,438312011,18,2
1,438312011,17,0
1,438312011,14,1
1,438316001,17,0
1,438316001,14,0
1,438316001,18,0
1,438316011,18,0
1,438316011,14,0
1,438316011,17,0
1,438316021,18,0
1,438316021,14,0
1,438316021,17,0
2,438316031,17,216
1,438316031,18,0
1,438316031,17,0
1,438316031,14,0
2,438316031,14,58
1,438316041,14,58
1,438316041,17,0
1,438316041,18,0
1,438317001,17,0
1,438317001,18,0
1,438317001,14,0
1,438320001,18,0
1,438320001,14,0
1,438320001,17,0
1,438321001,14,0
1,438321001,17,0
1,438321001,18,0
1,438321011,17,0
1,438321011,18,0
1,438321011,14,0
1,438322001,18,0
1,438322001,14,0
1,438322001,17,1
1,438322011,14,0
1,438322011,17,0
1,438322021,14,40
1,438322021,17,36
1,438322021,18,26
1,438323001,18,0
1,438323001,17,0
1,438323001,14,0
1,438323011,17,0
1,438323011,18,0
1,438323011,14,0
1,438323021,14,0
1,438323021,17,0
1,438323021,18,0
1,438323031,14,0
1,438323031,18,0
1,438323031,17,0
1,438323041,18,0
1,438323041,17,0
1,438323041,14,0
1,438324001,17,0
1,438324001,18,103
1,438324001,14,0
1,438324011,18,0
1,438324011,14,0
1,438324011,17,0
1,438324021,14,0
1,438324021,17,0
1,438324021,18,19
1,438325001,17,0
1,438325001,14,0
1,438325011,17,2
1,438325011,18,0
1,438325031,14,0
1,438325031,18,0
1,438325031,17,0
1,438325081,18,48
2,438325081,14,338
1,438325081,14,0
1,438325081,17,2
1,438326001,18,0
1,438326001,14,0
1,438326001,17,0
1,438327001,18,74
1,438327001,14,48
1,438327001,17,98
1,438328001,18,0
1,438328001,17,0
1,438328001,14,0
1,438329001,18,0
1,438329001,14,0
1,438330001,17,0
1,438330001,14,0
1,438330001,18,0
1,438331001,14,0
1,438331001,17,0
2,438331001,18,50
1,438331001,18,0
1,438335001,18,0
1,438335001,17,0
1,438335001,14,0
1,438338001,14,0
1,438338001,17,0
1,438338001,18,0
1,438339001,18,0
1,438339001,17,0
1,438342001,17,0
1,438342001,18,0
1,438342001,14,0
1,438345001,14,0
1,438345001,17,0
1,438345001,18,0
1,438346001,18,0
1,438346001,17,0
1,438347001,18,0
1,438347001,14,0
1,438347001,17,0
1,438348001,17,0
1,438348001,18,0
1,438348001,14,0
1,438349001,14,0
1,438349001,17,0
1,438349001,18,0
1,438353001,17,0
2,438353001,18,27
1,438353001,14,4
2,438353001,14,22
1,438353001,18,0
2,438353001,17,51
1,438353011,14,294
1,438353011,18,0
1,438353011,17,0
2,438353021,18,26
1,438353021,14,174
2,438353021,17,78
1,438353021,17,0
2,438353021,14,17
1,438353021,18,0
1,438353031,18,0
2,438353031,14,24
1,438353031,17,2
2,438353031,17,54
2,438353031,18,21
1,438354001,18,0
1,438354001,17,0
1,438354001,14,0
1,438354011,17,7
1,438354011,14,0
1,438355001,14,344
1,438355001,17,1060
1,438355001,18,996
1,438356001,18,656
1,438356001,17,964
1,438356001,14,377
1,438357001,14,64
1,438357001,18,272
1,438357001,17,180
1,438359001,14,126
1,438359001,17,830
1,438359001,18,746
1,438359011,14,150
1,438359011,17,542
1,438359011,18,636
1,438360001,18,488
1,438360001,17,0
2,438360001,17,583
1,438360001,14,24
1,438361001,18,0
1,438361001,14,18
3,438361001,17,548
1,438361001,17,0
1,438361011,18,0
1,438361011,17,0
3,438361011,17,778
1,438361021,18,0
3,438361021,17,359
1,438361021,17,0
1,438361021,14,186
1,438369011,18,0
2,438390001,14,56
2,438390001,18,96
1,438390001,14,0
2,438390001,17,140
1,438390001,17,284
1,438390001,18,0
1,438390011,17,0
1,438390011,14,0
1,438391001,18,0
1,438391001,14,0
1,438391001,17,0
1,438391011,17,0
1,438391021,17,0
1,438391021,14,0
1,438391021,18,0
1,448106001,18,144
1,448106001,17,244
1,448106001,14,98
1,454992001,18,0
1,454992001,17,20
1,454992001,14,2
1,454992011,14,0
1,454992011,17,16
1,454992011,18,32
1,461033001,18,16
1,461033001,17,6
1,476337001,17,2
1,476337001,14,4
1,476338001,17,0
1,476342001,17,0
1,476342001,18,0
1,476342011,17,0
1,476342011,14,36
1,476342011,18,0
1,476343011,17,0
1,476343011,18,42
1,476343011,14,0
1,476343021,18,44
1,476343021,14,0
1,476343021,17,0
2,476343041,17,153
2,476343041,18,106
1,476343041,18,0
2,476343041,14,63
1,476343041,14,0
1,476343041,17,0
1,476344001,18,0
1,476344001,14,16
2,476344001,14,176
1,476344001,17,0
1,476345001,17,0
1,476345001,14,105
1,476345001,18,0
1,476345011,14,270
1,476345011,18,8
1,476345011,17,84
1,476345021,14,293
1,476345021,18,0
1,476345021,17,0
1,476345031,14,300
1,476345031,18,0
1,476345031,17,0
1,476346001,18,0
1,476346001,14,98
1,476346001,17,741
1,476346011,17,687
1,476346011,18,0
1,476346011,14,63
1,476347001,18,0
1,476347001,17,911
1,476347001,14,0
2,476347001,14,220
2,476347011,14,297
1,476347011,17,1507
1,476347011,14,0
2,476347011,18,77
1,476347011,18,12
2,476347011,17,261
1,476348001,17,26
1,476348001,14,82
1,476348001,18,0
1,476348011,18,98
2,476348011,17,401
1,476348011,17,709
1,476348011,14,10
1,476348021,18,0
1,476348021,14,0
1,476348021,17,0
1,476349001,14,26
1,476349001,17,0
1,476349001,18,0
1,476349011,17,0
1,476349011,14,54
1,476349021,14,0
1,476349021,18,0
1,476349021,17,56
1,476354001,18,0
1,476354011,14,0
1,476354011,17,0
1,476354011,18,0
1,476355001,18,0
1,476355011,17,0
1,476355011,18,0
1,476355021,17,2
1,476359001,17,99
1,476359001,18,22
1,476359001,14,425
1,476359011,14,306
2,476359011,14,44
1,476359011,17,209
1,476359011,18,84
1,476367001,18,792
1,476367001,17,728
1,476367001,14,10
1,476369001,17,0
1,476372001,18,356
1,476372001,17,2364
1,476372001,14,646
1,476372011,18,3738
1,476372011,17,6518
1,476372011,14,2738
1,476372021,14,2690
1,476372021,17,5858
1,476372021,18,3492
1,476375001,18,832
1,476375001,17,2188
3,476375001,18,2720
3,476375001,14,622
3,476375001,17,3983
1,476375001,14,1348
2,476375001,14,1381
1,476375021,17,2836
3,476375021,14,424
3,476375021,17,2618
1,476375021,18,1416
2,476375021,14,905
3,476375021,18,1879
1,476375021,14,1794
2,476376001,17,1346
1,476376001,18,2146
1,476376001,17,2686
1,476376001,14,1086
3,476376001,18,903
2,476376001,14,756
2,476376011,14,1030
1,476376011,14,1730
1,476376011,17,3794
1,476376011,18,2748
2,476376011,17,1910
3,476376011,18,1260
3,476376021,18,1594
1,476376021,14,2110
2,476376021,17,2386
1,476376021,18,2966
2,476376021,14,1268
1,476376021,17,3800
1,476376031,14,870
1,476376031,18,2072
2,476376031,14,780
3,476376031,18,968
2,476376031,17,1398
1,476376031,17,2532
1,476377001,17,18
1,476377001,18,16
1,476377001,14,14
3,476378001,17,599
3,476378001,18,338
3,476378001,14,233
1,476378001,17,2072
1,476378001,14,344
1,476378001,18,1236
3,476378011,14,352
3,476378011,18,486
1,476378011,14,786
3,476378011,17,885
1,476378011,17,2214
1,476378011,18,1488
3,476378021,17,652
1,476378021,18,1070
1,476378021,14,430
3,476378021,14,257
3,476378021,18,364
1,476378021,17,1328
1,476378031,14,76
3,476378031,14,181
3,476378031,18,268
1,476378031,17,200
1,476378031,18,156
3,476378031,17,463
1,476383001,18,460
1,476383001,14,2219
1,476383001,17,1106
1,476383011,17,880
1,476383011,18,238
1,476383011,14,1985
99,476389001,17,2956
99,476389001,18,2228
1,476389001,18,0
1,476389001,17,0
99,476389001,14,1826
1,476389001,14,0
1,476389011,14,0
99,476389011,17,2734
99,476389011,18,2338
99,476389011,14,1934
1,476389011,17,212
1,476389011,18,0
1,476389021,14,8
1,476389021,17,156
1,476389021,18,160
1,476389031,14,72
1,476389031,17,118
1,476389031,18,262
1,476389041,18,0
99,476389041,17,2447
99,476389041,14,1546
1,476389041,14,0
99,476389041,18,2012
1,476389041,17,0
1,476389101,18,0
1,476389101,14,6
1,476389101,17,0
1,476389111,18,0
1,476389111,17,0
1,476389111,14,0
1,476389121,17,1
1,476389121,14,0
1,476389121,18,0
1,476389131,18,0
1,476389131,17,0
1,476389141,14,0
1,476389141,17,60
1,476389141,18,0
1,476391001,18,0
1,476391001,17,0
1,476391001,14,0
1,476391011,17,22
1,476391011,14,0
1,476391011,18,0
1,476391021,14,0
1,476391021,17,0
1,476391021,18,0
1,476391031,17,0
1,476391031,14,0
1,476391041,17,0
1,476391041,14,0
1,476392001,17,60
1,476392001,18,28
1,476392011,17,2
1,476392011,18,0
1,476393001,17,0
1,476393001,14,0
1,476394001,18,80
1,476394001,17,26
1,476394011,17,98
1,476394011,18,0
1,476394011,14,0
1,476395001,14,0
1,476395001,17,0
1,476395001,18,0
1,476395011,18,64
1,476395011,17,0
1,476395011,14,352
3,476403001,18,470
4,476403001,14,484
1,476403001,18,824
1,476403001,17,2142
2,476403001,17,952
1,476403001,14,516
2,476403011,17,894
1,476403011,14,1300
1,476403011,17,3114
4,476403011,14,458
3,476403011,18,448
1,476403011,18,1198
1,476403021,17,3568
1,476403021,18,1492
3,476403021,18,542
4,476403021,14,560
1,476403021,14,1718
2,476403021,17,1116
3,476404001,18,1336
1,476404001,17,2
1,476404001,14,0
2,476404001,14,894
3,476404001,17,1770
1,476404011,17,0
1,476404011,14,0
2,476404011,14,1121
3,476404011,17,2232
3,476404011,18,1733
2,476404021,14,1111
1,476404021,17,0
3,476404021,17,2242
1,476404021,14,0
3,476404021,18,1733
1,476404021,18,0
3,476404031,18,1025
1,476404031,18,0
2,476404031,14,669
3,476404031,17,1358
1,476404031,17,0
1,476404031,14,0
1,476404041,17,0
3,476404041,17,2236
3,476404041,18,1725
2,476404041,14,1121
1,476407001,18,250
1,476407001,17,716
1,476407001,14,298
2,476407001,18,132
2,476407001,14,83
2,476411001,17,254
1,476411001,17,70
1,476411001,14,12
1,476411001,18,0
1,476416001,17,342
1,476416001,14,44
3,476416001,18,1075
4,476416001,17,1474
3,476416001,14,795
1,476416001,18,524
3,476416011,18,1163
1,476416011,18,1312
4,476416011,17,1676
1,476416011,17,1226
3,476416011,14,915
1,476416011,14,525
1,476416021,18,429
1,476416021,17,678
1,476416021,14,294
1,476418001,14,0
1,476418001,18,0
1,476418001,17,0
1,476419001,18,0
1,476427001,14,44
1,476427001,18,11
1,476427011,18,27
1,476427011,17,0
1,476427011,14,6
1,476428001,14,497
4,476428001,18,2302
4,476428001,17,3168
1,476428001,18,359
2,476428001,14,976
4,476428001,14,924
1,476428001,17,539
1,476429001,17,28
1,476429001,18,40
1,476429001,14,26
1,476429011,17,0
1,476429011,18,16
1,476429011,14,3
1,476429021,18,2
1,476429021,17,0
1,476429021,14,10
1,476430001,17,24
1,476430001,14,778
1,476430001,18,26
1,476430011,14,261
1,476430011,18,0
1,476431001,14,342
1,476431001,18,0
1,476431011,14,35
1,476431011,18,0
1,476437001,17,0
1,476437001,14,0
1,476437001,18,0
1,476437011,18,0
1,476437011,17,0
1,476437011,14,8
1,476438001,14,84
1,476438001,18,0
1,476438001,17,1
1,476438011,14,0
1,476438011,18,26
1,476438011,17,66
1,476438021,18,105
1,476438021,17,2
1,476438021,14,0
1,476438031,17,1
1,476438031,14,0
1,476438031,18,0
1,476438041,18,0
1,476438041,17,0
1,476438041,14,240
1,476444021,18,58
1,476444021,14,52
1,476444021,17,42
1,476444031,14,30
1,476444031,18,48
1,476444031,17,117
1,476445001,17,1180
1,476445001,18,1498
1,476445001,14,932
1,476445011,14,940
1,476445011,17,1470
1,476445011,18,1502
1,476447001,17,14
1,476447001,18,12
1,476447011,14,10
1,476447011,18,20
1,476447011,17,40
1,476447021,14,12
1,476447021,18,14
1,476447021,17,6
1,476457001,17,303
1,476457001,18,232
1,476457001,14,122
1,476459001,18,26
1,476459001,17,0
1,476459011,14,28
1,476459011,17,48
1,476459011,18,24
2,476459011,18,100
1,476460001,18,2
1,476460001,14,0
1,476460011,18,0
1,476460011,17,0
2,476460011,14,24
1,476460011,14,0
1,476460041,17,26
2,476460041,14,24
1,476460041,18,91
1,476460041,14,12
1,476465011,14,0
1,476465011,17,0
1,476465021,17,0
1,476465021,14,0
1,476465021,18,6
1,476466001,14,0
1,476466001,18,0
1,476466001,17,0
1,476466011,14,0
1,476466011,17,0
1,476466011,18,0
1,476468001,17,0
1,476468001,18,0
1,476468001,14,0
1,476469001,18,0
1,476469001,14,0
1,476469001,17,0
1,476473001,18,148
1,476473001,14,544
1,476473001,17,223
1,476474001,14,51
1,476474001,18,0
1,476474001,17,0
1,476478001,18,0
1,476481001,14,713
1,476481001,18,8
1,476481001,17,4231
1,476481011,14,150
1,476481011,17,1859
1,476481011,18,570
1,476481021,14,426
1,476481021,18,0
1,476481021,17,2197
1,476481041,18,319
1,476481041,14,1160
1,476481041,17,4121
1,476481051,17,1440
1,476481051,18,34
1,476481051,14,337
1,476483001,14,526
1,476483001,17,2226
1,476483001,18,844
1,476483011,14,510
1,476483011,17,1862
1,476483011,18,780
1,476483021,14,854
1,476483021,18,636
1,476483021,17,1656
1,476483031,18,542
1,476483031,14,484
1,476483031,17,1548
1,476484001,17,0
1,476484001,14,20
1,476485001,17,0
1,476485001,14,1537
1,476486001,14,0
1,476486001,17,0
1,476486001,18,0
2,476488001,17,1790
1,476488001,17,0
1,476488001,18,0
1,476488001,14,66
