PGM_GRP_ID_S,PRD_NBR,PRC_STR_GRP_ID_S,ELAS_IDX_RAT
10076,146820021,730,-1.90385
10076,146820021,732,-1.76597
10076,146820031,716,-1.79672
10076,146820031,724,-1.84866
10076,146820031,726,-1.8231
10076,146820041,716,-1.79672
69088,144629151,708,-1.4288
69088,144629151,735,-1.4288
69088,144629161,705,-1.4288
38880,147107091,667,-1.2795
38880,147107091,668,-1.2795
38880,147107101,663,-1.2795
70556,146801061,664,-1.48461
70556,146801061,733,-1.55734
70556,146801071,700,-1.66031
70556,146801071,664,-1.48461
10076,146820051,729,-1.82039
10076,146820061,702,-1.89381
10076,146820061,729,-1.82039
10076,146820061,730,-1.90385
69088,144629161,708,-1.4288
69088,144629161,735,-1.4288
69088,144629191,677,-1.6624
69088,144629191,688,-1.6624
69088,144629191,708,-1.6624
69088,144629191,718,-1.6624
70288,147476021,731,-1.1864
70288,147476021,733,-1.19348
70288,147476031,681,-1.19566
70288,147476031,684,-1.18792
72839,147479011,694,-1.18896
72839,147479011,733,-1.19348
70556,146801081,686,-1.50515
70556,146801081,694,-1.49891
10070,146971001,669,-1.0871
69088,144629201,715,-1.6624
69088,144629201,718,-1.6624
69088,144629201,737,-1.6599
69560,145177021,682,-1.3989
69560,145177021,708,-1.3989
72839,147479021,687,-1.19444
72839,147479021,694,-1.18896
72839,147479021,733,-1.19348
72839,147479031,694,-1.18896
72839,147479031,713,-1.19787
70556,146801081,733,-1.55734
72586,146806001,742,-1.87809
72586,146806031,720,-1.80222
72586,146806031,726,-1.8231
10070,146971011,662,-1.0871
10070,146971011,675,-1.0871
69560,145177031,691,-1.3989
69560,145177031,704,-1.3989
69560,145177031,737,-1.3989
69560,145177041,707,-1.3614
10202,147813001,671,-1.1005
10202,147813021,668,-1.1005
10202,147813021,676,-1.1005
72586,146806051,716,-1.79672
72586,146806051,720,-1.80222
72586,146806051,726,-1.8231
72586,146806051,729,-1.82039
72586,146806061,726,-1.8231
10070,146971021,675,-1.0871
10070,146971051,666,-1.0871
69560,145177051,691,-1.3989
69560,145177051,698,-1.3989
69445,148025001,672,-1.2767
69445,148025001,733,-1.39957
69445,148025011,700,-1.5378
69445,148025011,678,-1.4632
69445,148025011,680,-1.29801
69445,148025011,681,-1.43738
72586,146806071,720,-1.80222
72586,146806071,732,-1.76597
72586,146806091,711,-1.85904
72586,146806091,730,-1.90385
72586,146806181,716,-1.22971
72586,146806181,720,-1.22022
10070,146971051,671,-1.0871
10070,146971061,663,-1.0871
68641,145183111,709,-1.6624
68641,145183121,698,-1.6624
68641,145183121,735,-1.6624
68641,145183121,737,-1.6599
70567,148034001,718,-1.6358
70567,148034001,736,-1.6358
72586,146806191,742,-1.19106
10070,146971091,671,-1.0871
10070,146971091,673,-1.0871
72480,145688141,714,-1.18226
72480,145688141,740,-1.19247
72480,145688181,719,-1.16868
10016,148073021,666,-1.7573
10016,148073021,671,-1.7573
10016,148073021,673,-1.7573
10016,148073021,689,-1.7573
10070,146971091,706,-1.08932
10070,146971121,662,-1.0871
10070,146971121,669,-1.0871
10070,146971121,676,-1.0871
10070,146971131,666,-1.0871
70804,145912011,685,-1.35533
72841,145969001,533,-1.8448
72841,145969001,541,-1.8448
72841,145969001,543,-1.8448
72841,145969001,546,-1.8448
10016,148073041,669,-1.7573
72586,146806211,729,-1.23132
72586,146806211,742,-1.19106
72586,146806211,744,-1.22503
72586,146806221,711,-1.20821
72586,146806221,732,-1.2387
10070,146971131,706,-1.08932
10070,146971141,673,-1.0871
72841,145969001,569,-1.8448
72841,145969001,571,-1.8448
72841,145969001,572,-1.8448
72841,145969031,552,-1.8448
72841,145969031,554,-1.8448
72841,145969031,556,-1.8448
72841,145969031,572,-1.8448
72841,145969041,541,-1.4848
72235,170072011,554,-1.9702
72235,170072011,570,-1.9702
72235,170072021,547,-1.9702
72235,170072031,533,-1.9702
69251,170803271,718,-1.6624
70279,170895001,694,-1.18896
72481,148216001,719,-1.08801
72481,148216001,740,-1.0475
796,148257011,711,-1.22936
796,148257011,716,-1.38522
796,148257011,730,-1.11366
796,148257021,711,-1.22936
10262,148824341,726,-1.30088
10262,148824351,702,-1.13506
72235,170072031,547,-1.9702
70279,170895011,694,-1.18896
796,148257031,726,-1.32423
796,148257041,702,-1.13906
796,148257041,711,-1.22936
10262,148824351,742,-1.03988
10262,148824361,742,-1.03988
10262,148824371,711,-1.21251
10262,148824371,720,-1.26551
10262,148824371,726,-1.30088
10262,148824371,745,-1.11673
10262,148824381,724,-1.21401
10262,148824381,730,-1.11604
70328,170315001,718,-1.0301
70279,170895031,713,-1.19787
70279,170895041,672,-1.1864
70279,170895041,693,-1.19368
70279,170895051,680,-1.18763
70279,170895051,684,-1.18792
70279,170895051,687,-1.19444
10262,148822021,716,-1.40506
10262,148822031,711,-1.40029
10262,148822031,716,-1.40506
10262,148822031,729,-1.40196
10262,148822041,711,-1.40029
10262,148824391,720,-1.26551
10262,148824401,744,-1.29598
10262,148824411,716,-1.33916
70328,170315021,708,-1.0301
68848,170385051,710,-1.14968
70291,170947001,686,-1.18944
70291,170947021,700,-1.20145
70291,170947021,664,-1.18786
70291,170947021,713,-1.19787
70291,170947021,733,-1.19348
70567,170960001,688,-1.6358
70567,170960001,698,-1.6358
70567,170960001,708,-1.6358
10262,148822041,729,-1.40196
10262,148822041,730,-1.39703
10262,148822061,724,-1.39978
10262,148822061,732,-1.40708
10262,148822071,711,-1.40029
10262,148824421,726,-1.30088
10262,148824431,720,-1.26551
10262,148824431,732,-1.41491
10262,148824431,744,-1.29598
68848,170385051,722,-1.1041
71183,170494201,682,-1.8171
71183,170494201,688,-1.8171
70567,170960001,718,-1.6358
70567,170960001,735,-1.6358
71594,171296001,680,-0.76186
71594,171296001,693,-0.99504
71594,171296011,686,-0.83189
71594,171296011,713,-1.15657
72867,171384001,664,-1.84771
10262,148822081,711,-1.21251
10262,148822081,732,-1.41491
10262,148822081,745,-1.11673
10262,148822091,724,-1.21401
10262,148824441,720,-1.26551
10262,148824441,744,-1.29598
10262,148824441,745,-1.11673
70042,155448341,685,-1.24675
70042,155448351,690,-1.24531
70042,155448351,695,-1.2338
70248,170505001,715,-1.0794
70248,170505001,735,-1.0794
70248,170505011,698,-1.0794
70248,170505011,718,-1.0794
72867,171384001,681,-1.95931
72867,171384001,687,-1.81852
72867,171384041,678,-1.98059
10262,148822101,711,-1.21251
10262,148822101,729,-1.25966
10262,148824001,720,-1.26551
10262,148824001,729,-1.25966
70042,155448411,679,-1.24703
70042,155448411,701,-1.24896
71030,155448431,679,-1.20641
71030,155448431,734,-1.2027
70248,170509001,688,-1.30382
70248,170509001,691,-1.28153
70248,170509001,715,-1.2793
72281,170529001,681,-1.12728
72281,170529001,693,-1.09523
72281,170529001,713,-1.1629
2590,148089241,702,-1.61551
2590,148089241,720,-1.58296
10262,148824001,745,-1.11673
10262,148824101,711,-1.40029
10262,148824101,729,-1.40196
10262,148824101,730,-1.39703
10262,148824101,732,-1.40708
10262,148824101,745,-1.3963
10262,148824111,702,-1.39765
70040,169515011,685,-1.20629
70040,169515021,685,-1.20629
10070,169846001,666,-1.3838
10070,169846001,669,-1.3838
72281,170529071,664,-1.00121
72281,170529071,681,-1.12728
72281,170529071,694,-1.01907
81,148090251,720,-1.03601
81,148090251,732,-1.05479
81,148090251,742,-1.00208
81,148090261,716,-1.04385
81,148090261,730,-0.99407
10262,148824121,724,-1.39978
10070,169846001,727,-1.3838
10070,169846021,669,-1.3838
72281,170529081,672,-0.9777
72281,170529081,681,-1.12728
72281,170529081,684,-1.00221
72281,170529081,713,-1.1629
70290,170533001,681,-1.19566
81,148090261,744,-1.04547
81,148090271,716,-1.04385
81,148090281,716,-1.04385
81,148090281,726,-1.02964
10262,148824151,716,-1.40506
10262,148824161,729,-1.25966
70275,169895001,718,-1.0794
70579,170545001,723,-1.057
70579,170545001,738,-1.08843
70579,170545011,710,-1.08439
81,148090311,716,-1.04385
81,148090311,726,-1.02964
10262,148824161,742,-1.03988
10262,148824181,729,-1.25966
10262,148824181,742,-1.03988
10262,148824201,726,-1.30088
68823,169919241,715,-1.8171
68823,169919241,718,-1.8171
69587,169951001,682,-1.6624
69587,169951001,705,-1.6624
70579,170545021,696,-1.05822
70579,170545031,723,-1.057
72481,170551001,696,-1.05822
81,148090321,745,-1.0122
81,148090331,730,-0.99407
81,148090331,745,-1.0122
10262,148824211,716,-1.40506
10262,148824211,726,-1.40334
10262,148824221,742,-1.03988
10262,148824231,732,-1.41491
70847,169981001,700,-2.04206
70847,169981011,681,-1.95931
72481,170551001,717,-1.04274
72481,170551001,722,-0.9955
72481,170551001,725,-1.12306
71718,170649011,727,-1.1926
71718,170649021,657,-1.1926
81,148090341,732,-1.57504
10262,148824231,745,-1.11673
10262,148824241,729,-1.25966
10262,148824241,742,-1.03988
10262,148824241,745,-1.11673
10262,148824251,711,-1.21251
10262,148824251,724,-1.21401
10262,148824251,742,-1.03988
1622,170053101,724,-1.43039
1622,170053101,726,-1.4118
1622,170053101,730,-1.47315
1622,170053101,744,-1.3732
71718,170649021,666,-1.1926
71718,170649021,706,-1.1926
72481,170799011,696,-1.05822
81,148090361,716,-1.04385
72586,148096001,702,-1.57263
72586,148096011,702,-1.57263
10262,148824261,744,-1.29598
10262,148824281,702,-1.13506
2698,170054081,742,-1.45064
72481,170799021,725,-1.12306
72586,148096011,726,-1.6038
72586,148096031,726,-1.6038
10262,148824281,744,-1.29598
10262,148824291,702,-1.13506
10262,148824291,716,-1.33916
10262,148824291,744,-1.29598
2698,170054101,744,-1.3732
69251,170803131,709,-1.4288
69251,170803151,718,-1.4288
72586,148096041,720,-1.64528
72586,148096041,732,-1.63691
72586,148096051,744,-1.66932
72481,148167011,710,-1.08439
72481,148167011,714,-1.06488
72481,148167011,719,-1.08801
72481,148167011,723,-1.057
10262,148824311,726,-1.30088
10262,148824311,732,-1.41491
10262,148824321,702,-1.13506
10262,148824321,711,-1.21251
10262,148824321,729,-1.25966
72235,170072001,570,-0.8682
69251,170803251,691,-1.6624
69251,170803251,707,-1.6624
69251,170803251,715,-1.6624
69251,170803271,688,-1.6624
69251,170803271,703,-1.66034
71917,171543011,745,-1.6746
71917,171543021,726,-1.64894
71917,171543031,711,-1.68302
71917,171543031,732,-1.59312
72477,173198061,719,-1.09255
72477,173198061,722,-1.1018
72477,173199021,722,-0.8608
72477,173200001,717,-1.09913
72060,171724011,691,-1.7328
72060,171724011,707,-1.7328
72060,171724011,708,-1.7328
72060,171724011,715,-1.7328
10008,172856001,667,-1.1323
10008,172856001,673,-1.1323
71917,171543041,720,-1.62388
71917,171543041,745,-1.6746
71917,171543051,744,-1.59646
71917,171543061,716,-1.6235
72477,173200001,725,-1.08904
72477,173200001,738,-1.09251
72477,173200021,719,-1.09255
72477,173200021,722,-1.1018
72477,173200041,722,-0.8608
72060,171724021,682,-1.7328
72060,171724021,698,-1.7328
72060,171724021,709,-1.7328
72060,171724061,698,-1.7328
70847,172887001,693,-1.93093
70847,172887021,678,-1.98059
70847,172887031,700,-2.04206
2223,173083061,724,-1.369
72483,173219001,719,-1.35658
72483,173219001,738,-1.35742
72483,173219011,717,-1.2603
72483,173219031,710,-1.34933
72060,171724061,705,-1.7328
72060,171724061,715,-1.7328
72521,171766001,726,-1.32498
70847,172908021,693,-1.09523
70847,172908031,678,-1.15133
70847,172928011,678,-0.94275
70847,172928021,681,-0.95275
2223,173083071,732,-1.35522
2223,173083081,720,-1.35171
2223,173083081,724,-1.369
2223,173083081,744,-1.341
72483,173219051,723,-1.057
5000063,171801001,657,-1.2795
70560,172176001,666,-1.7341
70847,172928031,681,-0.95275
70847,172928061,678,-1.51791
70847,172928081,693,-1.45853
2223,173083101,744,-1.341
2655,173084001,742,-1.35878
72483,173219061,738,-1.08843
72483,173219071,710,-1.34933
72483,173219071,714,-1.30274
72483,173219071,723,-1.29454
72483,173219071,728,-1.31504
72483,173219071,740,-1.27553
72483,173219081,717,-1.04274
70560,172176001,671,-1.7341
70587,172211001,696,-1.32632
70587,172211001,710,-1.31069
70587,172211011,723,-1.32705
70847,172944021,693,-1.45853
70847,172944031,700,-1.59144
70356,172956011,700,-1.21864
70356,172956011,678,-1.37151
2655,173084081,729,-1.363
72483,173219101,717,-1.2603
72483,173219101,725,-1.42669
72483,173219101,740,-1.27553
70587,172211041,738,-1.30827
70587,172211061,710,-1.31069
70587,172211061,722,-1.3638
72867,171384081,678,-1.98059
72867,171384081,681,-1.95931
72867,171384081,733,-1.92815
72867,171384101,700,-2.04206
2655,173084131,716,-1.36263
71917,171543061,732,-1.59312
71917,171543071,726,-1.64894
71917,171543081,711,-1.68302
70587,172211101,739,-1.3638
70587,172211121,710,-2.51746
70587,172211121,717,-2.50482
70587,172211121,722,-2.4921
70587,172211121,723,-2.50965
70587,172211131,717,-2.50482
70587,172211131,723,-2.50965
72867,171384101,684,-1.8486
72236,171482001,543,-1.8448
72236,171482001,554,-1.8448
72236,171482001,557,-1.8448
2655,173084141,716,-1.36263
2655,173084141,729,-1.363
1942,173085001,711,-1.37658
71917,171543081,730,-1.72633
71917,171543081,744,-1.59646
71917,171543091,716,-1.6235
71917,171543091,744,-1.59646
71917,171543101,724,-1.67112
70587,172211141,728,-2.51258
70587,172211141,738,-2.51862
70587,172211141,739,-2.4921
70587,172211161,696,-2.50983
69165,172343041,733,-1.37958
72236,171482001,570,-1.8448
1942,173085001,732,-1.35522
1942,173085081,720,-1.35171
1942,173085081,742,-1.35878
71917,171543101,732,-1.59312
71917,171543101,742,-1.69343
71917,171543101,745,-1.6746
71917,171543111,732,-1.59312
71917,171543121,724,-1.67112
69165,172343051,680,-1.29801
69165,172343061,700,-1.5378
69165,172343061,678,-1.4632
69165,172343061,686,-1.32953
69165,172343061,687,-1.28243
72236,171482031,541,-1.8448
1942,173085091,729,-1.363
1942,173085091,730,-1.38691
71917,171544001,702,-1.71647
71917,171544001,726,-1.64894
71917,171544011,702,-1.71647
71917,171544011,716,-1.6235
10091,172710001,552,-0.7164
10091,172710001,553,-0.7164
10091,172710011,547,-0.7164
72236,171482041,533,-1.8448
71917,171533001,716,-1.6235
1942,173085111,732,-1.55832
71917,171544021,729,-1.64399
71917,171544021,730,-1.72633
71917,171544021,745,-1.6746
71917,171544031,724,-1.67112
10091,172710021,541,-0.7164
10091,172710021,554,-0.7164
71917,171533001,744,-1.59646
71917,171533001,745,-1.6746
71917,171533011,702,-1.71647
71917,171533011,711,-1.68302
71917,171533011,716,-1.6235
71917,171533021,745,-1.6746
1347,173087081,716,-1.4924
1347,173087081,732,-1.55832
71917,171544041,730,-1.72633
71917,171544041,745,-1.6746
71917,171544051,702,-1.71647
71917,171544051,726,-1.64894
71917,171544051,744,-1.59646
10091,172711011,542,-0.7164
10091,172711011,547,-0.7164
10091,172711011,553,-0.7164
71917,171533031,702,-1.71647
71917,171533041,724,-1.67112
71917,171533041,729,-1.64399
71917,171533041,744,-1.59646
2869,173102001,744,-1.37624
2869,173102001,745,-1.34838
188199,173108021,711,-1.36838
71917,171544061,745,-1.6746
71917,171544071,702,-1.71647
71917,171544071,742,-1.69343
71917,171544081,702,-1.71647
10091,172711011,571,-0.7164
10091,172712001,533,-0.7164
10091,172712001,536,-0.72212
10091,172712001,543,-0.7164
10091,172712001,547,-0.7164
10091,172712001,569,-0.7164
10091,172712011,542,-0.7164
71917,171533051,720,-1.62388
71917,171540001,716,-1.6235
71917,171540001,745,-1.6746
188199,173108021,732,-1.39948
847,173129011,711,-0.96949
847,173129011,730,-0.95705
1803,173154011,670,-0.99642
71917,171544091,724,-1.67112
71917,171544101,726,-1.64894
10091,172712011,569,-0.7164
71917,171540021,724,-1.67112
71917,171540021,730,-1.72633
71917,171540021,742,-1.69343
72485,173181011,710,-1.17081
72485,173181011,725,-1.1481
72485,173191001,725,-1.1481
71917,171544101,744,-1.59646
71917,171544111,702,-1.71647
71917,171544111,730,-1.72633
71917,171544121,726,-1.64894
71917,171544121,744,-1.59646
70222,172848011,700,-1.17521
70222,172848011,693,-1.42291
70222,172851011,700,-1.29471
70222,172851021,681,-1.07155
70222,172851041,700,-1.29471
71917,171540031,729,-1.64399
71917,171540041,729,-1.64399
71917,171540051,716,-1.6235
72477,173197041,714,-0.92156
72477,173197041,725,-0.97894
72477,173197041,738,-0.94688
72477,173198061,710,-1.09291
70587,171647041,723,-1.32705
72521,171723001,720,-1.30929
70222,172852011,700,-1.29471
70222,172852041,681,-1.07155
10008,172855001,673,-1.1323
71917,171543001,720,-1.62388
71917,171543001,726,-1.64894
71917,171543011,711,-1.68302
71145,173413041,666,-2.0916
71145,173413051,666,-2.0916
71145,173413051,671,-2.0916
70337,173463051,739,-1.5294
70337,173463071,717,-1.51066
1875,173299021,711,-1.67413
2797,173363001,711,-1.67413
2797,173363011,720,-1.15322
2797,173363011,729,-1.16926
2797,173363011,745,-1.16745
1258,173374001,711,-1.67413
71145,173413051,676,-2.0916
71145,173413061,663,-2.0916
71145,173413061,676,-2.0916
71145,173413061,706,-2.0916
70551,173415021,664,-1.48461
70551,173415021,672,-1.4658
69239,173467021,714,-1.50067
69239,173467021,739,-1.5294
1875,173299031,742,-1.16947
471,173379001,720,-1.57111
471,173379001,744,-1.52589
70554,173387001,686,-1.50515
69239,173467041,739,-1.5294
69517,173468011,714,-1.50067
69517,173468011,719,-1.4911
69517,173468011,725,-1.47659
474,173305001,742,-1.16947
474,173305041,724,-1.17818
70554,173387051,680,-1.48168
70554,173387081,680,-1.48168
70551,173415061,664,-1.48461
70551,173415061,731,-1.4658
69517,173468021,739,-1.5294
474,173305061,702,-1.20053
70554,173387081,686,-1.50515
70554,173387081,693,-1.55985
70554,173387101,664,-1.48461
70551,173415091,733,-1.55734
70551,173415101,700,-1.66031
69517,173468041,740,-1.50787
69517,173468051,696,-1.50343
69517,173468051,740,-1.50787
69703,173479001,696,-1.13626
69703,173479001,725,-1.16951
69703,173479001,738,-1.15176
69703,173479011,710,-1.14968
249,173306001,702,-1.71207
249,173306001,726,-1.63927
249,173306001,732,-1.56899
249,173306001,744,-1.52589
249,173306011,724,-1.64533
70554,173387111,686,-1.50515
70554,173387111,731,-1.4658
70554,173387131,684,-1.48541
70554,173387151,684,-1.48541
70554,173387151,687,-1.46668
70554,173387151,693,-1.55985
70551,173415101,678,-1.60474
70551,173415101,686,-1.50515
70551,173415101,694,-1.49891
70551,173415101,713,-1.614
70551,173415101,731,-1.4658
70551,173415131,678,-1.60474
68847,173481021,719,-1.4911
68847,173481021,738,-1.49092
249,173306021,716,-1.60217
249,173306021,730,-1.72491
70554,173387161,687,-1.46668
70554,173387181,664,-1.48461
70554,173387181,681,-1.5855
70554,173387181,693,-1.55985
70554,173387191,680,-1.48168
70554,173387191,681,-1.5855
70551,173415141,672,-1.8074
70551,173415141,731,-1.8074
72483,173219111,740,-1.27553
72483,173219131,723,-1.057
72483,173219131,738,-1.08843
72483,173219141,728,-1.31504
2226,173310011,716,-1.60217
2226,173310011,724,-1.64533
2226,173310011,742,-1.62282
2226,173310011,745,-1.6155
70554,173387201,664,-1.48461
70554,173387211,681,-1.5855
70554,173387211,731,-1.4658
70550,173418011,681,-1.5855
70550,173418011,686,-1.50515
72483,173219161,725,-1.12306
72483,173219171,723,-1.29454
72483,173219171,725,-1.42669
72483,173219171,738,-1.35742
72483,173219181,696,-1.2964
72483,173219181,738,-1.35742
2749,173311001,745,-1.6155
68825,173315021,686,-1.50515
70554,173387241,684,-1.48541
70554,173387241,687,-1.46668
70554,173387251,693,-1.55985
70550,173418021,713,-1.614
70549,173420011,672,-1.4658
70549,173420011,678,-1.60474
70549,173420011,733,-1.55734
70549,173420031,681,-1.5855
72483,173219201,696,-1.2964
72483,173219201,717,-1.2603
72483,173219201,725,-1.42669
68825,173315051,680,-1.48168
68825,173315051,684,-1.48541
68825,173315051,693,-1.55985
70532,173394011,672,-1.8269
70532,173394011,678,-1.98059
70532,173394011,680,-1.84446
70553,173398021,687,-1.46668
70549,173420031,686,-1.50515
70549,173420051,664,-1.48461
72483,173219221,725,-1.12306
72483,173219221,728,-1.06725
72483,173219231,728,-1.31504
72483,173219241,728,-1.06725
70555,173323011,681,-1.5855
70555,173323011,686,-1.50515
70553,173398041,733,-1.55734
72861,173402011,686,-1.87043
72861,173402011,694,-1.86352
72861,173402011,731,-1.8269
72861,173402011,733,-1.92815
71889,173426011,668,-0.9577
71889,173426011,671,-0.9577
72483,173219251,717,-1.04274
72483,173219251,723,-1.057
72483,173219251,725,-1.12306
72483,173219261,696,-1.05822
72483,173219261,722,-0.9955
72483,173219261,723,-1.057
70555,173323061,664,-1.48461
69318,173348001,687,-1.46668
72861,173402031,678,-1.98059
72861,173402031,680,-1.84446
72861,173402031,713,-1.99083
72861,173402041,678,-1.98059
71889,173426021,727,-0.9577
72858,173445041,680,-0.99754
72858,173445041,694,-1.01907
70206,173450001,678,-1.65461
72483,173219291,740,-1.27553
72483,173224031,723,-1.057
69318,173348041,684,-1.48541
69318,173348041,731,-1.4658
69318,173348061,693,-1.55985
69318,173348081,684,-1.48541
72861,173402041,694,-1.86352
72861,173402051,678,-1.98059
72861,173402051,693,-1.93093
72861,173402051,694,-1.86352
72861,173402051,733,-1.92815
70206,173450001,693,-1.62237
70206,173450021,678,-1.65461
70206,173450021,684,-1.56889
72483,173224091,738,-1.08843
69318,173348081,693,-1.55985
2411,173355001,702,-1.71207
2411,173355001,729,-1.615
2411,173355011,702,-1.71207
2411,173355011,716,-1.60217
72861,173402061,681,-1.95931
70552,173403011,680,-1.48168
70552,173403011,684,-1.48541
70552,173403011,694,-1.49891
70206,173450041,694,-1.57859
70206,173450051,678,-1.65461
70206,173450061,672,-1.5548
70206,173450061,678,-1.65461
1797,173233001,745,-1.59868
775,173238001,726,-1.04026
775,173238001,744,-1.04895
2411,173355011,729,-1.615
2411,173355031,720,-1.15322
70552,173403051,664,-1.48461
70552,173403061,684,-1.48541
71419,173461001,723,-1.50394
68719,173462001,719,-1.12824
1379,173263001,744,-1.45547
477,173296001,729,-1.30491
477,173296001,742,-1.26916
2411,173355051,730,-1.20479
2411,173355051,742,-1.16947
70552,173403061,687,-1.46668
70552,173403071,678,-1.60474
70552,173403071,680,-1.48168
68719,173462021,714,-1.09972
68719,173462021,725,-1.16538
892,173298001,724,-1.29016
892,173298001,744,-1.33112
1875,173299011,702,-1.71207
68993,173545011,725,-1.16951
69351,173551011,740,-1.32322
68965,173556001,717,-1.12895
68965,173556001,728,-1.14089
71915,173728051,744,-1.59646
71915,173728061,711,-1.68302
71915,173728061,716,-1.6235
68638,173617171,688,-1.3732
68638,173617171,698,-1.3732
68943,173643121,707,-1.5174
10043,173649011,662,-0.9072
10043,173649011,673,-0.9072
68965,173556021,738,-1.15176
67492,173739001,726,-1.64894
67492,173739011,732,-1.59312
67492,173740001,702,-1.71647
68638,173617201,703,-1.37481
68638,173617211,688,-1.3732
10043,173649021,689,-0.9072
10043,173649031,662,-0.9072
10043,173649031,669,-0.9072
69512,173693001,698,-1.3614
69512,173693001,703,-1.36315
69512,173693001,704,-1.3614
69512,173693001,707,-1.3614
69512,173693001,708,-1.3614
69512,173693001,709,-1.3614
69512,173693001,718,-1.3614
69512,173693031,705,-1.3614
69512,173693031,707,-1.3614
67492,173740001,732,-1.59312
67492,173740031,716,-1.6235
67492,173740031,745,-1.6746
68638,173617211,704,-1.3732
68638,173617211,736,-1.3732
10043,173649031,727,-0.9072
10043,173649041,657,-0.9072
10043,173649041,683,-0.9072
71890,173655021,669,-0.9072
71890,173655021,673,-0.9072
69512,173693031,736,-1.3614
69512,173693051,708,-1.3614
72485,173743021,723,-1.27909
68638,173617221,709,-1.6245
68638,173617221,735,-1.6245
68638,173617231,691,-1.41549
71890,173655021,676,-0.9072
71890,173655021,683,-0.9072
71890,173655021,727,-0.9072
71890,173655031,673,-0.9072
71890,173655031,676,-0.9072
71151,173677051,662,-1.1539
69512,173693071,715,-1.3614
69512,173693071,735,-1.3614
72485,173743021,740,-1.28309
72485,173743031,717,-1.2863
72485,173743041,725,-1.25126
72485,173743041,740,-1.28309
72485,173743051,696,-1.27869
72485,173743051,710,-1.26755
68638,173617241,677,-1.3732
68638,173617241,735,-1.3732
71151,173677051,683,-1.1539
71151,173677051,727,-1.1539
71151,173677061,676,-1.1539
69512,173693001,677,-1.3614
69512,173693081,704,-1.3989
69512,173693081,709,-1.3989
69512,173693181,688,-1.3614
69512,173693181,718,-1.3614
72485,173743051,719,-1.26602
72485,173743061,717,-1.2863
72485,173743061,722,-1.305
72485,173743061,740,-1.28309
10262,173744001,720,-1.40155
10262,173744001,726,-1.40334
68638,173617251,737,-1.37515
70277,173631071,698,-1.3614
70277,173631071,703,-1.36315
68847,173481041,725,-1.47659
72476,173482071,728,-1.23674
69512,173693191,703,-1.36315
69512,173693191,709,-1.3614
69512,173693201,703,-1.8277
69233,173557021,722,-1.1041
69233,173557031,696,-1.13626
69233,173557031,717,-1.12895
69233,173557031,725,-1.16951
69233,173557031,740,-1.13077
70277,173631071,736,-1.3614
70277,173631081,707,-1.3614
70277,173631091,682,-1.3614
72476,173484061,710,-1.22364
68897,173485001,717,-1.51066
69512,173693201,707,-1.8277
69512,173693211,677,-1.3614
69512,173693211,688,-1.3614
69512,173693211,705,-1.3614
69233,173557041,710,-1.14968
69233,173557041,725,-1.16951
69233,173557041,738,-1.15176
69233,173557041,739,-1.1041
69331,173558021,725,-1.16951
69331,173558021,739,-1.1041
69331,173558031,717,-1.12895
70277,173631091,715,-1.3614
70277,173631091,735,-1.3614
69682,173642051,703,-1.37481
69682,173642051,705,-1.3732
69682,173642051,737,-1.37515
69512,173693211,709,-1.3614
69512,173693211,718,-1.3614
69512,173693221,704,-1.3614
69331,173558031,723,-1.13564
69331,173558031,739,-1.1041
69331,173558061,714,-1.32532
69331,173558061,719,-1.32947
69331,173558061,740,-1.32322
69682,173642061,682,-1.3732
69682,173642061,688,-1.3732
69682,173642081,691,-1.3732
10021,173527011,689,-1.7573
69512,173693231,718,-1.3614
69512,173693241,677,-1.3614
69512,173693241,682,-1.3614
69512,173693241,698,-1.3614
69512,173693241,705,-1.3614
69682,173642111,682,-1.3732
69682,173642111,691,-1.3732
69682,173642111,703,-1.37481
69682,173642111,715,-1.3732
10021,173527051,675,-1.7573
10021,173527061,663,-2.0916
10021,173527061,706,-2.0916
10021,173527071,671,-2.0916
69237,173726001,688,-1.3989
69237,173726001,691,-1.3989
69237,173726001,737,-1.3989
69237,173726051,707,-1.3614
70120,173560001,707,-1.2167
70120,173560001,709,-1.2167
70120,173560011,698,-1.2167
70120,173560011,705,-1.2167
70120,173560011,708,-1.2167
70120,173560011,736,-1.2167
69682,173642161,737,-1.37515
69682,173642171,704,-1.3732
69682,173642171,718,-1.3732
69071,173534011,682,-1.3732
69237,173726051,718,-1.3614
69237,173726051,737,-1.36353
69237,173726071,718,-1.3614
70120,173560021,736,-1.2167
69682,173642191,688,-1.3732
69682,173642191,698,-1.3732
69682,173642191,704,-1.3732
69682,173642201,682,-1.3732
69682,173642201,691,-1.3732
69682,173642201,703,-1.37481
69071,173534011,715,-1.3732
69071,173534021,688,-1.3732
69237,173726101,708,-1.3614
69237,173726101,709,-1.3614
69237,173726101,735,-1.3614
69237,173726171,688,-1.3614
69237,173726171,703,-1.36315
72475,173566011,696,-1.13626
72475,173566011,714,-1.13968
72475,173566011,717,-1.12895
72475,173566011,719,-1.15154
72475,173575011,719,-1.15154
68783,173590011,710,-1.16789
68783,173590011,714,-1.16282
69682,173642211,698,-1.3732
69682,173642211,708,-1.3732
69682,173642211,735,-1.3732
69071,173534041,708,-1.3732
69071,173534061,708,-1.3732
69237,173726181,691,-1.3614
69237,173726181,698,-1.3614
69237,173726181,715,-1.3614
69237,173726191,703,-1.36315
