PGM_GRP_ID_S,PRD_NBR,PRC_STR_GRP_ID_S,ELAS_IDX_RAT
10070,147032011,667,-1.0871
10070,147032011,689,-1.0871
70295,147064031,731,-1.4317
71145,148077041,676,-1.7573
72586,146811061,724,-1.84866
72586,146811061,726,-1.8231
72586,146811071,711,-1.85904
72586,146811071,726,-1.8231
72586,146811071,729,-1.82039
72586,146811071,742,-1.87809
10076,146813011,730,-1.90385
10076,146813011,744,-1.77555
10076,146813041,702,-1.89381
10070,147032021,666,-1.0871
10070,147032021,667,-1.0871
10070,147032021,727,-1.0871
10070,147032081,657,-1.0871
70295,147064051,684,-1.4298
70295,147064051,693,-1.42254
70295,147064051,694,-1.42829
70295,147064061,678,-1.41739
71145,148077061,675,-1.7573
71145,148077071,666,-1.7573
71145,148077071,675,-1.7573
10070,147032081,675,-1.0871
10070,147032091,668,-1.0871
10070,147032091,673,-1.0871
10070,147032101,668,-1.0871
2263,147096071,666,-1.525
2263,147096071,667,-1.525
2590,148089051,716,-1.58459
2590,148089051,730,-1.61884
2590,148089051,742,-1.60392
2590,148089181,716,-1.58459
2590,148089181,724,-1.59972
2590,148089181,726,-1.59371
2590,148089181,745,-1.59868
10076,146813061,726,-1.8231
10076,146813141,724,-1.84866
10076,146813141,732,-1.76597
10076,146813151,702,-1.89381
10076,146813151,726,-1.8231
10070,147032101,683,-1.0871
10070,147032101,727,-1.0871
70295,147064011,693,-1.42254
70295,147064031,672,-1.4317
2263,147096081,727,-1.525
2263,147096091,689,-1.525
2590,148089191,729,-1.59089
2590,148089191,745,-1.59868
2590,148089201,702,-1.61551
2590,148089201,732,-1.57504
2590,148089231,716,-1.58459
10076,146813161,744,-1.77555
10076,146813161,745,-1.85668
10076,146813171,726,-1.8231
69088,144629121,682,-1.4288
69088,144629121,708,-1.4288
69088,144629131,677,-1.4288
69088,144629131,682,-1.4288
38880,147107041,669,-1.3069
38880,147107051,673,-1.3069
70556,146801021,680,-1.48168
70556,146801021,687,-1.46668
10076,146820011,711,-1.85904
69088,144629131,703,-1.4288
69088,144629131,705,-1.4288
69088,144629131,735,-1.4288
38880,147107081,663,-1.2795
38880,147107081,675,-1.2795
38880,147107081,683,-1.2795
70556,146801031,694,-1.49891
10076,146820031,702,-1.89381
10076,146820031,730,-1.90385
10076,146820041,720,-1.80222
10076,146820041,732,-1.76597
69088,144629141,737,-1.6599
69088,144629151,736,-1.4288
69088,144629161,703,-1.4288
69088,144629161,704,-1.4288
69088,144629161,707,-1.4288
38880,147107091,657,-1.2795
38880,147107091,671,-1.2795
38880,147107091,706,-1.28069
38880,147107101,662,-1.2795
38880,147107101,667,-1.2795
70556,146801041,687,-1.46668
70556,146801041,713,-1.614
70556,146801061,700,-1.66031
70556,146801061,684,-1.48541
70556,146801061,687,-1.46668
70556,146801061,693,-1.55985
10076,146820061,711,-1.85904
10076,146820061,724,-1.84866
69088,144629191,705,-1.6624
69088,144629191,707,-1.6624
69088,144629191,709,-1.6624
70288,147476021,664,-1.18786
70288,147476021,678,-1.19715
70288,147476021,713,-1.19787
72839,147479011,680,-1.18763
72839,147479011,686,-1.18944
72839,147479011,693,-1.19368
72839,147479011,731,-1.1864
70556,146801071,678,-1.60474
70282,146923031,664,-2.23388
10070,146971001,663,-1.0871
10070,146971001,675,-1.0871
69088,144629201,704,-1.6624
69088,144629201,707,-1.6624
69560,145177021,718,-1.3989
69560,145177021,735,-1.3989
72839,147479021,684,-1.18792
72839,147479021,686,-1.18944
72839,147479031,687,-1.19444
72586,146806001,726,-1.8231
72586,146806031,724,-1.84866
72586,146806031,730,-1.90385
72586,146806031,745,-1.85668
10070,146971011,671,-1.0871
10070,146971011,683,-1.0871
10070,146971021,668,-1.0871
69560,145177031,698,-1.3989
69560,145177031,703,-1.3989
69560,145177031,709,-1.3989
69560,145177041,691,-1.3614
10202,147813001,673,-1.1005
10202,147813001,689,-1.1005
10202,147813021,673,-1.1005
72586,146806051,711,-1.85904
72586,146806051,732,-1.76597
72586,146806051,745,-1.85668
72586,146806061,716,-1.79672
10070,146971031,727,-1.0871
69560,145177041,709,-1.3614
69560,145177051,703,-1.3989
69560,145177051,737,-1.3989
10202,147813021,706,-1.10265
69445,148025001,700,-1.5378
69445,148025011,686,-1.32953
72586,146806071,730,-1.90385
72586,146806091,720,-1.80222
10070,146971051,673,-1.0871
10070,146971061,662,-1.0871
10070,146971061,668,-1.0871
10070,146971061,673,-1.0871
68641,145183121,682,-1.6624
68641,145183121,705,-1.6624
69445,148025011,733,-1.39957
70567,148034001,705,-1.6358
10016,148073001,657,-1.7573
72586,146806181,732,-1.2387
72586,146806191,702,-1.19562
72586,146806191,724,-1.21784
10070,146971071,662,-1.0871
72480,145688081,717,-1.19788
72480,145688141,717,-1.19788
72480,145688141,739,-1.223
10016,148073001,673,-1.7573
10016,148073001,689,-1.7573
10016,148073001,706,-1.75592
10016,148073001,727,-1.7573
10016,148073021,663,-1.7573
10016,148073031,666,-1.7573
72586,146806201,702,-1.19562
72586,146806201,711,-1.20821
10070,146971121,727,-1.0871
10070,146971131,667,-1.0871
70804,145912011,695,-1.3593
70804,145912021,685,-1.16711
72841,145969001,536,-1.84228
10016,148073031,667,-1.7573
10016,148073031,668,-1.7573
10016,148073031,673,-1.7573
10016,148073041,673,-1.7573
10016,148073041,676,-1.7573
10016,148073041,683,-1.7573
72586,146806221,730,-1.19325
10070,146971131,683,-1.0871
10070,146971141,663,-1.0871
10070,146971141,669,-1.0871
10070,146971141,683,-1.0871
10070,146971141,706,-1.08932
10070,146971151,666,-1.0871
72841,145969001,557,-1.8448
72841,145969031,543,-1.8448
72841,145969031,555,-1.8448
72235,170072011,571,-1.9702
72235,170072021,536,-1.96677
72235,170072021,569,-1.9702
72235,170072031,536,-1.96677
70279,170895001,733,-1.19348
72481,148216001,728,-1.06725
72481,148216011,740,-1.0475
796,148257021,744,-1.42559
10262,148824331,716,-1.33916
10262,148824331,724,-1.21401
10262,148824351,716,-1.33916
10262,148824351,720,-1.26551
72235,170072031,554,-1.9702
72235,170072031,555,-1.9702
72235,170072031,556,-1.9702
72235,170072031,557,-1.9702
72235,170072031,569,-1.9702
72235,170072031,570,-1.9702
72235,170072031,572,-1.9702
72235,170072041,536,-1.96677
70279,170895011,713,-1.19787
70279,170895021,681,-1.19566
70279,170895031,684,-1.18792
70279,170895031,694,-1.18896
796,148257021,745,-1.21533
796,148257031,732,-1.46974
796,148257031,744,-1.42559
796,148257041,729,-1.32362
72249,148274001,724,-1.03204
72249,148274001,729,-1.05532
72249,148274001,744,-1.09002
10262,148824351,726,-1.30088
10262,148824351,744,-1.29598
10262,148824361,720,-1.26551
10262,148824381,702,-1.13506
10262,148824381,711,-1.21251
10262,148824381,726,-1.30088
72235,170072041,569,-1.9702
70328,170315001,698,-1.0301
70328,170315001,703,-1.03605
70328,170315001,705,-1.0301
70279,170895041,664,-1.18786
70279,170895041,687,-1.19444
70279,170895041,694,-1.18896
70279,170895041,733,-1.19348
70279,170895051,693,-1.19368
10262,148822011,724,-1.39978
10262,148822011,729,-1.40196
10262,148822021,742,-1.39348
10262,148822031,724,-1.39978
10262,148822031,732,-1.40708
10262,148824391,742,-1.03988
10262,148824391,745,-1.11673
10262,148824411,711,-1.21251
10262,148824411,726,-1.30088
70328,170315021,705,-1.0301
70328,170315021,709,-1.0301
68848,170385011,696,-1.13626
68848,170385011,738,-1.15176
70291,170947001,681,-1.19566
70291,170947001,693,-1.19368
70291,170947021,672,-1.1864
70291,170947021,684,-1.18792
70567,170960001,705,-1.6358
10262,148822061,745,-1.3963
10262,148824421,729,-1.25966
10262,148824431,716,-1.33916
10262,148824431,742,-1.03988
68848,170385051,725,-1.16951
71183,170494191,677,-1.8171
71183,170494191,682,-1.8171
71183,170494191,704,-1.8171
71183,170494191,718,-1.8171
71183,170494191,735,-1.8171
71183,170494191,736,-1.8171
70248,170505001,677,-1.0794
71594,171296001,700,-1.29471
71594,171296011,687,-0.73464
71594,171296011,693,-0.99504
71594,171296011,731,-0.7145
10262,148822081,742,-1.03988
10262,148822091,716,-1.33916
10262,148824441,729,-1.25966
70042,155448341,679,-1.24703
70042,155448341,697,-1.24094
70042,155448351,670,-1.24438
70042,155448351,685,-1.24675
70248,170505001,705,-1.0794
70248,170505001,709,-1.0794
70248,170505011,704,-1.0794
70248,170505011,736,-1.0794
70248,170509001,677,-1.28077
72867,171384001,680,-1.84446
72867,171384001,686,-1.87043
72867,171384001,733,-1.92815
72867,171384041,680,-1.84446
72867,171384041,687,-1.81852
10262,148824001,732,-1.41491
70042,155448351,734,-1.23851
70042,155448411,685,-1.24675
71030,155448421,679,-1.20641
71030,155448431,685,-1.20629
70040,169515001,670,-1.20527
70248,170509001,705,-1.2841
70248,170509001,736,-1.2793
72281,170529001,700,-1.22078
72281,170529001,672,-0.9777
2590,148089231,742,-1.60392
2590,148089241,729,-1.59089
2590,148089241,730,-1.61884
2590,148089241,732,-1.57504
2590,148089251,711,-1.60459
2590,148089251,724,-1.59972
10262,148824091,711,-1.21251
70040,169515011,697,-1.20369
70040,169515011,701,-1.20739
10070,169846001,675,-1.3838
72281,170529041,681,-1.12728
72281,170529071,686,-1.02688
72281,170529071,713,-1.1629
10262,148824121,744,-1.40237
10070,169846001,706,-1.3838
10070,169846011,667,-1.0871
10070,169846011,673,-1.0871
10070,169846011,689,-1.0871
10070,169846011,727,-1.0871
10070,169846021,668,-1.3838
72281,170529081,680,-0.99754
72281,170529081,687,-0.99109
70290,170533001,700,-1.20145
81,148090271,729,-1.05114
81,148090281,711,-1.01399
10262,148824131,742,-1.39348
10262,148824151,729,-1.40196
10262,148824151,730,-1.39703
10262,148824151,742,-1.39348
10262,148824151,744,-1.40237
10262,148824161,716,-1.33916
10262,148824161,720,-1.26551
10262,148824161,730,-1.11604
10070,169846021,689,-1.3838
70275,169895001,682,-1.0794
70275,169895001,698,-1.0794
70275,169895001,707,-1.0794
68823,169919241,705,-1.8171
70579,170545001,722,-0.9955
70579,170545011,722,-0.9955
81,148090321,702,-0.99797
81,148090321,720,-1.03601
10262,148824181,720,-1.26551
10262,148824181,724,-1.21401
10262,148824181,745,-1.11673
10262,148824201,720,-1.26551
10262,148824201,729,-1.25966
10262,148824201,730,-1.11604
10262,148824201,732,-1.41491
69587,169951001,703,-1.66034
69587,169951001,709,-1.6624
69587,169951001,718,-1.6624
69587,169951001,737,-1.6599
69587,169951131,677,-1.6624
69587,169951131,688,-1.6624
70579,170545011,738,-1.08843
70579,170545021,722,-0.9955
70579,170545021,738,-1.08843
70579,170545031,738,-1.08843
81,148090321,732,-1.05479
81,148090331,742,-1.00208
81,148090341,702,-1.61551
81,148090341,716,-1.58459
10262,148824211,744,-1.40237
10262,148824221,724,-1.21401
10262,148824221,732,-1.41491
10262,148824231,729,-1.25966
69587,169951131,709,-1.6624
69587,169951131,735,-1.6624
70847,169981001,678,-1.98059
70847,169981011,700,-2.04206
70847,169981081,681,-1.95931
70847,169981101,681,-1.95931
72481,170551001,728,-1.06725
72481,170551001,738,-1.08843
72481,170551001,740,-1.0475
71718,170649011,663,-1.1926
71718,170649011,667,-1.1926
71718,170649011,671,-1.1926
71718,170649011,683,-1.1926
71718,170649021,662,-1.1926
81,148090351,711,-1.01399
81,148090351,744,-1.04547
81,148090351,745,-1.0122
81,148090361,711,-1.01399
10262,148824241,744,-1.29598
10262,148824251,702,-1.13506
10262,148824251,744,-1.29598
10262,148824261,702,-1.13506
1622,170053111,702,-1.46544
1622,170053111,716,-1.3934
71718,170649021,668,-1.1926
72481,170799001,717,-1.56505
72586,148096001,726,-1.6038
72586,148096001,732,-1.63691
10262,148824261,720,-1.26551
10262,148824261,729,-1.25966
10262,148824261,730,-1.11604
10262,148824281,716,-1.33916
1622,170053121,716,-1.3934
1622,170053121,732,-1.36802
2698,170054081,716,-1.3934
72481,170799011,722,-0.9955
72481,170799011,738,-1.08843
72481,170799021,722,-0.9955
69251,170803131,703,-1.4288
72586,148096021,702,-1.57263
72586,148096021,716,-1.62161
72586,148096031,711,-1.58944
72586,148096031,716,-1.62161
10262,148824281,724,-1.21401
10262,148824281,730,-1.11604
10262,148824291,720,-1.26551
2698,170054101,711,-1.43898
2698,170054101,729,-1.4089
69251,170803131,707,-1.4288
69251,170803131,736,-1.4288
69251,170803151,703,-1.4288
69251,170803151,704,-1.4288
69251,170803151,708,-1.4288
72586,148096041,730,-1.56647
72481,148167011,728,-1.06725
10262,148824311,711,-1.21251
10262,148824311,716,-1.33916
72235,170072001,552,-0.8682
72235,170072001,553,-0.8682
72235,170072001,555,-0.8682
72235,170072001,556,-0.8682
72235,170072011,542,-1.9702
72235,170072011,543,-1.9702
69251,170803271,677,-1.6624
69251,170803271,705,-1.6624
72481,148167021,723,-1.057
72481,148167031,740,-1.0475
71917,171543021,702,-1.71647
71917,171543031,716,-1.6235
71917,171543031,720,-1.62388
72477,173198061,728,-1.09463
72477,173198061,739,-1.1018
72477,173199001,738,-0.94688
72477,173199021,740,-0.90896
72060,171724001,682,-1.7328
72060,171724001,691,-1.7328
72060,171724001,708,-1.7328
72060,171724001,709,-1.7328
10008,172856001,663,-1.1323
10008,172856001,676,-1.1323
10008,172858001,662,-1.1323
71917,171543041,729,-1.64399
71917,171543041,730,-1.72633
71917,171543051,702,-1.71647
71917,171543051,711,-1.68302
71917,171543051,716,-1.6235
71917,171543051,730,-1.72633
72477,173200001,723,-1.09565
72477,173200001,739,-1.1018
72477,173200021,739,-1.1018
72477,173200041,710,-0.94313
72477,173200041,725,-0.97894
72477,173200041,728,-0.92726
72060,171724011,718,-1.7328
72060,171724011,735,-1.7328
72060,171724021,708,-1.7328
10008,172858001,676,-1.1323
10008,172858001,689,-1.1323
10008,172858001,706,-1.13428
10008,172858001,727,-1.1323
70847,172887001,678,-1.98059
70847,172887021,693,-1.93093
70847,172887041,681,-1.95931
2223,173083031,744,-1.341
72483,173219001,696,-1.2964
72483,173219011,719,-1.35658
72060,171724061,718,-1.7328
72521,171766001,711,-1.33904
72521,171766001,716,-1.31453
72521,171766001,720,-1.30929
72521,171766001,724,-1.33204
70847,172887051,693,-1.93093
70847,172908041,700,-1.22078
70847,172928001,693,-0.96876
70847,172928011,693,-0.96876
70847,172928021,693,-0.96876
2223,173083081,745,-1.359
72483,173219031,738,-1.35742
72483,173219041,723,-1.057
72483,173219041,738,-1.08843
72483,173219041,739,-0.9955
72483,173219051,717,-1.04274
72483,173219051,719,-1.08801
72483,173219051,738,-1.08843
72521,171774001,742,-1.33554
5000063,171801001,667,-1.2795
5000063,171801001,689,-1.2795
70847,172928051,678,-1.51791
70847,172944011,681,-1.49246
2655,173084001,729,-1.363
2655,173084001,730,-1.38691
2655,173084001,745,-1.359
2655,173084081,702,-1.38415
72483,173219061,717,-1.04274
72483,173219071,696,-1.2964
72483,173219071,717,-1.2603
70560,172176001,683,-1.7341
70847,172944031,693,-1.45853
70356,172956011,693,-1.49499
2655,173084081,732,-1.35522
2655,173084091,730,-1.38691
72483,173219081,739,-0.9955
72483,173219101,714,-1.30274
72483,173219101,738,-1.35742
72483,173219111,714,-1.30274
72483,173219111,722,-1.1715
70587,172211041,696,-1.32632
70587,172211061,717,-1.33757
72867,171384071,678,-1.98059
72867,171384071,681,-1.95931
72867,171384071,686,-1.87043
72867,171384071,687,-1.81852
2655,173084101,711,-1.37658
71917,171543081,724,-1.67112
71917,171543081,726,-1.64894
70587,172211121,728,-2.51258
70587,172211131,722,-2.4921
70587,172211131,740,-2.50694
72867,171384101,694,-1.86352
72867,171384101,733,-1.92815
72236,171482001,541,-1.8448
72236,171482001,547,-1.8448
2655,173084131,732,-1.35522
2655,173084141,730,-1.38691
71917,171543091,732,-1.59312
71917,171543091,742,-1.69343
71917,171543101,729,-1.64399
71917,171543101,730,-1.72633
70587,172211141,717,-2.50482
70587,172211141,740,-2.50694
70587,172211161,714,-2.51082
70587,172211161,717,-2.50482
70587,172211161,723,-2.50965
72236,171482011,533,-1.8448
72236,171482011,547,-1.8448
72236,171482011,569,-1.8448
72236,171482011,570,-1.8448
72236,171482011,572,-1.8448
1942,173085001,742,-1.35878
1942,173085081,702,-1.38415
71917,171543121,729,-1.64399
71917,171543121,730,-1.72633
69165,172343051,664,-1.30195
69165,172343051,686,-1.32953
69165,172343051,694,-1.32114
69165,172343061,664,-1.30195
69165,172343061,733,-1.39957
72236,171482021,556,-1.8448
72236,171482021,570,-1.8448
72236,171482031,569,-1.8448
1942,173085091,732,-1.35522
1942,173085101,711,-1.37658
1942,173085101,724,-1.369
1942,173085101,732,-1.35522
1942,173085101,742,-1.35878
71917,171544001,732,-1.59312
71917,171544001,742,-1.69343
71917,171544011,724,-1.67112
71917,171544011,730,-1.72633
71917,171544011,744,-1.59646
10091,172710001,570,-0.7164
10091,172710001,571,-0.7164
10091,172710011,555,-0.7164
72236,171482041,553,-1.8448
72236,171482041,556,-1.8448
72236,171482041,571,-1.8448
72236,171482041,572,-1.8448
71917,171533001,724,-1.67112
1942,173085111,711,-1.36802
1942,173085111,729,-1.43932
71917,171544031,702,-1.71647
71917,171544031,726,-1.64894
10091,172710021,542,-0.7164
10091,172710021,569,-0.7164
10091,172710021,570,-0.7164
10091,172711001,536,-0.72212
10091,172711001,542,-0.7164
71917,171533011,720,-1.62388
71917,171533011,724,-1.67112
71917,171533021,716,-1.6235
1347,173087081,726,-1.44172
71917,171544041,724,-1.67112
71917,171544051,742,-1.69343
71917,171544061,702,-1.71647
71917,171544061,720,-1.62388
71917,171544061,724,-1.67112
10091,172711011,554,-0.7164
71917,171533041,711,-1.68302
71917,171533041,726,-1.64894
71917,171533041,732,-1.59312
71917,171533041,745,-1.6746
2869,173102001,732,-1.39948
188199,173108011,702,-1.35626
188199,173108011,720,-1.37293
188199,173108011,730,-1.35346
188199,173108011,732,-1.39948
188199,173108011,744,-1.37624
188199,173108021,716,-1.38762
71917,171544061,744,-1.59646
71917,171544071,711,-1.68302
71917,171544071,726,-1.64894
10091,172712001,571,-0.7164
10091,172712011,533,-0.7164
188199,173108021,730,-1.35346
188199,173108021,744,-1.37624
847,173129011,716,-0.98951
847,173129011,724,-0.97284
1803,173154011,690,-0.99623
1803,173154011,734,-0.9977
71917,171544081,732,-1.59312
70222,172846001,681,-1.35967
70222,172846021,681,-1.35967
71917,171540021,716,-1.6235
71917,171540021,729,-1.64399
71917,171540031,726,-1.64894
72485,173191001,740,-1.19247
71917,171544121,720,-1.62388
70222,172848011,681,-1.35967
70222,172851011,693,-0.99504
