PRD_NBR,PERIOD,prc_lb,prc_ub
438335001,2,6.78,16.94
438335001,3,6.78,16.94
438335001,4,6.78,16.94
438335001,99,2.54,14.4
438336001,1,6.78,16.94
438336001,2,6.78,16.94
438336001,3,6.78,16.94
438336001,4,6.78,16.94
438336001,99,2.54,14.4
438337001,1,6.78,16.94
438337001,2,6.78,16.94
438337001,3,6.78,16.94
438337001,4,6.78,16.94
438337001,99,2.54,14.4
438338001,1,6.78,16.94
438338001,2,6.78,16.94
438338001,99,2.54,14.4
438339001,1,6.78,16.94
438339001,2,6.78,16.94
438339001,3,6.78,16.94
438339001,4,6.78,16.94
438339001,99,2.54,14.4
438341001,1,6.78,16.94
438341001,2,6.78,16.94
438341001,3,6.78,16.94
438341001,4,6.78,16.94
438341001,99,2.54,14.4
438342001,1,6.78,16.94
438342001,2,6.78,16.94
438342001,3,6.78,16.94
438342001,4,6.78,16.94
438342001,99,2.54,14.4
438345001,1,6.78,16.94
438345001,2,6.78,16.94
438345001,3,6.78,16.94
438345001,4,6.78,16.94
438345001,99,2.54,14.4
438346001,1,6.78,16.94
438346001,2,6.78,16.94
438346001,3,6.78,16.94
438346001,4,6.78,16.94
438346001,99,2.54,14.4
438347001,1,6.78,16.94
438347001,2,6.78,16.94
438347001,3,6.78,16.94
438347001,99,2.54,14.4
438348001,1,6.78,16.94
438348001,2,6.78,16.94
438348001,3,6.78,16.94
438348001,4,6.78,16.94
438348001,99,2.54,14.4
438349001,1,6.78,16.94
438349001,2,6.78,16.94
438349001,3,6.78,16.94
438349001,4,6.78,16.94
438349001,99,2.54,14.4
438353001,1,3.98,9.94
438353001,2,3.98,9.94
438353001,3,3.98,9.94
438353001,4,3.98,9.94
438353001,99,1.49,8.45
438353011,1,3.98,9.94
438353011,2,3.98,9.94
438353011,3,3.98,9.94
438353011,4,3.98,9.94
438353011,99,1.49,8.45
438353021,1,3.98,9.94
438353021,2,3.98,9.94
438353021,3,3.98,9.94
438353021,4,3.98,9.94
438353021,99,1.49,8.45
438353031,1,3.98,9.94
438353031,2,3.98,9.94
438353031,3,3.98,9.94
438353031,4,3.98,9.94
438353031,99,1.49,8.45
438354001,1,4.38,10.94
438354001,2,4.38,10.94
438354001,99,1.64,9.3
438354011,1,4.38,10.94
438354011,2,4.38,10.94
438354011,99,1.64,9.3
438355001,1,4.38,10.94
438355001,2,4.38,10.94
438355001,3,4.38,10.94
438355001,4,4.38,10.94
438355001,99,1.64,9.3
438356001,1,4.38,10.94
438356001,2,4.38,10.94
438356001,3,4.38,10.94
438356001,4,4.38,10.94
438356001,99,1.64,9.3
438357001,1,7.98,19.94
438357001,2,7.98,19.94
438357001,3,7.98,19.94
438357001,4,7.98,19.94
438357001,99,2.99,16.95
438359001,1,7.98,19.94
438359001,2,7.98,19.94
438359001,3,7.98,19.94
438359001,4,7.98,19.94
438359001,99,2.99,16.95
438359011,1,7.98,19.94
438359011,2,7.98,19.94
438359011,3,7.98,19.94
438359011,4,7.98,19.94
438359011,99,2.99,16.95
438360001,1,5.98,14.94
438360001,2,5.98,14.94
438360001,3,5.98,14.94
438360001,4,5.98,14.94
438360001,99,2.24,12.7
438361001,1,5.18,12.94
438361001,2,5.18,12.94
438361001,3,5.18,12.94
438361001,4,5.18,12.94
438361001,99,1.94,11
438361011,1,5.18,12.94
438361011,2,5.18,12.94
438361011,3,5.18,12.94
438361011,4,5.18,12.94
438361011,99,1.94,11
438361021,1,5.18,12.94
438361021,2,5.18,12.94
438361021,3,5.18,12.94
438361021,4,5.18,12.94
438361021,99,1.94,11
438363001,1,5.98,14.94
438363001,2,5.98,14.94
438363001,3,5.98,14.94
438363001,4,5.98,14.94
438363001,99,2.24,12.7
438369011,1,9.98,24.94
438369011,2,9.98,24.94
438369011,3,9.98,24.94
438369011,99,3.74,21.2
438373011,1,7.18,17.94
438373011,2,7.18,17.94
438373011,3,7.18,17.94
438373011,4,7.18,17.94
438373021,1,7.18,17.94
438373021,2,7.18,17.94
438373021,3,7.18,17.94
438373021,4,7.18,17.94
438373031,1,7.18,17.94
438373031,2,7.18,17.94
438373031,3,7.18,17.94
438373031,4,7.18,17.94
438374011,1,6.78,16.94
438374011,2,6.78,16.94
438374011,3,6.78,16.94
438374011,4,6.78,16.94
438374021,1,6.78,16.94
438374021,2,6.78,16.94
438374021,3,6.78,16.94
438374021,4,6.78,16.94
438374031,1,6.78,16.94
438374031,2,6.78,16.94
438374031,3,6.78,16.94
438374031,4,6.78,16.94
438375001,1,7.98,19.94
438375001,2,7.98,19.94
438375001,3,7.98,19.94
438375001,4,7.98,19.94
438375011,1,7.98,19.94
438375011,2,7.98,19.94
438375011,3,7.98,19.94
438375011,4,7.98,19.94
438387011,1,9.18,22.94
438387011,2,9.18,22.94
438387011,3,9.18,22.94
438387011,4,9.18,22.94
438387011,99,3.44,19.5
438387021,1,9.18,22.94
438387021,2,9.18,22.94
438387021,3,9.18,22.94
438387021,4,9.18,22.94
438387021,99,3.44,19.5
438389001,1,9.98,24.94
438389001,2,9.98,24.94
438389001,3,9.98,24.94
438389001,99,3.74,21.2
438390001,1,6.78,16.94
438390001,2,6.78,16.94
438390001,3,6.78,16.94
438390001,99,2.54,14.4
438390011,1,6.78,16.94
438390011,2,6.78,16.94
438390011,3,6.78,16.94
438390011,99,2.54,14.4
438391001,1,6.78,16.94
438391001,2,6.78,16.94
438391001,3,6.78,16.94
438391001,99,2.54,14.4
438391011,1,6.78,16.94
438391011,2,6.78,16.94
438391011,3,6.78,16.94
438391011,99,2.54,14.4
438391021,1,6.78,16.94
438391021,2,6.78,16.94
438391021,3,6.78,16.94
438391021,99,2.54,14.4
448106001,1,11.98,29.94
448106001,2,11.98,29.94
448106001,3,11.98,29.94
448106001,4,11.98,29.94
448106001,99,4.49,25.45
454992001,1,6.78,16.94
454992001,2,6.78,16.94
454992001,3,6.78,16.94
454992001,4,6.78,16.94
454992001,99,2.54,14.4
454992011,1,6.78,16.94
454992011,2,6.78,16.94
454992011,3,6.78,16.94
454992011,4,6.78,16.94
454992011,99,2.54,14.4
461033001,1,11.98,29.94
461033001,2,11.98,29.94
461033001,3,11.98,29.94
461033001,4,11.98,29.94
461033001,99,4.49,25.45
476337001,1,7.98,19.94
476337001,2,7.98,19.94
476337001,3,7.98,19.94
476337001,99,2.99,16.95
476338001,1,7.98,19.94
476338001,2,7.98,19.94
476338001,3,7.98,19.94
476338001,99,2.99,16.95
476341001,1,6.78,16.94
476341001,2,6.78,16.94
476341001,3,6.78,16.94
476341001,4,6.78,16.94
476341011,1,6.78,16.94
476341011,2,6.78,16.94
476341011,3,6.78,16.94
476341011,4,6.78,16.94
476342001,1,7.98,19.94
476342001,2,7.98,19.94
476342001,3,7.98,19.94
476342001,99,2.99,16.95
476342011,1,7.98,19.94
476342011,2,7.98,19.94
476342011,3,7.98,19.94
476342011,99,2.99,16.95
476343011,1,7.98,19.94
476343011,2,7.98,19.94
476343011,3,7.98,19.94
476343011,99,2.99,16.95
476343021,1,7.98,19.94
476343021,2,7.98,19.94
476343021,3,7.98,19.94
476343021,99,2.99,16.95
476343041,1,7.98,19.94
476343041,2,7.98,19.94
476343041,3,7.98,19.94
476343041,99,2.99,16.95
476344001,1,7.98,19.94
476344001,2,7.98,19.94
476344001,3,7.98,19.94
476344001,4,7.98,19.94
476344001,99,2.99,16.95
476345001,1,7.98,19.94
476345001,2,7.98,19.94
476345001,3,7.98,19.94
476345001,4,7.98,19.94
476345001,99,2.99,16.95
476345011,1,7.98,19.94
476345011,2,7.98,19.94
476345011,3,7.98,19.94
476345011,4,7.98,19.94
476345011,99,2.99,16.95
476345021,1,7.98,19.94
476345021,2,7.98,19.94
476345021,3,7.98,19.94
476345021,4,7.98,19.94
476345021,99,2.99,16.95
476345031,1,7.98,19.94
476345031,2,7.98,19.94
476345031,3,7.98,19.94
476345031,4,7.98,19.94
476345031,99,2.99,16.95
476346001,1,7.98,19.94
476346001,2,7.98,19.94
476346001,3,7.98,19.94
476346001,4,7.98,19.94
476346001,99,2.99,16.95
476346011,1,7.98,19.94
476346011,2,7.98,19.94
476346011,3,7.98,19.94
476346011,4,7.98,19.94
476346011,99,2.99,16.95
476347001,1,7.98,19.94
476347001,2,7.98,19.94
476347001,3,7.98,19.94
476347001,4,7.98,19.94
476347001,99,2.99,16.95
476347011,1,7.98,19.94
476347011,2,7.98,19.94
476347011,3,7.98,19.94
476347011,4,7.98,19.94
476347011,99,2.99,16.95
476348001,1,7.98,19.94
476348001,2,7.98,19.94
476348001,3,7.98,19.94
476348001,4,7.98,19.94
476348001,99,2.99,16.95
476348011,1,7.98,19.94
476348011,2,7.98,19.94
476348011,3,7.98,19.94
476348011,4,7.98,19.94
476348011,99,2.99,16.95
476348021,1,7.98,19.94
476348021,2,7.98,19.94
476348021,3,7.98,19.94
476348021,4,7.98,19.94
476348021,99,2.99,16.95
476349001,1,9.18,22.94
476349001,2,9.18,22.94
476349001,3,9.18,22.94
476349001,4,9.18,22.94
476349001,99,3.44,19.5
476349011,1,9.18,22.94
476349011,2,9.18,22.94
476349011,3,9.18,22.94
476349011,4,9.18,22.94
476349011,99,3.44,19.5
476349021,1,9.18,22.94
476349021,2,9.18,22.94
476349021,3,9.18,22.94
476349021,4,9.18,22.94
476349021,99,3.44,19.5
476352001,1,7.98,19.94
476352001,2,7.98,19.94
476352001,3,7.98,19.94
476352001,4,7.98,19.94
476352001,99,2.99,16.95
476352011,1,7.98,19.94
476352011,2,7.98,19.94
476352011,3,7.98,19.94
476352011,4,7.98,19.94
476352011,99,2.99,16.95
476352021,1,7.98,19.94
476352021,2,7.98,19.94
476352021,3,7.98,19.94
476352021,4,7.98,19.94
476352021,99,2.99,16.95
476352031,1,7.98,19.94
476352031,2,7.98,19.94
476352031,3,7.98,19.94
476352031,4,7.98,19.94
476352031,99,2.99,16.95
476354001,1,7.98,19.94
476354001,2,7.98,19.94
476354001,3,7.98,19.94
476354001,4,7.98,19.94
476354001,99,2.99,16.95
476354011,1,7.98,19.94
476354011,2,7.98,19.94
476354011,3,7.98,19.94
476354011,4,7.98,19.94
476354011,99,2.99,16.95
476355001,1,7.98,19.94
476355001,2,7.98,19.94
476355001,3,7.98,19.94
476355001,4,7.98,19.94
476355001,99,2.99,16.95
476355011,1,7.98,19.94
476355011,2,7.98,19.94
476355011,3,7.98,19.94
476355011,4,7.98,19.94
476355011,99,2.99,16.95
476355021,1,7.98,19.94
476355021,2,7.98,19.94
476355021,3,7.98,19.94
476355021,4,7.98,19.94
476355021,99,2.99,16.95
476356011,1,9.18,22.94
476356011,2,9.18,22.94
476356011,3,9.18,22.94
476356011,4,9.18,22.94
476356011,99,3.44,19.5
476356021,1,9.18,22.94
476356021,2,9.18,22.94
476356021,3,9.18,22.94
476356021,4,9.18,22.94
476356021,99,3.44,19.5
476358001,1,9.18,22.94
476358001,2,9.18,22.94
476358001,3,9.18,22.94
476358001,4,9.18,22.94
476358001,99,3.44,19.5
476358011,1,9.18,22.94
476358011,2,9.18,22.94
476358011,3,9.18,22.94
476358011,4,9.18,22.94
476358011,99,3.44,19.5
476359001,1,9.18,22.94
476359001,2,9.18,22.94
476359001,3,9.18,22.94
476359001,4,9.18,22.94
476359001,99,3.44,19.5
476359011,1,9.18,22.94
476359011,2,9.18,22.94
476359011,3,9.18,22.94
476359011,4,9.18,22.94
476359011,99,3.44,19.5
476362001,1,9.98,24.94
476362001,2,9.98,24.94
476362001,3,9.98,24.94
476362001,4,9.98,24.94
476362011,1,9.98,24.94
476362011,2,9.98,24.94
476362011,3,9.98,24.94
476362011,4,9.98,24.94
476364001,1,6.78,16.94
476364001,2,6.78,16.94
476364001,3,6.78,16.94
476364001,4,6.78,16.94
476364001,99,2.54,14.4
476364011,1,6.78,16.94
476364011,2,6.78,16.94
476364011,3,6.78,16.94
476364011,4,6.78,16.94
476364011,99,2.54,14.4
476367001,1,7.18,17.94
476367001,2,7.18,17.94
476367001,3,7.18,17.94
476367001,4,7.18,17.94
476367001,99,2.69,15.25
476369001,1,7.98,19.94
476369001,2,7.98,19.94
476369001,3,7.98,19.94
476369001,99,2.99,16.95
476372001,1,3.58,8.94
476372001,2,3.58,8.94
476372001,3,3.58,8.94
476372001,4,3.58,8.94
476372001,99,1.34,7.6
476372011,1,3.58,8.94
476372011,2,3.58,8.94
476372011,3,3.58,8.94
476372011,4,3.58,8.94
476372011,99,1.34,7.6
476372021,1,3.58,8.94
476372021,2,3.58,8.94
476372021,3,3.58,8.94
476372021,4,3.58,8.94
476372021,99,1.34,7.6
476375001,1,3.98,9.94
476375001,2,3.98,9.94
476375001,3,3.98,9.94
476375001,4,3.98,9.94
476375001,99,1.49,8.45
476375021,1,3.98,9.94
476375021,2,3.98,9.94
476375021,3,3.98,9.94
476375021,4,3.98,9.94
476375021,99,1.49,8.45
476376001,1,5.98,14.94
476376001,2,5.98,14.94
476376001,3,5.98,14.94
476376001,4,5.98,14.94
476376001,99,2.24,12.7
476376011,1,5.98,14.94
476376011,2,5.98,14.94
476376011,3,5.98,14.94
476376011,4,5.98,14.94
476376011,99,2.24,12.7
476376021,1,5.98,14.94
476376021,2,5.98,14.94
476376021,3,5.98,14.94
476376021,4,5.98,14.94
476376021,99,2.24,12.7
476376031,1,5.98,14.94
476376031,2,5.98,14.94
476376031,3,5.98,14.94
476376031,4,5.98,14.94
476376031,99,2.24,12.7
476377001,1,5.98,14.94
476377001,2,5.98,14.94
476377001,99,2.24,12.7
476378001,1,5.98,14.94
476378001,2,5.98,14.94
476378001,3,5.98,14.94
476378001,4,5.98,14.94
476378001,99,2.24,12.7
476378011,1,5.98,14.94
476378011,2,5.98,14.94
476378011,3,5.98,14.94
476378011,4,5.98,14.94
476378011,99,2.24,12.7
476378021,1,5.98,14.94
476378021,2,5.98,14.94
476378021,3,5.98,14.94
476378021,4,5.98,14.94
476378021,99,2.24,12.7
476378031,1,5.98,14.94
476378031,2,5.98,14.94
476378031,3,5.98,14.94
476378031,4,5.98,14.94
476378031,99,2.24,12.7
476379001,1,3.98,9.94
476379001,2,3.98,9.94
476379001,3,3.98,9.94
476379001,4,3.98,9.94
476379011,1,3.98,9.94
476379011,2,3.98,9.94
476379011,3,3.98,9.94
476379011,4,3.98,9.94
476379021,1,3.98,9.94
476379021,2,3.98,9.94
476379021,3,3.98,9.94
476379021,4,3.98,9.94
476379031,1,3.98,9.94
476379031,2,3.98,9.94
476379031,3,3.98,9.94
476379031,4,3.98,9.94
476379051,1,3.98,9.94
476379051,2,3.98,9.94
476379051,3,3.98,9.94
476379051,4,3.98,9.94
476379061,1,3.98,9.94
476379061,2,3.98,9.94
476379061,3,3.98,9.94
476379061,4,3.98,9.94
476379071,1,3.98,9.94
476379071,2,3.98,9.94
476379071,3,3.98,9.94
476379071,4,3.98,9.94
476381001,1,5.98,14.94
476381001,2,5.98,14.94
476381001,3,5.98,14.94
476381001,4,5.98,14.94
476381001,99,2.24,12.7
476381011,1,5.98,14.94
476381011,2,5.98,14.94
476381011,3,5.98,14.94
476381011,4,5.98,14.94
476381011,99,2.24,12.7
476381021,1,5.98,14.94
476381021,2,5.98,14.94
476381021,3,5.98,14.94
476381021,4,5.98,14.94
476381021,99,2.24,12.7
476381031,1,5.98,14.94
476381031,2,5.98,14.94
476381031,3,5.98,14.94
476381031,4,5.98,14.94
476381031,99,2.24,12.7
476383001,1,3.98,9.94
476383001,2,3.98,9.94
476383001,3,3.98,9.94
476383001,4,3.98,9.94
476383001,99,1.49,8.45
476383011,1,3.98,9.94
476383011,2,3.98,9.94
476383011,3,3.98,9.94
476383011,4,3.98,9.94
476383011,99,1.49,8.45
476384001,1,9.98,24.94
476384001,2,9.98,24.94
476384001,3,9.98,24.94
476384001,4,9.98,24.94
476384011,1,9.98,24.94
476384011,2,9.98,24.94
476384011,3,9.98,24.94
476384011,4,9.98,24.94
476385001,1,9.98,24.94
476385001,2,9.98,24.94
476385001,3,9.98,24.94
476385001,4,9.98,24.94
476385011,1,9.98,24.94
476385011,2,9.98,24.94
476385011,3,9.98,24.94
476385011,4,9.98,24.94
476389001,1,6.78,16.94
476389001,2,6.78,16.94
476389001,99,2.54,14.4
476389011,1,6.78,16.94
476389011,2,6.78,16.94
476389011,99,2.54,14.4
476389021,1,6.78,16.94
476389021,2,6.78,16.94
476389021,3,6.78,16.94
476389021,4,6.78,16.94
476389021,99,2.54,14.4
476389031,1,6.78,16.94
476389031,2,6.78,16.94
476389031,3,6.78,16.94
476389031,4,6.78,16.94
476389031,99,2.54,14.4
476389041,1,6.78,16.94
476389041,2,6.78,16.94
476389041,99,2.54,14.4
476389071,1,6.78,16.94
476389071,2,6.78,16.94
476389071,3,6.78,16.94
476389071,4,6.78,16.94
476389071,99,2.54,14.4
476389081,1,6.78,16.94
476389081,2,6.78,16.94
476389081,3,6.78,16.94
476389081,4,6.78,16.94
476389081,99,2.54,14.4
476389091,1,6.78,16.94
476389091,2,6.78,16.94
476389091,3,6.78,16.94
476389091,4,6.78,16.94
476389091,99,2.54,14.4
476389101,1,6.78,16.94
476389101,2,6.78,16.94
476389101,3,6.78,16.94
476389101,4,6.78,16.94
476389101,99,2.54,14.4
476389111,1,6.78,16.94
476389111,2,6.78,16.94
476389111,3,6.78,16.94
476389111,4,6.78,16.94
476389111,99,2.54,14.4
476389121,1,6.78,16.94
476389121,2,6.78,16.94
476389121,3,6.78,16.94
476389121,4,6.78,16.94
476389121,99,2.54,14.4
476389131,1,6.78,16.94
476389131,2,6.78,16.94
476389131,99,2.54,14.4
476389141,1,6.78,16.94
476389141,2,6.78,16.94
476389141,99,2.54,14.4
476391001,1,7.58,18.94
476391001,2,7.58,18.94
476391001,99,2.84,16.1
476391011,1,7.58,18.94
476391011,2,7.58,18.94
476391011,99,2.84,16.1
476391021,1,7.58,18.94
476391021,2,7.58,18.94
476391021,99,2.84,16.1
476391031,1,7.58,18.94
476391031,2,7.58,18.94
476391031,99,2.84,16.1
476391041,1,7.58,18.94
476391041,2,7.58,18.94
476391041,99,2.84,16.1
476391051,1,7.58,18.94
476391051,2,7.58,18.94
476391051,99,2.84,16.1
476392001,1,7.58,18.94
476392001,2,7.58,18.94
476392001,99,2.84,16.1
476392011,1,7.58,18.94
476392011,2,7.58,18.94
476392011,99,2.84,16.1
476393001,1,7.58,18.94
476393001,2,7.58,18.94
476393001,3,7.58,18.94
476393001,4,7.58,18.94
476393001,99,2.84,16.1
476394001,1,6.78,16.94
476394001,2,6.78,16.94
476394001,99,2.54,14.4
476394011,1,6.78,16.94
476394011,2,6.78,16.94
476394011,99,2.54,14.4
476394031,1,6.78,16.94
476394031,2,6.78,16.94
476394031,99,2.54,14.4
476394041,1,6.78,16.94
476394041,2,6.78,16.94
476394041,3,6.78,16.94
476394041,4,6.78,16.94
476394041,99,2.54,14.4
476394061,1,6.78,16.94
476394061,2,6.78,16.94
476394061,3,6.78,16.94
476394061,4,6.78,16.94
476394061,99,2.54,14.4
476394071,1,6.78,16.94
476394071,2,6.78,16.94
476394071,3,6.78,16.94
476394071,4,6.78,16.94
476394071,99,2.54,14.4
476395001,1,7.58,18.94
476395001,2,7.58,18.94
476395001,3,7.58,18.94
476395001,4,7.58,18.94
476395001,99,2.84,16.1
476395011,1,7.58,18.94
476395011,2,7.58,18.94
476395011,3,7.58,18.94
476395011,4,7.58,18.94
476395011,99,2.84,16.1
476400011,1,9.98,24.94
476400011,2,9.98,24.94
476400011,3,9.98,24.94
476400011,4,9.98,24.94
476400021,1,9.98,24.94
476400021,2,9.98,24.94
476400021,3,9.98,24.94
476400021,4,9.98,24.94
476403001,1,5.98,14.94
476403001,2,5.98,14.94
476403001,3,5.98,14.94
476403001,4,5.98,14.94
476403001,99,2.24,12.7
476403011,1,5.98,14.94
476403011,2,5.98,14.94
476403011,3,5.98,14.94
476403011,4,5.98,14.94
476403011,99,2.24,12.7
476403021,1,5.98,14.94
476403021,2,5.98,14.94
476403021,3,5.98,14.94
476403021,4,5.98,14.94
476403021,99,2.24,12.7
476404001,1,3.98,9.94
476404001,2,3.98,9.94
476404001,3,3.98,9.94
476404001,99,1.49,8.45
476404011,1,3.98,9.94
476404011,2,3.98,9.94
476404011,3,3.98,9.94
476404011,99,1.49,8.45
476404021,1,3.98,9.94
476404021,2,3.98,9.94
476404021,3,3.98,9.94
476404021,99,1.49,8.45
476404031,1,3.98,9.94
476404031,2,3.98,9.94
476404031,3,3.98,9.94
476404031,99,1.49,8.45
476404041,1,3.98,9.94
476404041,2,3.98,9.94
476404041,3,3.98,9.94
476404041,99,1.49,8.45
476407001,1,5.98,14.94
476407001,2,5.98,14.94
476407001,3,5.98,14.94
476407001,4,5.98,14.94
476407001,99,2.24,12.7
476411001,1,3.98,9.94
476411001,2,3.98,9.94
476411001,3,3.98,9.94
476411001,4,3.98,9.94
476411001,99,1.49,8.45
476416001,1,3.98,9.94
476416001,2,3.98,9.94
476416001,3,3.98,9.94
476416001,4,3.98,9.94
476416001,99,1.49,8.45
476416011,1,3.98,9.94
476416011,2,3.98,9.94
476416011,3,3.98,9.94
476416011,4,3.98,9.94
476416011,99,1.49,8.45
476416021,1,3.98,9.94
476416021,2,3.98,9.94
476416021,3,3.98,9.94
476416021,4,3.98,9.94
476416021,99,1.49,8.45
476417001,1,4.38,10.94
476417001,2,4.38,10.94
476417001,99,1.64,9.3
476418001,1,3.98,9.94
476418001,2,3.98,9.94
476418001,3,3.98,9.94
476418001,99,1.49,8.45
476419001,1,5.18,12.94
476419001,2,5.18,12.94
476419001,99,1.94,11
476425001,1,7.98,19.94
476425001,2,7.98,19.94
476425001,3,7.98,19.94
476425001,4,7.98,19.94
476425001,99,2.99,16.95
476427001,1,3.98,9.94
476427001,2,3.98,9.94
476427001,3,3.98,9.94
476427001,4,3.98,9.94
476427001,99,1.49,8.45
476427011,1,3.98,9.94
476427011,2,3.98,9.94
476427011,3,3.98,9.94
476427011,4,3.98,9.94
476427011,99,1.49,8.45
476428001,1,6.78,16.94
476428001,2,6.78,16.94
476428001,3,6.78,16.94
476428001,4,6.78,16.94
476429001,1,3.98,9.94
476429001,2,3.98,9.94
476429001,3,3.98,9.94
476429001,4,3.98,9.94
476429001,99,1.49,8.45
476429011,1,3.98,9.94
476429011,2,3.98,9.94
476429011,3,3.98,9.94
476429011,4,3.98,9.94
476429011,99,1.49,8.45
476429021,1,3.98,9.94
476429021,2,3.98,9.94
476429021,3,3.98,9.94
476429021,4,3.98,9.94
476429021,99,1.49,8.45
476430001,1,5.98,14.94
476430001,2,5.98,14.94
476430001,3,5.98,14.94
476430001,4,5.98,14.94
476430001,99,2.24,12.7
476430011,1,5.98,14.94
476430011,2,5.98,14.94
476430011,3,5.98,14.94
476430011,4,5.98,14.94
476430011,99,2.24,12.7
476431001,1,5.98,14.94
476431001,2,5.98,14.94
476431001,3,5.98,14.94
476431001,4,5.98,14.94
476431001,99,2.24,12.7
476431011,1,5.98,14.94
476431011,2,5.98,14.94
476431011,3,5.98,14.94
476431011,4,5.98,14.94
476431011,99,2.24,12.7
476437001,1,4,10
476437001,2,4,10
476437001,3,4,10
476437001,4,4,10
476437001,99,1.5,8.5
476437011,1,4,10
476437011,2,4,10
476437011,3,4,10
476437011,4,4,10
476437011,99,1.5,8.5
476438001,1,6.78,16.94
476438001,2,6.78,16.94
476438001,3,6.78,16.94
476438001,4,6.78,16.94
476438001,99,2.54,14.4
476438011,1,6.78,16.94
476438011,2,6.78,16.94
476438011,3,6.78,16.94
476438011,4,6.78,16.94
476438011,99,2.54,14.4
476438021,1,6.78,16.94
476438021,2,6.78,16.94
476438021,3,6.78,16.94
476438021,4,6.78,16.94
476438021,99,2.54,14.4
476438031,1,6.78,16.94
476438031,2,6.78,16.94
476438031,3,6.78,16.94
476438031,4,6.78,16.94
476438031,99,2.54,14.4
476438041,1,6.78,16.94
476438041,2,6.78,16.94
476438041,3,6.78,16.94
476438041,4,6.78,16.94
476438041,99,2.54,14.4
476444021,1,7.98,19.94
476444021,2,7.98,19.94
476444021,99,2.99,16.95
476444031,1,7.98,19.94
476444031,2,7.98,19.94
476444031,99,2.99,16.95
476445001,1,6.78,16.94
476445001,2,6.78,16.94
476445001,3,6.78,16.94
476445001,4,6.78,16.94
476445001,99,2.54,14.4
476445011,1,6.78,16.94
476445011,2,6.78,16.94
476445011,3,6.78,16.94
476445011,4,6.78,16.94
476445011,99,2.54,14.4
476447001,1,5.98,14.94
476447001,2,5.98,14.94
476447001,99,2.24,12.7
476447011,1,5.98,14.94
476447011,2,5.98,14.94
476447011,99,2.24,12.7
476447021,1,5.98,14.94
476447021,2,5.98,14.94
476447021,99,2.24,12.7
476450011,1,9.18,22.94
476450011,2,9.18,22.94
476450011,3,9.18,22.94
476450011,4,9.18,22.94
476450011,99,3.44,19.5
476450021,1,9.18,22.94
476450021,2,9.18,22.94
476450021,3,9.18,22.94
476450021,4,9.18,22.94
476450021,99,3.44,19.5
476457001,1,7.98,19.94
476457001,2,7.98,19.94
476457001,3,7.98,19.94
476457001,4,7.98,19.94
476457001,99,2.99,16.95
476457011,1,7.98,19.94
476457011,2,7.98,19.94
476457011,3,7.98,19.94
476457011,4,7.98,19.94
476457011,99,2.99,16.95
476459001,1,5.98,14.94
476459001,2,5.98,14.94
476459001,3,5.98,14.94
476459001,4,5.98,14.94
476459001,99,2.24,12.7
476459011,1,5.98,14.94
476459011,2,5.98,14.94
476459011,3,5.98,14.94
476459011,4,5.98,14.94
476459011,99,2.24,12.7
476460001,1,5.98,14.94
476460001,2,5.98,14.94
476460001,3,5.98,14.94
476460001,4,5.98,14.94
476460001,99,2.24,12.7
476460011,1,5.98,14.94
476460011,2,5.98,14.94
476460011,3,5.98,14.94
476460011,4,5.98,14.94
476460011,99,2.24,12.7
476460041,1,5.98,14.94
476460041,2,5.98,14.94
476460041,3,5.98,14.94
476460041,4,5.98,14.94
476460041,99,2.24,12.7
476460051,1,5.98,14.94
476460051,2,5.98,14.94
476460051,3,5.98,14.94
476460051,4,5.98,14.94
476460061,1,5.98,14.94
476460061,2,5.98,14.94
476460061,3,5.98,14.94
476460061,4,5.98,14.94
476460071,1,5.98,14.94
476460071,2,5.98,14.94
476460071,3,5.98,14.94
476460071,4,5.98,14.94
476465011,1,7.98,19.94
476465011,2,7.98,19.94
476465011,3,7.98,19.94
476465011,99,2.99,16.95
476465021,1,7.98,19.94
476465021,2,7.98,19.94
476465021,3,7.98,19.94
476465021,99,2.99,16.95
476466001,1,7.98,19.94
476466001,2,7.98,19.94
476466001,3,7.98,19.94
476466001,99,2.99,16.95
476466011,1,7.98,19.94
476466011,2,7.98,19.94
476466011,3,7.98,19.94
476466011,99,2.99,16.95
476468001,1,7.98,19.94
476468001,2,7.98,19.94
476468001,3,7.98,19.94
476468001,99,2.99,16.95
476469001,1,7.98,19.94
476469001,2,7.98,19.94
476469001,3,7.98,19.94
476469001,99,2.99,16.95
476469011,1,7.98,19.94
476469011,2,7.98,19.94
476469011,3,7.98,19.94
476469011,99,2.99,16.95
476473001,1,7.98,19.94
476473001,2,7.98,19.94
476473001,3,7.98,19.94
476473001,4,7.98,19.94
476473001,99,2.99,16.95
476474001,1,7.98,19.94
476474001,2,7.98,19.94
476474001,3,7.98,19.94
476474001,99,2.99,16.95
476478001,1,7.98,19.94
476478001,2,7.98,19.94
476478001,3,7.98,19.94
476478001,99,2.99,16.95
476481001,1,6.78,16.94
476481001,2,6.78,16.94
476481001,3,6.78,16.94
476481001,4,6.78,16.94
476481001,99,2.54,14.4
476481011,1,6.78,16.94
476481011,2,6.78,16.94
476481011,3,6.78,16.94
476481011,4,6.78,16.94
476481011,99,2.54,14.4
476481021,1,6.78,16.94
476481021,2,6.78,16.94
476481021,3,6.78,16.94
476481021,4,6.78,16.94
476481021,99,2.54,14.4
476481041,1,6.78,16.94
