PRD_NBR,PRC_STR_GRP_ID_S,DC_NBR,TOT_SLS_UN_QTY
119570161,703,17,1190
119570161,703,18,106
119570161,704,14,356
119570161,704,17,401
119570161,705,14,9
119570161,705,17,538
119570161,707,17,413
119570161,708,14,99
119570161,708,17,291
119570161,708,18,194
119570161,709,17,97
119570161,715,14,28
119570161,715,17,104
119570161,718,14,117
119570161,718,17,121
119570161,735,14,49
119570161,735,17,100
119570161,736,17,585
119570161,736,18,1596
119571091,677,14,1597
119571091,677,17,1821
119571091,677,18,6561
119571091,682,14,3620
119571091,682,17,143
119571091,682,18,113
119571091,688,17,262
119571091,688,18,149
119571091,691,14,3246
119571091,691,17,3550
119571091,691,18,702
119571091,698,17,283
119571091,698,18,636
119571091,703,14,141
119571091,703,17,2638
119571091,703,18,194
119571091,704,14,1435
119571091,704,17,637
119571091,705,14,145
119571091,705,17,922
119571091,707,17,421
119571091,708,14,352
119571091,708,17,418
119571091,708,18,530
119571091,709,17,222
119571091,715,14,26
119571091,715,17,84
119571091,718,14,410
119571091,718,17,113
119571091,735,14,222
119571091,735,17,124
119571091,736,17,2856
119571091,736,18,6025
119571091,737,14,419
119571091,737,17,950
119571091,737,18,1602
119571121,677,14,242
119571121,677,17,397
119571121,677,18,1727
119571121,682,14,809
119571121,682,17,81
119571121,682,18,47
119571121,688,17,85
119571121,688,18,72
119571121,691,14,710
119571121,691,17,1375
119571121,691,18,173
119571121,698,17,207
119571121,698,18,240
119571121,703,14,49
119571121,703,17,1099
119571121,703,18,92
119571121,704,14,294
119571121,704,17,369
119571121,705,14,35
119571121,705,17,477
119571121,707,17,340
119571121,708,14,94
119571121,708,17,268
119571121,708,18,187
119571121,709,17,82
119571121,715,14,18
119571121,715,17,80
119571121,718,14,113
119571121,718,17,86
119571121,735,14,57
119571121,735,17,66
119571121,736,17,652
119571121,736,18,1868
119571121,737,14,108
119571121,737,17,477
119571121,737,18,573
119590001,677,14,430
119590001,677,17,167
119590001,677,18,3956
119590001,682,14,1712
119590001,682,18,61
119590001,688,17,103
119590001,688,18,38
119590001,691,14,1846
119590001,691,17,790
119590001,691,18,253
119590001,698,17,278
119590001,698,18,279
119590001,703,14,50
119590001,703,17,573
119590001,703,18,39
119590001,704,14,445
119590001,704,17,313
119590001,705,14,57
119590001,705,17,676
119590001,707,17,323
119590001,708,14,117
119590001,708,17,134
119590001,708,18,289
119590001,709,17,146
119590001,715,14,49
119590001,715,17,136
119590001,718,14,294
119590001,718,17,77
119590001,735,14,67
119590001,735,17,55
119590001,736,17,978
119590001,736,18,3194
119590001,737,14,185
119590001,737,17,886
119590001,737,18,638
119601001,677,14,1784
119601001,677,17,4225
119601001,677,18,12497
119601001,682,14,5880
119601001,682,17,670
119601001,682,18,367
119601001,688,17,474
119601001,688,18,476
119601001,691,14,5942
119601001,691,17,13384
119601001,691,18,2070
119601001,698,17,1026
119601001,698,18,972
119601001,703,14,293
119601001,703,17,9401
119601001,703,18,587
119601001,704,14,2641
119601001,704,17,4140
119601001,705,14,350
119601001,705,17,3304
119601001,707,17,2339
119601001,708,14,532
119601001,708,17,2521
119601001,708,18,885
119601001,709,17,723
119601001,715,14,276
119601001,715,17,476
119601001,718,14,824
119601001,718,17,716
119601001,735,14,298
119601001,735,17,833
119601001,736,17,4860
119601001,736,18,11642
119601001,737,14,601
119601001,737,17,3864
119601001,737,18,3781
119601181,677,14,565
119601181,677,17,2200
119601181,677,18,7674
119601181,682,14,1550
119601181,682,17,355
119601181,682,18,487
119601181,688,17,272
119601181,688,18,262
119601181,691,14,1305
119601181,691,17,6714
119601181,691,18,1149
119601181,698,17,690
119601181,698,18,767
119601181,703,14,104
119601181,703,17,5463
119601181,703,18,624
119601181,704,14,497
119601181,704,17,1981
119601181,705,14,69
119601181,705,17,1946
119601181,707,17,1665
119601181,708,14,118
119601181,708,17,1057
119601181,708,18,534
119601181,709,17,386
119601181,715,14,45
119601181,715,17,256
119601181,718,14,168
119601181,718,17,312
119601181,735,14,85
119601181,735,17,549
119601181,736,17,2686
119601181,736,18,8873
119601181,737,14,207
119601181,737,17,2092
119601181,737,18,2856
119601191,677,14,256
119601191,677,17,559
119601191,677,18,2186
119601191,682,14,855
119601191,682,17,135
119601191,682,18,92
119601191,688,17,72
119601191,688,18,84
119601191,691,14,568
119601191,691,17,2244
119601191,691,18,310
119601191,698,17,234
119601191,698,18,259
119601191,703,14,61
119601191,703,17,1752
119601191,703,18,142
119601191,704,14,207
119601191,704,17,709
119601191,705,14,31
119601191,705,17,727
119601191,707,17,569
119601191,708,14,96
119601191,708,17,485
119601191,708,18,206
119601191,709,17,142
119601191,715,14,20
119601191,715,17,156
119601191,718,14,95
119601191,718,17,164
119601191,735,14,35
119601191,735,17,139
119601191,736,17,720
119601191,736,18,2152
119601191,737,14,112
119601191,737,17,618
119601191,737,18,708
119601211,677,14,531
119601211,677,17,946
119601211,677,18,3675
119601211,682,14,1517
119601211,682,17,197
119601211,682,18,169
119601211,688,17,127
119601211,688,18,133
119601211,691,14,984
119601211,691,17,4102
119601211,691,18,543
119601211,698,17,360
119601211,698,18,398
119601211,703,14,81
119601211,703,17,3197
119601211,703,18,275
119601211,704,14,483
119601211,704,17,1252
119601211,705,14,32
119601211,705,17,1254
119601211,707,17,987
119601211,708,14,146
119601211,708,17,806
119601211,708,18,326
119601211,709,17,228
119601211,715,14,36
119601211,715,17,172
119601211,718,14,136
119601211,718,17,255
119601211,735,14,80
119601211,735,17,296
119601211,736,17,1214
119601211,736,18,3496
119601211,737,14,194
119601211,737,17,1022
119601211,737,18,1269
119601221,677,14,450
119601221,677,17,842
119601221,677,18,2856
119601221,682,14,1183
119601221,682,17,197
119601221,682,18,152
119601221,688,17,133
119601221,688,18,103
119601221,691,14,704
119601221,691,17,3482
119601221,691,18,464
119601221,698,17,321
119601221,698,18,351
119601221,703,14,62
119601221,703,17,2583
119601221,703,18,245
119601221,704,14,318
119601221,704,17,1168
119601221,705,14,39
119601221,705,17,964
119601221,707,17,769
119601221,708,14,107
119601221,708,17,667
119601221,708,18,243
119601221,709,17,209
119601221,715,14,29
119601221,715,17,158
119601221,718,14,73
119601221,718,17,217
119601221,735,14,62
119601221,735,17,203
119601221,736,17,1015
119601221,736,18,2802
119601221,737,14,163
119601221,737,17,947
119601221,737,18,1039
119601271,677,14,195
119601271,677,17,894
119601271,677,18,3501
119601271,682,14,630
119601271,682,17,119
119601271,682,18,179
119601271,688,17,100
119601271,688,18,156
119601271,691,14,416
119601271,691,17,3239
119601271,691,18,563
119601271,698,17,288
119601271,698,18,357
119601271,703,14,36
119601271,703,17,2519
119601271,703,18,324
119601271,704,14,181
119601271,704,17,954
119601271,705,14,24
119601271,705,17,823
119601271,707,17,753
119601271,708,14,44
119601271,708,17,476
119601271,708,18,257
119601271,709,17,162
119601271,715,14,20
119601271,715,17,104
119601271,718,14,34
119601271,718,17,149
119601271,735,14,24
119601271,735,17,171
119601271,736,17,912
119601271,736,18,3599
119601271,737,14,61
119601271,737,17,694
119601271,737,18,1397
119729001,677,14,1130
119729001,677,17,1666
119729001,677,18,17568
119729001,682,14,3777
119729001,682,17,260
119729001,682,18,203
119729001,688,17,567
119729001,688,18,108
119729001,691,14,5259
119729001,691,17,7446
119729001,691,18,1265
119729001,698,17,116
119729001,698,18,50
119729001,703,14,98
119729001,703,17,5168
119729001,703,18,159
119729001,704,14,1779
119729001,704,17,3079
119729001,705,14,78
119729001,705,17,4104
119729001,707,17,2542
119729001,708,14,58
119729001,708,17,242
119729001,708,18,306
119729001,709,17,281
119729001,715,14,63
119729001,715,17,150
119729001,718,14,248
119729001,718,17,109
119729001,735,14,130
119729001,735,17,617
119729001,736,17,5493
119729001,736,18,9680
119729001,737,14,338
119729001,737,17,1182
119729001,737,18,1674
119757001,677,14,755
119757001,677,17,678
119757001,677,18,11035
119757001,682,14,2812
119757001,682,18,125
119757001,688,17,98
119757001,688,18,255
119757001,691,14,4249
119757001,691,17,5886
119757001,691,18,950
119757001,698,17,123
119757001,698,18,354
119757001,703,14,220
119757001,703,17,3439
119757001,703,18,235
119757001,704,14,2416
119757001,704,17,2659
119757001,705,14,82
119757001,705,17,3409
119757001,707,17,2050
119757001,708,14,204
119757001,708,17,539
119757001,708,18,859
119757001,709,17,98
119757001,715,14,79
119757001,715,17,350
119757001,718,14,455
119757001,718,17,364
119757001,735,14,269
119757001,735,17,590
119757001,736,17,2010
119757001,736,18,6977
119757001,737,14,212
119757001,737,17,1004
119757001,737,18,1753
119792051,700,14,73
119792051,700,17,734
119792051,664,14,1761
119792051,664,17,5321
119792051,664,18,513
119792051,672,14,375
119792051,678,14,218
119792051,678,17,231
119792051,680,14,228
119792051,680,17,99
119792051,681,14,115
119792051,681,17,371
119792051,681,18,642
119792051,684,17,1397
119792051,684,18,5364
119792051,686,14,2497
119792051,686,17,193
119792051,686,18,4790
119792051,687,14,151
119792051,687,17,423
119792051,687,18,131
119792051,693,17,144
119792051,693,18,230
119792051,694,14,328
119792051,694,17,3610
119792051,713,14,130
119792051,713,17,1097
119792051,731,17,114
119792051,731,18,91
119792051,733,17,2577
119792061,700,14,73
119792061,700,17,710
119792061,664,14,1556
119792061,664,17,4165
119792061,664,18,660
119792061,672,14,361
119792061,678,14,373
119792061,678,17,233
119792061,680,14,203
119792061,680,17,100
119792061,681,14,134
119792061,681,17,443
119792061,681,18,743
119792061,684,17,957
119792061,684,18,4921
119792061,686,14,2123
119792061,686,17,138
119792061,686,18,7134
119792061,687,14,140
119792061,687,17,376
119792061,687,18,137
119792061,693,17,135
119792061,693,18,240
119792061,694,14,242
119792061,694,17,2516
119792061,713,14,207
119792061,713,17,1051
119792061,731,17,123
119792061,731,18,79
119792061,733,17,2110
119792101,700,14,24
119792101,700,17,221
119792101,664,14,341
119792101,664,17,1243
119792101,664,18,144
119792101,672,14,130
119792101,678,14,119
119792101,678,17,31
119792101,680,14,20
119792101,680,17,36
119792101,681,14,59
119792101,681,17,119
119792101,681,18,261
119792101,684,17,257
119792101,684,18,1168
119792101,686,14,661
119792101,686,17,35
119792101,686,18,2840
119792101,687,14,24
119792101,687,17,41
119792101,687,18,37
119792101,693,17,25
119792101,693,18,14
119792101,694,14,63
119792101,694,17,709
119792101,713,14,31
119792101,713,17,204
119792101,731,17,23
119792101,731,18,23
119792101,733,17,458
119794011,700,14,66
119794011,700,17,467
119794011,664,14,2168
119794011,664,17,8115
119794011,664,18,861
119794011,672,14,383
119794011,678,14,630
119794011,678,17,443
119794011,680,14,388
119794011,680,17,266
119794011,681,14,280
119794011,681,17,943
