PRD_NBR,PRC_STR_GRP_ID_S,DC_NBR,TOT_SLS_UN_QTY
349343101,714,17,12
349343101,714,18,12
349343101,719,14,2
349343101,719,17,19
349343101,719,18,8
349343101,723,14,3
349343101,723,17,15
349343101,728,14,8
349343101,728,17,5
349343121,714,17,0
349343121,714,18,1
349343121,719,14,5
349343121,719,17,4
349343121,719,18,3
349343121,723,14,0
349343121,723,17,2
349343121,728,14,4
349343121,728,17,0
349391001,533,14,581
349391001,533,17,591
349391001,533,18,206
349391001,536,17,212
349391001,536,18,1271
349391001,541,17,149
349391001,542,14,18
349391001,542,17,83
349391001,543,14,41
349391001,543,17,520
349391001,543,18,258
349391001,546,17,10
349391001,547,14,20
349391001,547,17,431
349391001,552,14,125
349391001,552,17,833
349391001,552,18,32
349391001,553,14,269
349391001,553,17,29
349391001,553,18,1362
349391001,554,14,43
349391001,554,17,171
349391001,555,17,82
349391001,556,14,279
349391001,556,17,358
349391001,557,14,98
349391001,557,17,322
349391001,557,18,339
349391001,569,14,63
349391001,569,17,278
349391001,569,18,168
349391001,570,14,112
349391001,570,17,60
349391001,571,14,32
349391001,571,17,97
349391001,572,17,160
349391001,572,18,128
349391011,533,14,1169
349391011,533,17,1104
349391011,533,18,335
349391011,536,17,335
349391011,536,18,1741
349391011,541,17,212
349391011,542,14,19
349391011,542,17,144
349391011,543,14,59
349391011,543,17,858
349391011,543,18,384
349391011,546,17,10
349391011,547,14,42
349391011,547,17,578
349391011,552,14,266
349391011,552,17,1199
349391011,552,18,48
349391011,553,14,370
349391011,553,17,54
349391011,553,18,1911
349391011,554,14,96
349391011,554,17,307
349391011,555,17,86
349391011,556,14,526
349391011,556,17,471
349391011,557,14,105
349391011,557,17,423
349391011,557,18,524
349391011,569,14,97
349391011,569,17,349
349391011,569,18,170
349391011,570,14,128
349391011,570,17,81
349391011,571,14,16
349391011,571,17,112
349391011,572,17,168
349391011,572,18,199
349391021,533,14,840
349391021,533,17,1013
349391021,533,18,292
349391021,536,17,345
349391021,536,18,1883
349391021,541,17,229
349391021,542,14,13
349391021,542,17,137
349391021,543,14,50
349391021,543,17,748
349391021,543,18,345
349391021,546,17,13
349391021,547,14,31
349391021,547,17,493
349391021,552,14,172
349391021,552,17,1160
349391021,552,18,34
349391021,553,14,410
349391021,553,17,41
349391021,553,18,1699
349391021,554,14,63
349391021,554,17,217
349391021,555,17,76
349391021,556,14,299
349391021,556,17,435
349391021,557,14,150
349391021,557,17,523
349391021,557,18,498
349391021,569,14,94
349391021,569,17,372
349391021,569,18,197
349391021,570,14,110
349391021,570,17,62
349391021,571,14,31
349391021,571,17,84
349391021,572,17,215
349391021,572,18,243
349391041,533,14,458
349391041,533,17,435
349391041,533,18,164
349391041,536,17,192
349391041,536,18,1025
349391041,541,17,170
349391041,542,14,17
349391041,542,17,64
349391041,543,14,39
349391041,543,17,341
349391041,543,18,286
349391041,546,17,5
349391041,547,14,27
349391041,547,17,559
349391041,552,14,90
349391041,552,17,558
349391041,552,18,27
349391041,553,14,224
349391041,553,17,27
349391041,553,18,1432
349391041,554,14,43
349391041,554,17,129
349391041,555,17,48
349391041,556,14,237
349391041,556,17,212
349391041,557,14,69
349391041,557,17,248
349391041,557,18,271
349391041,569,14,74
349391041,569,17,188
349391041,569,18,233
349391041,570,14,84
349391041,570,17,43
349391041,571,14,12
349391041,571,17,98
349391041,572,17,122
349391041,572,18,164
349399021,657,14,499
349399021,662,14,119
349399021,662,17,184
349399021,663,14,12
349399021,663,17,596
349399021,663,18,92
349399021,666,14,774
349399021,666,17,64
349399021,666,18,1604
349399021,667,17,16
349399021,668,17,117
349399021,669,14,142
349399021,669,17,103
349399021,669,18,195
349399021,671,14,1221
349399021,671,17,519
349399021,671,18,103
349399021,673,14,37
349399021,673,17,141
349399021,675,14,109
349399021,675,17,212
349399021,675,18,132
349399021,676,14,72
349399021,676,17,68
349399021,683,17,186
349399021,683,18,165
349399021,689,14,31
349399021,689,17,74
349399021,706,14,54
349399021,706,17,1422
349399021,706,18,1872
349399021,727,14,92
349399021,727,17,26
349399031,657,14,347
349399031,662,14,68
349399031,662,17,187
349399031,663,14,9
349399031,663,17,462
349399031,663,18,67
349399031,666,14,601
349399031,666,17,49
349399031,666,18,1254
349399031,667,17,17
349399031,668,17,108
349399031,669,14,109
349399031,669,17,85
349399031,669,18,144
349399031,671,14,902
349399031,671,17,459
349399031,671,18,76
349399031,673,14,30
349399031,673,17,132
349399031,675,14,104
349399031,675,17,200
349399031,675,18,92
349399031,676,14,74
349399031,676,17,76
349399031,683,17,171
349399031,683,18,141
349399031,689,14,32
349399031,689,17,73
349399031,706,14,51
349399031,706,17,1158
349399031,706,18,1326
349399031,727,14,101
349399031,727,17,15
349400011,657,14,871
349400011,662,14,101
349400011,662,17,419
349400011,663,14,23
349400011,663,17,1100
349400011,663,18,127
349400011,666,14,1163
349400011,666,17,118
349400011,666,18,2344
349400011,667,17,22
349400011,668,17,206
349400011,671,14,2262
349400011,671,17,848
349400011,671,18,111
349400011,673,14,79
349400011,673,17,333
349400011,675,14,102
349400011,675,17,224
349400011,675,18,117
349400011,676,14,166
349400011,676,17,90
349400011,706,14,84
349400011,706,17,1866
349400011,706,18,2322
349400021,657,14,54
349400021,662,14,9
349400021,662,17,18
349400021,663,17,44
349400021,663,18,4
349400021,666,14,40
349400021,666,17,5
349400021,666,18,116
349400021,668,17,12
349400021,671,14,157
349400021,671,17,27
349400021,671,18,9
349400021,673,14,5
349400021,673,17,38
349400021,675,14,13
349400021,675,17,6
349400021,675,18,2
349400021,676,14,8
349400021,676,17,6
349400021,706,14,2
349400021,706,17,60
349400021,706,18,40
353089001,702,14,143
353089001,702,17,1240
353089001,711,14,113
353089001,711,17,1771
353089001,711,18,1436
353089001,716,14,1021
353089001,716,17,100
353089001,716,18,730
353089001,720,17,71
353089001,720,18,206
353089001,724,14,89
353089001,724,17,197
353089001,724,18,256
353089001,726,14,424
353089001,729,17,63
353089001,729,18,81
353089001,730,14,218
353089001,730,17,90
353089001,732,14,42
353089001,732,17,477
353089001,732,18,923
353089001,742,17,613
353089001,744,14,19
353089001,744,17,97
353089001,745,14,21
353089001,745,17,154
353089011,702,14,227
353089011,702,17,1658
353089011,711,14,175
353089011,711,17,2790
353089011,711,18,2106
353089011,716,14,1874
353089011,716,17,133
353089011,716,18,1125
353089011,720,17,185
353089011,720,18,340
353089011,724,14,162
353089011,724,17,311
353089011,724,18,323
353089011,726,14,763
353089011,729,17,117
353089011,729,18,117
353089011,730,14,295
353089011,730,17,185
353089011,732,14,100
353089011,732,17,961
353089011,732,18,1669
353089011,742,17,754
353089011,744,14,18
353089011,744,17,160
353089011,745,14,21
353089011,745,17,165
353089031,702,14,301
353089031,702,17,2517
353089031,711,14,268
353089031,711,17,3824
353089031,711,18,2629
353089031,716,14,2058
353089031,716,17,211
353089031,716,18,1474
353089031,720,17,173
353089031,720,18,387
353089031,724,14,194
353089031,724,17,373
353089031,724,18,487
353089031,726,14,803
353089031,729,17,158
353089031,729,18,146
353089031,730,14,406
353089031,730,17,346
353089031,732,14,65
353089031,732,17,1023
353089031,732,18,1676
353089031,742,17,1233
353089031,744,14,15
353089031,744,17,179
353089031,745,14,24
353089031,745,17,284
353089041,702,14,160
353089041,702,17,1919
353089041,711,14,158
353089041,711,17,2953
353089041,711,18,1945
353089041,716,14,1666
353089041,716,17,126
353089041,716,18,1293
353089041,720,17,132
353089041,720,18,360
353089041,724,14,121
353089041,724,17,388
353089041,724,18,360
353089041,726,14,736
353089041,729,17,112
353089041,729,18,105
353089041,730,14,335
353089041,730,17,265
353089041,732,14,45
353089041,732,17,726
353089041,732,18,1400
353089041,742,17,1081
353089041,744,14,32
353089041,744,17,209
353089041,745,14,26
353089041,745,17,278
353114001,657,14,2051
353114001,662,14,468
353114001,662,17,1499
353114001,663,14,62
353114001,663,17,4484
353114001,663,18,489
353114001,666,14,1595
353114001,666,17,123
353114001,666,18,5053
353114001,667,17,30
353114001,668,17,970
353114001,669,14,237
353114001,669,17,655
353114001,669,18,589
353114001,671,14,4024
353114001,671,17,2358
353114001,671,18,296
353114001,673,14,124
353114001,673,17,806
353114001,675,14,101
353114001,675,17,508
353114001,675,18,420
353114001,676,14,755
353114001,676,17,941
353114001,683,17,298
353114001,683,18,371
353114001,689,14,30
353114001,689,17,211
353114001,706,14,102
353114001,706,17,1893
353114001,706,18,4598
353114001,727,14,422
353114001,727,17,155
353114021,657,14,3560
353114021,662,14,782
353114021,662,17,2713
353114021,663,14,87
353114021,663,17,9598
353114021,663,18,1120
353114021,666,14,2754
353114021,666,17,145
353114021,666,18,12742
353114021,667,17,37
353114021,668,17,1698
353114021,669,14,373
353114021,669,17,1185
353114021,669,18,1237
353114021,671,14,6785
353114021,671,17,4713
353114021,671,18,748
353114021,673,14,160
353114021,673,17,1240
353114021,675,14,142
353114021,675,17,928
353114021,675,18,993
353114021,676,14,1209
353114021,676,17,2364
353114021,683,17,314
353114021,683,18,801
353114021,689,14,100
353114021,689,17,373
353114021,706,14,153
353114021,706,17,1958
353114021,706,18,12038
353114021,727,14,633
353114021,727,17,309
353114031,657,14,1722
353114031,662,14,411
353114031,662,17,1473
353114031,663,14,52
353114031,663,17,3801
353114031,663,18,384
353114031,666,14,1406
353114031,666,17,96
353114031,666,18,3786
353114031,667,17,27
353114031,668,17,874
353114031,669,14,223
353114031,669,17,487
353114031,669,18,371
353114031,671,14,3289
353114031,671,17,2075
353114031,671,18,246
353114031,673,14,123
353114031,673,17,596
353114031,675,14,88
353114031,675,17,425
353114031,675,18,313
353114031,676,14,682
353114031,676,17,924
353114031,683,17,259
353114031,683,18,252
353114031,689,14,38
353114031,689,17,233
353114031,706,14,100
353114031,706,17,1574
353114031,706,18,3540
353114031,727,14,347
353114031,727,17,139
353114041,657,14,771
353114041,662,14,167
353114041,662,17,652
353114041,663,14,27
353114041,663,17,1909
353114041,663,18,191
353114041,666,14,841
353114041,666,17,64
353114041,666,18,2691
353114041,667,17,9
353114041,668,17,362
353114041,669,14,122
353114041,669,17,257
353114041,669,18,290
353114041,671,14,1334
353114041,671,17,1099
353114041,671,18,134
353114041,673,14,58
353114041,673,17,335
353114041,675,14,51
353114041,675,17,294
353114041,675,18,179
353114041,676,14,225
353114041,676,17,382
353114041,683,17,151
353114041,683,18,189
353114041,689,14,35
353114041,689,17,82
353114041,706,14,67
353114041,706,17,1174
353114041,706,18,2268
353114041,727,14,157
353114041,727,17,71
353144021,677,14,93
353144021,677,17,212
353144021,677,18,1560
353144021,682,14,317
353144021,682,17,26
353144021,682,18,55
353144021,688,17,46
353144021,688,18,36
353144021,691,14,357
353144021,691,17,842
353144021,691,18,146
353144021,698,17,82
353144021,698,18,146
353144021,703,14,17
353144021,703,17,661
353144021,703,18,70
353144021,704,14,151
353144021,704,17,305
353144021,705,14,21
353144021,705,17,642
353144021,707,17,304
353144021,708,14,46
353144021,708,17,144
353144021,708,18,151
353144021,709,17,66
353144021,715,14,22
353144021,715,17,137
353144021,718,14,71
353144021,718,17,81
353144021,735,14,35
353144021,735,17,71
353144021,736,17,354
353144021,736,18,1050
353144021,737,14,43
353144021,737,17,184
353144021,737,18,354
353144061,677,14,101
353144061,677,17,229
353144061,677,18,1272
353144061,682,14,430
353144061,682,17,68
353144061,682,18,42
353144061,688,17,41
353144061,688,18,30
353144061,691,14,410
353144061,691,17,891
353144061,691,18,124
353144061,698,17,108
353144061,698,18,133
353144061,703,14,27
353144061,703,17,846
353144061,703,18,82
353144061,704,14,178
353144061,704,17,293
353144061,705,14,32
353144061,705,17,455
353144061,707,17,282
353144061,708,14,67
353144061,708,17,181
353144061,708,18,110
353144061,709,17,74
353144061,715,14,14
353144061,715,17,92
353144061,718,14,57
353144061,718,17,67
353144061,735,14,30
353144061,735,17,71
353144061,736,17,313
353144061,736,18,984
353144061,737,14,40
353144061,737,17,253
353144061,737,18,377
353144071,677,14,158
353144071,677,17,279
353144071,677,18,1742
353144071,682,14,525
353144071,682,17,57
353144071,682,18,59
353144071,688,17,73
353144071,688,18,35
353144071,691,14,518
353144071,691,17,879
353144071,691,18,156
353144071,698,17,113
353144071,698,18,150
353144071,703,14,27
353144071,703,17,744
353144071,703,18,91
353144071,704,14,243
353144071,704,17,317
353144071,705,14,32
353144071,705,17,630
353144071,707,17,336
353144071,708,14,48
353144071,708,17,145
353144071,708,18,140
353144071,709,17,58
353144071,715,14,29
353144071,715,17,67
353144071,718,14,83
353144071,718,17,73
353144071,735,14,38
353144071,735,17,75
353144071,736,17,439
353144071,736,18,1412
353144071,737,14,78
353144071,737,17,316
353144071,737,18,463
353146001,677,14,66
353146001,677,17,168
353146001,677,18,890
353146001,682,14,270
353146001,682,17,53
353146001,682,18,21
353146001,688,17,16
353146001,688,18,13
353146001,691,14,294
353146001,691,17,561
353146001,691,18,46
353146001,698,17,76
353146001,698,18,39
353146001,703,17,306
353146001,703,18,18
353146001,704,14,133
353146001,704,17,100
353146001,705,14,26
353146001,705,17,190
353146001,707,17,90
353146001,708,14,18
353146001,708,17,89
353146001,708,18,108
353146001,709,17,78
353146001,715,14,16
353146001,715,17,24
353146001,735,14,34
353146001,735,17,39
353146001,736,17,224
353146001,736,18,953
353146001,737,14,40
353146001,737,17,188
353146001,737,18,176
353150001,677,14,816
353150001,677,17,952
353150001,677,18,5825
353150001,682,14,3098
353150001,682,17,264
353150001,682,18,122
353150001,688,17,198
353150001,688,18,153
353150001,691,14,2556
353150001,691,17,3835
353150001,691,18,507
353150001,698,17,420
353150001,698,18,426
353150001,703,14,92
353150001,703,17,3196
353150001,703,18,174
353150001,704,14,1330
353150001,704,17,1155
353150001,705,14,154
353150001,705,17,1992
353150001,707,17,1285
353150001,708,14,344
353150001,708,17,654
353150001,708,18,477
353150001,709,17,236
353150001,715,14,78
353150001,715,17,231
353150001,718,14,470
353150001,718,17,286
353150001,735,14,201
353150001,735,17,359
353150001,736,17,2099
353150001,736,18,4392
353150001,737,14,351
353150001,737,17,1453
353150001,737,18,1342
353152001,677,14,270
353152001,677,17,682
353152001,677,18,4108
353152001,682,14,1637
353152001,682,17,113
353152001,682,18,120
353152001,688,17,82
353152001,688,18,71
353152001,691,14,1251
353152001,691,17,2164
353152001,691,18,439
353152001,698,17,172
353152001,698,18,91
353152001,703,17,981
353152001,703,18,67
353152001,704,14,999
353152001,704,17,550
353152001,705,14,77
353152001,705,17,1187
353152001,707,17,472
353152001,708,14,100
353152001,708,17,220
353152001,708,18,312
353152001,709,17,179
353152001,715,14,69
353152001,715,17,161
353152001,735,14,144
353152001,735,17,264
353152001,736,17,1233
353152001,736,18,3390
353152001,737,14,228
353152001,737,17,783
353152001,737,18,625
353154091,677,14,9
353154091,677,17,33
353154091,677,18,285
353154091,682,14,45
353154091,682,17,3
353154091,682,18,7
353154091,688,17,7
353154091,688,18,4
353154091,691,14,22
353154091,691,17,175
353154091,691,18,29
353154091,698,17,7
353154091,698,18,12
353154091,703,17,66
353154091,703,18,12
353154091,704,14,16
353154091,704,17,29
353154091,705,14,4
353154091,705,17,94
353154091,707,17,24
353154091,708,14,5
353154091,708,17,35
353154091,708,18,24
353154091,709,17,8
353154091,715,14,5
353154091,715,17,32
353154091,735,14,4
353154091,735,17,9
353154091,736,17,42
353154091,736,18,185
353154091,737,14,13
353154091,737,17,27
353154091,737,18,47
353154121,677,14,45
353154121,677,17,166
353154121,677,18,1038
353154121,682,14,266
353154121,682,17,21
353154121,682,18,46
353154121,688,17,17
353154121,688,18,16
353154121,691,14,168
353154121,691,17,604
353154121,691,18,120
353154121,698,17,34
353154121,698,18,27
353154121,703,17,221
353154121,703,18,32
353154121,704,14,121
353154121,704,17,116
353154121,705,14,8
353154121,705,17,203
353154121,707,17,100
353154121,708,14,23
353154121,708,17,74
353154121,708,18,87
353154121,709,17,34
353154121,715,14,9
353154121,715,17,54
353154121,735,14,27
353154121,735,17,47
353154121,736,17,189
353154121,736,18,764
353154121,737,14,28
353154121,737,17,127
353154121,737,18,181
353156001,677,14,365
353156001,677,17,659
353156001,677,18,3517
353156001,682,14,1241
353156001,682,17,106
353156001,682,18,136
353156001,688,17,60
353156001,688,18,74
353156001,691,14,909
353156001,691,17,2413
353156001,691,18,534
353156001,698,17,216
353156001,698,18,254
353156001,703,14,37
353156001,703,17,1819
353156001,703,18,164
353156001,704,14,489
353156001,704,17,700
353156001,705,14,63
353156001,705,17,722
353156001,707,17,570
353156001,708,14,90
353156001,708,17,297
353156001,708,18,248
353156001,709,17,149
353156001,715,14,55
353156001,715,17,82
353156001,718,14,85
353156001,718,17,78
353156001,735,14,78
353156001,735,17,373
353156001,736,17,733
353156001,736,18,3360
353156001,737,14,133
353156001,737,17,801
353156001,737,18,903
353156061,677,14,99
353156061,677,17,173
353156061,677,18,626
353156061,682,14,224
353156061,682,17,61
353156061,682,18,20
353156061,688,17,16
353156061,688,18,21
353156061,691,14,165
353156061,691,17,770
353156061,691,18,121
353156061,698,17,55
353156061,698,18,86
353156061,703,14,8
353156061,703,17,552
353156061,703,18,51
353156061,704,14,60
353156061,704,17,229
353156061,705,14,4
353156061,705,17,195
353156061,707,17,166
353156061,708,14,21
353156061,708,17,121
353156061,708,18,55
353156061,709,17,25
353156061,715,14,2
353156061,715,17,29
353156061,718,14,15
353156061,718,17,39
353156061,735,14,12
353156061,735,17,64
353156061,736,17,214
353156061,736,18,697
353156061,737,14,30
353156061,737,17,202
353156061,737,18,204
353160001,677,14,36
353160001,677,17,61
353160001,677,18,832
353160001,682,14,201
353160001,682,17,74
353160001,691,14,254
353160001,691,17,75
353160001,691,18,59
353160001,703,17,68
353160001,704,17,46
353160001,705,14,41
353160001,705,17,357
353160001,707,17,32
353160001,708,18,14
353160001,709,17,23
353160001,715,14,42
353160001,715,17,34
353160001,736,17,216
353160001,736,18,356
353160001,737,17,15
353160001,737,18,80
353160021,677,14,24
353160021,677,17,23
353160021,677,18,558
353160021,682,14,78
353160021,682,17,22
353160021,691,14,70
353160021,691,17,65
353160021,691,18,39
353160021,703,17,41
353160021,704,17,34
353160021,705,14,6
353160021,705,17,202
353160021,707,17,27
353160021,708,18,7
353160021,709,17,12
353160021,715,14,5
353160021,715,17,28
353160021,736,17,105
353160021,736,18,198
353160021,737,17,7
353160021,737,18,53
353161001,677,14,686
353161001,677,17,705
353161001,677,18,4510
353161001,682,14,2167
353161001,682,17,162
353161001,682,18,118
353161001,688,17,134
353161001,688,18,84
353161001,691,14,2815
353161001,691,17,3636
353161001,691,18,582
353161001,698,17,260
353161001,698,18,300
353161001,703,14,201
353161001,703,17,2757
353161001,703,18,162
353161001,704,14,1535
353161001,704,17,1501
353161001,705,14,195
353161001,705,17,2441
353161001,707,17,1032
353161001,708,14,241
353161001,708,17,538
353161001,708,18,299
353161001,709,17,239
353161001,715,14,92
353161001,715,17,266
353161001,718,14,401
353161001,718,17,229
353161001,735,14,274
353161001,735,17,453
353161001,736,17,1174
353161001,736,18,3335
353161001,737,14,374
353161001,737,17,913
353161001,737,18,1185
353161041,677,14,275
353161041,677,17,369
353161041,677,18,2204
353161041,682,14,1400
353161041,682,17,82
353161041,682,18,67
353161041,688,17,101
353161041,688,18,48
353161041,691,14,1097
353161041,691,17,1868
353161041,691,18,319
353161041,698,17,194
353161041,698,18,169
353161041,703,14,71
353161041,703,17,1294
353161041,703,18,80
353161041,704,14,693
353161041,704,17,701
353161041,705,14,117
353161041,705,17,1240
353161041,707,17,539
353161041,708,14,162
353161041,708,17,345
353161041,708,18,157
353161041,709,17,82
353161041,715,14,83
353161041,715,17,213
353161041,718,14,248
353161041,718,17,125
353161041,735,14,128
353161041,735,17,267
353161041,736,17,747
353161041,736,18,1794
353161041,737,14,170
353161041,737,17,462
353161041,737,18,573
353161101,677,14,88
353161101,677,17,178
353161101,677,18,1457
353161101,682,14,393
353161101,682,17,22
353161101,682,18,57
353161101,688,17,34
353161101,688,18,28
353161101,691,14,224
353161101,691,17,952
353161101,691,18,142
353161101,698,17,106
353161101,698,18,157
353161101,703,14,19
353161101,703,17,588
353161101,703,18,88
353161101,704,14,138
353161101,704,17,296
353161101,705,14,13
353161101,705,17,556
353161101,707,17,204
353161101,708,14,47
353161101,708,17,208
353161101,708,18,133
353161101,709,17,49
353161101,715,14,4
353161101,715,17,104
353161101,718,14,60
353161101,718,17,70
353161101,735,14,23
353161101,735,17,56
353161101,736,17,332
353161101,736,18,1158
353161101,737,14,47
353161101,737,17,224
353161101,737,18,423
353161111,677,14,56
353161111,677,17,76
353161111,677,18,699
353161111,682,14,235
353161111,682,17,8
353161111,682,18,27
353161111,688,17,20
353161111,688,18,7
353161111,691,14,173
353161111,691,17,539
353161111,691,18,74
353161111,698,17,45
353161111,698,18,81
353161111,703,14,12
353161111,703,17,328
353161111,703,18,31
353161111,704,14,81
353161111,704,17,145
353161111,705,14,4
353161111,705,17,260
353161111,707,17,103
353161111,708,14,37
353161111,708,17,133
353161111,708,18,76
353161111,709,17,29
353161111,715,14,6
353161111,715,17,59
353161111,718,14,47
353161111,718,17,37
353161111,735,14,24
353161111,735,17,23
353161111,736,17,170
353161111,736,18,504
353161111,737,14,32
353161111,737,17,120
353161111,737,18,190
353161121,677,14,94
353161121,677,17,115
353161121,677,18,837
353161121,682,14,321
353161121,682,17,18
353161121,682,18,29
353161121,688,17,30
353161121,688,18,15
353161121,691,14,191
353161121,691,17,642
353161121,691,18,111
353161121,698,17,58
353161121,698,18,117
353161121,703,14,14
353161121,703,17,421
353161121,703,18,51
353161121,704,14,111
353161121,704,17,190
353161121,705,14,18
353161121,705,17,345
353161121,707,17,144
353161121,708,14,42
353161121,708,17,147
353161121,708,18,87
353161121,709,17,23
353161121,715,14,10
353161121,715,17,79
353161121,718,14,42
353161121,718,17,46
353161121,735,14,19
353161121,735,17,49
353161121,736,17,200
353161121,736,18,640
353161121,737,14,45
353161121,737,17,151
353161121,737,18,259
353161151,677,14,318
353161151,677,17,318
353161151,677,18,2046
353161151,682,14,926
353161151,682,17,74
353161151,682,18,54
353161151,688,17,67
353161151,688,18,47
353161151,691,14,707
353161151,691,17,1352
353161151,691,18,237
353161151,698,17,172
353161151,698,18,261
353161151,703,14,45
353161151,703,17,949
353161151,703,18,90
353161151,704,14,354
353161151,704,17,407
353161151,705,14,47
353161151,705,17,575
353161151,707,17,356
353161151,708,14,162
353161151,708,17,283
353161151,708,18,215
353161151,709,17,60
353161151,715,14,35
353161151,715,17,140
353161151,718,14,185
353161151,718,17,94
353161151,735,14,40
353161151,735,17,105
353161151,736,17,651
353161151,736,18,1588
353161151,737,14,124
353161151,737,17,431
353161151,737,18,488
353162001,677,14,35
353162001,677,17,314
353162001,677,18,2017
353162001,682,14,399
353162001,682,17,30
353162001,682,18,58
353162001,688,17,31
353162001,688,18,28
353162001,691,14,255
353162001,691,17,913
353162001,691,18,150
353162001,698,17,54
353162001,698,18,26
353162001,703,17,322
353162001,703,18,44
353162001,704,14,147
353162001,704,17,159
353162001,705,14,13
353162001,705,17,345
353162001,707,17,123
353162001,708,14,26
353162001,708,17,105
353162001,708,18,161
353162001,709,17,34
353162001,715,14,28
353162001,715,17,108
353162001,735,14,39
353162001,735,17,58
353162001,736,17,344
353162001,736,18,1244
353162001,737,14,37
353162001,737,17,199
353162001,737,18,326
353162021,677,14,16
353162021,677,17,117
353162021,677,18,1087
353162021,682,14,182
353162021,682,17,13
353162021,682,18,34
353162021,688,17,23
353162021,688,18,10
353162021,691,14,113
353162021,691,17,553
353162021,691,18,95
353162021,698,17,21
353162021,698,18,24
353162021,703,17,234
353162021,703,18,20
353162021,704,14,67
353162021,704,17,112
353162021,705,14,5
353162021,705,17,229
353162021,707,17,97
353162021,708,14,11
353162021,708,17,68
353162021,708,18,99
353162021,709,17,29
353162021,715,14,10
353162021,715,17,78
353162021,735,14,17
353162021,735,17,27
353162021,736,17,145
353162021,736,18,630
353162021,737,14,17
353162021,737,17,69
353162021,737,18,144
353170011,700,14,22
353170011,700,17,261
353170011,664,14,1128
353170011,664,17,3599
353170011,664,18,334
353170011,672,14,240
353170011,678,14,405
353170011,678,17,161
353170011,680,14,159
353170011,680,17,94
353170011,681,14,154
353170011,681,17,308
353170011,681,18,375
353170011,684,17,991
353170011,684,18,2484
353170011,686,14,1636
353170011,686,17,121
353170011,686,18,4456
353170011,687,14,106
353170011,687,17,417
353170011,687,18,75
353170011,693,17,129
353170011,693,18,206
353170011,694,14,481
353170011,694,17,1812
353170011,713,14,35
353170011,713,17,430
353170011,731,17,123
353170011,731,18,88
353170011,733,17,1076
353170021,700,14,22
353170021,700,17,568
353170021,664,14,1321
353170021,664,17,4657
353170021,664,18,431
353170021,672,14,315
353170021,678,14,466
353170021,678,17,235
353170021,680,14,205
353170021,680,17,207
353170021,681,14,201
353170021,681,17,460
353170021,681,18,775
353170021,684,17,1071
353170021,684,18,3132
353170021,686,14,1853
353170021,686,17,146
353170021,686,18,6309
353170021,687,14,126
353170021,687,17,444
353170021,687,18,66
353170021,693,17,223
353170021,693,18,253
353170021,694,14,528
353170021,694,17,2165
353170021,713,14,59
353170021,713,17,639
353170021,731,17,139
353170021,731,18,150
353170021,733,17,1538
353170031,700,14,17
353170031,700,17,222
353170031,664,14,426
353170031,664,17,302
353170031,664,18,53
353170031,672,14,166
353170031,678,14,60
353170031,678,17,61
353170031,680,14,28
353170031,680,17,28
353170031,681,14,88
353170031,681,17,116
353170031,681,18,236
353170031,684,17,339
353170031,684,18,413
353170031,686,14,643
353170031,686,18,2161
353170031,687,14,18
353170031,693,17,15
353170031,693,18,17
353170031,694,14,201
353170031,694,17,509
353170031,713,14,15
353170031,713,17,407
353170031,731,17,19
353170031,733,17,380
353170041,700,14,20
353170041,700,17,335
353170041,664,14,982
353170041,664,17,2551
353170041,664,18,220
353170041,672,14,226
353170041,678,14,332
353170041,678,17,85
353170041,680,14,94
353170041,680,17,109
353170041,681,14,195
353170041,681,17,251
353170041,681,18,440
353170041,684,17,972
353170041,684,18,2322
353170041,686,14,1814
353170041,686,17,111
353170041,686,18,4528
353170041,687,14,78
353170041,687,17,227
353170041,687,18,59
353170041,693,17,106
353170041,693,18,128
353170041,694,14,270
353170041,694,17,1444
353170041,713,14,49
353170041,713,17,605
353170041,731,17,67
353170041,731,18,56
353170041,733,17,1007
353170051,700,14,16
353170051,700,17,164
353170051,664,14,381
353170051,664,17,194
353170051,664,18,50
353170051,672,14,148
353170051,678,14,58
353170051,678,17,39
353170051,680,14,18
353170051,680,17,8
353170051,681,14,50
353170051,681,17,78
353170051,681,18,162
353170051,684,17,241
353170051,684,18,396
353170051,686,14,498
353170051,686,18,1725
353170051,687,14,13
353170051,693,17,23
353170051,693,18,13
353170051,694,14,210
353170051,694,17,500
353170051,713,14,18
353170051,713,17,242
353170051,731,17,1
353170051,733,17,367
353170081,664,14,0
353170081,664,17,868
353170081,664,18,66
353170081,672,14,0
353170081,678,14,0
353170081,678,17,16
353170081,680,14,0
353170081,680,17,25
353170081,681,14,0
353170081,681,17,55
353170081,681,18,10
353170081,684,17,126
353170081,684,18,551
353170081,686,14,0
353170081,686,17,31
353170081,686,18,629
353170081,687,14,0
353170081,687,17,112
353170081,687,18,15
353170081,693,17,40
353170081,693,18,60
353170081,694,14,0
353170081,694,17,287
353170081,713,14,0
353170081,713,17,9
353170081,731,17,22
353170081,731,18,28
353170081,733,17,200
353173001,677,14,752
353173001,677,17,1031
353173001,677,18,5602
353173001,682,14,2511
353173001,682,17,191
353173001,682,18,136
353173001,688,17,140
353173001,688,18,97
353173001,691,14,2601
353173001,691,17,3338
353173001,691,18,549
353173001,698,17,430
353173001,698,18,528
353173001,703,14,96
353173001,703,17,2707
353173001,703,18,197
353173001,704,14,1132
353173001,704,17,1121
353173001,705,14,121
353173001,705,17,1281
353173001,707,17,960
