PERIOD,PGM_GRP_ID_S,TGT_SELL_THRUT_RAT,MIN_SELL_THRU_RAT,MAX_SELL_THRU_RAT
2,71020,0.795,0.150,0.010
3,71020,0.865,0.150,0.010
4,71020,0.865,0.100,0.010
99,71020,0.990,0.010,0.010
2,71021,0.695,0.150,0.010
3,71021,0.768,0.150,0.010
4,71021,0.768,0.100,0.010
99,71021,0.990,0.010,0.010
2,71023,0.696,0.150,0.010
3,71023,0.696,0.150,0.010
99,71023,0.990,0.010,0.010
2,71025,0.453,0.150,0.010
3,71025,0.439,0.150,0.010
4,71025,0.597,0.102,0.010
99,71025,0.990,0.010,0.010
2,71026,0.748,0.150,0.010
3,71026,0.764,0.150,0.010
4,71026,0.816,0.100,0.010
99,71026,0.990,0.010,0.010
2,71030,0.543,0.150,0.010
3,71030,0.527,0.150,0.010
4,71030,0.652,0.100,0.010
99,71030,0.990,0.010,0.010
2,71033,0.489,0.150,0.010
99,71033,0.990,0.010,0.010
2,71035,0.794,0.150,0.010
3,71035,0.892,0.150,0.010
4,71035,0.892,0.100,0.010
99,71035,0.990,0.010,0.010
2,71036,0.612,0.150,0.010
99,71036,0.990,0.010,0.010
2,71037,0.289,0.150,0.010
3,71037,0.290,0.150,0.010
4,71037,0.313,0.100,0.010
99,71037,0.990,0.010,0.010
2,71041,0.896,0.150,0.010
3,71041,0.896,0.150,0.010
99,71041,0.990,0.010,0.010
2,71042,0.348,0.150,0.010
3,71042,0.377,0.150,0.010
4,71042,0.257,0.100,0.010
99,71042,0.990,0.010,0.010
2,71043,0.736,0.150,0.010
99,71043,0.990,0.010,0.010
2,71045,0.586,0.150,0.010
3,71045,0.632,0.150,0.010
4,71045,0.680,0.100,0.010
99,71045,0.990,0.010,0.010
2,71048,0.569,0.150,0.010
3,71048,0.606,0.150,0.010
4,71048,0.660,0.100,0.010
99,71048,0.990,0.010,0.010
2,71049,0.554,0.150,0.010
99,71049,0.990,0.010,0.010
2,71051,0.886,0.150,0.010
3,71051,0.901,0.150,0.010
4,71051,0.901,0.100,0.010
99,71051,0.990,0.010,0.010
2,71052,0.686,0.150,0.010
3,71052,0.705,0.150,0.010
4,71052,0.844,0.100,0.010
99,71052,0.990,0.010,0.010
2,71054,0.756,0.150,0.010
99,71054,0.990,0.010,0.010
2,71059,0.715,0.150,0.010
3,71059,0.781,0.150,0.010
4,71059,0.781,0.100,0.010
99,71059,0.990,0.010,0.010
2,71060,0.753,0.150,0.010
99,71060,0.990,0.010,0.010
2,71062,0.669,0.150,0.010
3,71062,0.706,0.150,0.010
4,71062,0.761,0.100,0.010
99,71062,0.990,0.010,0.010
2,71065,0.778,0.150,0.010
99,71065,0.990,0.010,0.010
2,71066,0.473,0.150,0.010
3,71066,0.536,0.150,0.010
4,71066,0.609,0.100,0.010
99,71066,0.990,0.010,0.010
2,71067,0.637,0.150,0.010
3,71067,0.700,0.150,0.010
4,71067,0.893,0.100,0.010
2,71070,0.624,0.150,0.010
99,71070,0.990,0.010,0.010
2,71072,0.640,0.150,0.010
3,71072,0.667,0.150,0.010
4,71072,0.926,0.100,0.010
99,71072,0.990,0.010,0.010
2,71073,0.631,0.150,0.010
3,71073,0.609,0.150,0.010
4,71073,0.709,0.100,0.010
99,71073,0.990,0.010,0.010
2,71075,0.771,0.150,0.010
99,71075,0.990,0.010,0.010
2,71076,0.726,0.150,0.010
99,71076,0.990,0.010,0.010
2,71077,0.273,0.150,0.010
3,71077,0.290,0.150,0.010
4,71077,0.727,0.100,0.010
2,71079,0.771,0.150,0.010
99,71079,0.990,0.010,0.010
2,71080,0.936,0.150,0.010
99,71080,0.990,0.010,0.010
2,71084,0.569,0.150,0.010
99,71084,0.990,0.010,0.010
2,71087,0.452,0.150,0.010
3,71087,0.507,0.150,0.010
4,71087,0.558,0.100,0.010
99,71087,0.990,0.010,0.010
2,71090,0.608,0.150,0.010
3,71090,0.683,0.150,0.010
4,71090,0.757,0.100,0.010
99,71090,0.990,0.010,0.010
2,71091,0.725,0.150,0.010
3,71091,0.725,0.150,0.010
99,71091,0.990,0.010,0.010
2,71095,0.788,0.150,0.010
3,71095,0.788,0.150,0.010
99,71095,0.990,0.010,0.010
2,71099,0.597,0.150,0.010
3,71099,0.646,0.150,0.010
4,71099,0.699,0.100,0.010
99,71099,0.990,0.010,0.010
2,71100,0.596,0.251,0.010
3,71100,0.662,0.249,0.010
4,71100,0.733,0.242,0.010
99,71100,0.990,0.010,0.010
2,71101,0.585,0.150,0.010
3,71101,0.619,0.150,0.010
4,71101,0.657,0.100,0.010
99,71101,0.990,0.010,0.010
2,71102,0.559,0.150,0.010
3,71102,0.592,0.150,0.010
4,71102,0.627,0.100,0.010
99,71102,0.990,0.010,0.010
2,71104,0.585,0.150,0.010
3,71104,0.635,0.150,0.010
4,71104,0.635,0.100,0.010
99,71104,0.990,0.010,0.010
2,71109,0.537,0.150,0.010
99,71109,0.990,0.010,0.010
2,71110,0.601,0.150,0.010
99,71110,0.990,0.010,0.010
2,71112,0.750,0.150,0.010
3,71112,0.771,0.150,0.010
4,71112,0.848,0.100,0.010
99,71112,0.990,0.010,0.010
2,71114,0.563,0.150,0.010
3,71114,0.712,0.150,0.010
4,71114,0.882,0.100,0.010
99,71114,0.990,0.010,0.010
2,71120,0.484,0.150,0.010
3,71120,0.526,0.150,0.010
4,71120,0.575,0.100,0.010
99,71120,0.990,0.010,0.010
2,71123,0.894,0.150,0.010
99,71123,0.990,0.010,0.010
2,71124,0.678,0.150,0.010
99,71124,0.990,0.010,0.010
2,71129,0.824,0.150,0.010
3,71129,0.854,0.150,0.010
4,71129,0.883,0.100,0.010
99,71129,0.990,0.010,0.010
2,71130,0.622,0.150,0.010
3,71130,0.678,0.150,0.010
4,71130,0.755,0.100,0.010
99,71130,0.990,0.010,0.010
2,71132,0.411,0.150,0.010
3,71132,0.471,0.150,0.010
4,71132,0.856,0.100,0.010
99,71132,0.990,0.010,0.010
2,71133,0.426,0.150,0.010
3,71133,0.471,0.150,0.010
4,71133,0.848,0.100,0.010
99,71133,0.990,0.010,0.010
2,71135,0.661,0.150,0.010
3,71135,0.745,0.150,0.010
4,71135,0.852,0.100,0.010
99,71135,0.990,0.010,0.010
2,71137,0.867,0.150,0.010
3,71137,0.867,0.150,0.010
99,71137,0.990,0.010,0.010
2,71142,0.500,0.150,0.010
3,71142,0.542,0.150,0.010
4,71142,0.603,0.100,0.010
99,71142,0.990,0.010,0.010
2,71145,0.752,0.319,0.010
3,71145,0.848,0.190,0.010
4,71145,0.907,0.197,0.010
99,71145,0.990,0.010,0.010
2,71148,0.585,0.150,0.010
3,71148,0.635,0.150,0.010
4,71148,0.715,0.100,0.010
99,71148,0.990,0.010,0.010
2,71151,0.511,0.150,0.010
3,71151,0.523,0.150,0.010
4,71151,0.661,0.100,0.010
99,71151,0.990,0.010,0.010
2,71153,0.740,0.150,0.010
99,71153,0.990,0.010,0.010
2,71154,0.633,0.150,0.010
3,71154,0.663,0.150,0.010
4,71154,0.810,0.100,0.010
99,71154,0.990,0.010,0.010
2,71157,0.512,0.150,0.010
3,71157,0.560,0.150,0.010
4,71157,0.840,0.100,0.010
99,71157,0.990,0.010,0.010
2,71158,0.634,0.150,0.010
3,71158,0.682,0.150,0.010
4,71158,0.929,0.100,0.010
99,71158,0.990,0.010,0.010
2,71159,0.859,0.150,0.010
99,71159,0.990,0.010,0.010
2,71160,0.867,0.150,0.010
99,71160,0.990,0.010,0.010
2,71163,0.840,0.150,0.010
3,71163,0.840,0.150,0.010
99,71163,0.990,0.010,0.010
2,71164,0.603,0.150,0.010
3,71164,0.648,0.150,0.010
4,71164,0.864,0.100,0.010
99,71164,0.990,0.010,0.010
2,71170,0.805,0.150,0.010
3,71170,0.809,0.150,0.010
4,71170,0.872,0.100,0.010
2,71173,0.575,0.150,0.010
3,71173,0.745,0.150,0.010
4,71173,0.892,0.100,0.010
99,71173,0.990,0.010,0.010
2,71174,0.433,0.150,0.010
3,71174,0.650,0.185,0.010
4,71174,0.730,0.201,0.010
99,71174,0.990,0.010,0.010
2,71183,0.808,0.166,0.010
3,71183,0.846,0.154,0.010
4,71183,0.942,0.148,0.010
99,71183,0.990,0.010,0.010
2,71184,0.799,0.150,0.010
3,71184,0.813,0.150,0.010
4,71184,0.859,0.100,0.010
2,71188,0.638,0.285,0.010
3,71188,0.643,0.334,0.010
4,71188,0.803,0.498,0.010
99,71188,0.990,0.010,0.010
2,71191,0.758,0.150,0.010
99,71191,0.990,0.010,0.010
2,71194,0.782,0.557,0.010
3,71194,0.825,0.269,0.010
4,71194,0.858,0.724,0.010
99,71194,0.990,0.010,0.010
2,71196,0.914,0.150,0.010
99,71196,0.990,0.010,0.010
2,71197,0.767,0.595,0.010
3,71197,0.866,0.188,0.010
4,71197,0.935,0.172,0.010
99,71197,0.990,0.010,0.010
2,71202,0.765,0.150,0.010
3,71202,0.799,0.175,0.010
4,71202,0.877,0.253,0.010
99,71202,0.990,0.010,0.010
2,71203,0.877,0.222,0.010
3,71203,0.894,0.239,0.010
4,71203,0.841,0.358,0.010
99,71203,0.990,0.010,0.010
2,71204,0.843,0.150,0.010
3,71204,0.778,0.150,0.010
4,71204,0.907,0.100,0.010
99,71204,0.990,0.010,0.010
2,71205,0.838,0.150,0.010
3,71205,0.914,0.150,0.010
4,71205,0.980,0.100,0.010
99,71205,0.990,0.010,0.010
2,71208,0.842,0.150,0.010
3,71208,0.882,0.150,0.010
4,71208,0.944,0.100,0.010
99,71208,0.990,0.010,0.010
2,71209,0.736,0.150,0.010
3,71209,0.781,0.150,0.010
4,71209,0.866,0.100,0.010
99,71209,0.990,0.010,0.010
2,71210,0.932,0.150,0.010
99,71210,0.990,0.010,0.010
2,71212,0.851,0.696,0.010
3,71212,0.924,0.311,0.010
4,71212,0.926,0.728,0.010
99,71212,0.990,0.010,0.010
2,71213,0.803,0.651,0.010
99,71213,0.990,0.010,0.010
2,71214,0.910,0.150,0.010
3,71214,0.949,0.150,0.010
4,71214,0.986,0.100,0.010
99,71214,0.990,0.010,0.010
2,71215,0.832,0.236,0.010
3,71215,0.889,0.293,0.010
4,71215,0.826,0.630,0.010
99,71215,0.990,0.010,0.010
2,71216,0.722,0.594,0.010
3,71216,0.684,0.150,0.010
4,71216,0.573,0.177,0.010
99,71216,0.990,0.010,0.010
2,71217,0.805,0.650,0.010
3,71217,0.840,0.352,0.010
4,71217,0.666,0.525,0.010
99,71217,0.990,0.010,0.010
2,71218,0.801,0.649,0.010
3,71218,0.854,0.229,0.010
4,71218,0.885,0.739,0.010
99,71218,0.990,0.010,0.010
2,71219,0.799,0.210,0.010
3,71219,0.831,0.282,0.010
4,71219,0.850,0.688,0.010
99,71219,0.990,0.010,0.010
2,71223,0.666,0.180,0.010
3,71223,0.533,0.150,0.010
4,71223,0.926,0.100,0.010
99,71223,0.990,0.010,0.010
2,71224,0.858,0.150,0.010
3,71224,0.906,0.150,0.010
4,71224,0.906,0.100,0.010
99,71224,0.990,0.010,0.010
2,71225,0.759,0.150,0.010
3,71225,0.803,0.150,0.010
4,71225,0.803,0.100,0.010
99,71225,0.990,0.010,0.010
2,71227,0.638,0.150,0.010
3,71227,0.645,0.150,0.010
4,71227,0.763,0.100,0.010
99,71227,0.990,0.010,0.010
2,71229,0.919,0.150,0.010
3,71229,0.919,0.150,0.010
99,71229,0.990,0.010,0.010
2,71230,0.559,0.150,0.010
3,71230,0.628,0.150,0.010
4,71230,0.808,0.100,0.010
99,71230,0.990,0.010,0.010
2,71231,0.361,0.150,0.010
3,71231,0.411,0.150,0.010
4,71231,0.626,0.100,0.010
99,71231,0.990,0.010,0.010
2,71232,0.732,0.150,0.010
3,71232,0.809,0.150,0.010
4,71232,0.809,0.100,0.010
99,71232,0.990,0.010,0.010
2,71233,0.583,0.150,0.010
3,71233,0.634,0.150,0.010
4,71233,0.686,0.100,0.010
99,71233,0.990,0.010,0.010
2,71234,0.742,0.150,0.010
3,71234,0.796,0.150,0.010
4,71234,0.862,0.100,0.010
99,71234,0.990,0.010,0.010
2,71236,0.670,0.150,0.010
3,71236,0.721,0.150,0.010
4,71236,0.789,0.100,0.010
99,71236,0.990,0.010,0.010
2,71237,0.629,0.150,0.010
3,71237,0.714,0.150,0.010
4,71237,0.798,0.100,0.010
99,71237,0.990,0.010,0.010
2,71241,0.671,0.150,0.010
3,71241,0.714,0.150,0.010
4,71241,0.714,0.100,0.010
99,71241,0.990,0.010,0.010
2,71242,0.720,0.150,0.010
3,71242,0.780,0.150,0.010
4,71242,0.780,0.100,0.010
99,71242,0.990,0.010,0.010
2,71244,0.666,0.150,0.010
3,71244,0.711,0.150,0.010
4,71244,0.746,0.100,0.010
99,71244,0.990,0.010,0.010
2,71245,0.840,0.150,0.010
99,71245,0.990,0.010,0.010
2,71247,0.617,0.150,0.010
3,71247,0.677,0.150,0.010
4,71247,0.736,0.100,0.010
99,71247,0.990,0.010,0.010
2,71248,0.688,0.150,0.010
3,71248,0.763,0.150,0.010
4,71248,0.826,0.100,0.010
99,71248,0.990,0.010,0.010
2,71253,0.708,0.150,0.010
3,71253,0.769,0.150,0.010
4,71253,0.953,0.100,0.010
99,71253,0.990,0.010,0.010
2,71255,0.501,0.150,0.010
3,71255,0.546,0.150,0.010
4,71255,0.593,0.100,0.010
99,71255,0.990,0.010,0.010
2,71256,0.762,0.150,0.010
3,71256,0.827,0.150,0.010
4,71256,0.827,0.100,0.010
99,71256,0.990,0.010,0.010
2,71257,0.560,0.150,0.010
3,71257,0.635,0.150,0.010
4,71257,0.711,0.100,0.010
99,71257,0.990,0.010,0.010
2,71258,0.722,0.150,0.010
3,71258,0.777,0.150,0.010
4,71258,0.777,0.100,0.010
99,71258,0.990,0.010,0.010
2,71259,0.440,0.150,0.010
3,71259,0.510,0.150,0.010
4,71259,0.726,0.100,0.010
99,71259,0.990,0.010,0.010
2,71260,0.531,0.150,0.010
3,71260,0.604,0.150,0.010
4,71260,0.709,0.100,0.010
99,71260,0.990,0.010,0.010
2,71261,0.799,0.150,0.010
3,71261,0.886,0.150,0.010
4,71261,0.969,0.100,0.010
99,71261,0.990,0.010,0.010
2,71264,0.540,0.150,0.010
3,71264,0.609,0.150,0.010
4,71264,0.681,0.100,0.010
99,71264,0.990,0.010,0.010
2,71267,0.496,0.150,0.010
3,71267,0.557,0.150,0.010
4,71267,0.612,0.100,0.010
99,71267,0.990,0.010,0.010
2,71268,0.501,0.150,0.010
3,71268,0.547,0.150,0.010
4,71268,0.786,0.100,0.010
99,71268,0.990,0.010,0.010
2,71269,0.533,0.150,0.010
3,71269,0.510,0.150,0.010
4,71269,0.719,0.100,0.010
99,71269,0.990,0.010,0.010
2,71270,0.496,0.150,0.010
3,71270,0.558,0.150,0.010
4,71270,0.625,0.100,0.010
99,71270,0.990,0.010,0.010
2,71271,0.600,0.150,0.010
3,71271,0.681,0.150,0.010
4,71271,0.761,0.100,0.010
99,71271,0.990,0.010,0.010
2,71272,0.437,0.150,0.010
3,71272,0.496,0.150,0.010
4,71272,0.933,0.100,0.010
99,71272,0.990,0.010,0.010
2,71273,0.579,0.150,0.010
3,71273,0.612,0.150,0.010
4,71273,0.925,0.100,0.010
99,71273,0.990,0.010,0.010
2,71274,0.729,0.150,0.010
3,71274,0.797,0.150,0.010
4,71274,0.797,0.100,0.010
99,71274,0.990,0.010,0.010
2,71276,0.709,0.150,0.010
99,71276,0.990,0.010,0.010
2,71279,0.560,0.150,0.010
3,71279,0.635,0.150,0.010
4,71279,0.713,0.100,0.010
99,71279,0.990,0.010,0.010
2,71280,0.819,0.150,0.010
99,71280,0.990,0.010,0.010
2,71283,0.562,0.150,0.010
3,71283,0.604,0.150,0.010
4,71283,0.661,0.100,0.010
99,71283,0.990,0.010,0.010
2,71284,0.774,0.150,0.010
3,71284,0.850,0.150,0.010
4,71284,0.991,0.100,0.010
99,71284,0.990,0.010,0.010
2,71285,0.844,0.150,0.010
99,71285,0.990,0.010,0.010
2,71286,0.433,0.150,0.010
3,71286,0.512,0.150,0.010
4,71286,0.583,0.100,0.010
99,71286,0.990,0.010,0.010
2,71290,0.464,0.150,0.010
3,71290,0.549,0.150,0.010
4,71290,0.623,0.100,0.010
99,71290,0.990,0.010,0.010
2,71292,0.501,0.150,0.010
3,71292,0.547,0.150,0.010
4,71292,0.784,0.100,0.010
99,71292,0.990,0.010,0.010
2,71293,0.466,0.150,0.010
3,71293,0.516,0.150,0.010
4,71293,0.573,0.100,0.010
99,71293,0.990,0.010,0.010
2,71294,0.740,0.150,0.010
3,71294,0.792,0.150,0.010
4,71294,0.792,0.100,0.010
99,71294,0.990,0.010,0.010
2,71295,0.620,0.150,0.010
3,71295,0.691,0.150,0.010
4,71295,0.763,0.100,0.010
99,71295,0.990,0.010,0.010
2,71296,0.666,0.150,0.010
99,71296,0.990,0.010,0.010
2,71297,0.525,0.150,0.010
3,71297,0.590,0.150,0.010
4,71297,0.649,0.100,0.010
99,71297,0.990,0.010,0.010
2,71298,0.414,0.150,0.010
3,71298,0.460,0.150,0.010
4,71298,0.510,0.100,0.010
99,71298,0.990,0.010,0.010
2,71300,0.732,0.150,0.010
3,71300,0.815,0.150,0.010
4,71300,0.815,0.100,0.010
99,71300,0.990,0.010,0.010
2,71304,0.706,0.150,0.010
3,71304,0.770,0.150,0.010
4,71304,0.770,0.103,0.010
99,71304,0.990,0.010,0.010
2,71306,0.483,0.150,0.010
3,71306,0.524,0.150,0.010
4,71306,0.567,0.100,0.010
99,71306,0.990,0.010,0.010
2,71307,0.428,0.150,0.010
3,71307,0.475,0.150,0.010
4,71307,0.852,0.100,0.010
99,71307,0.990,0.010,0.010
2,71308,0.862,0.150,0.010
99,71308,0.990,0.010,0.010
2,71310,0.518,0.150,0.010
3,71310,0.586,0.150,0.010
4,71310,0.724,0.100,0.010
99,71310,0.990,0.010,0.010
2,71313,0.481,0.150,0.010
3,71313,0.548,0.150,0.010
4,71313,0.616,0.100,0.010
99,71313,0.990,0.010,0.010
2,71316,0.690,0.150,0.010
3,71316,0.740,0.150,0.010
4,71316,0.740,0.100,0.010
99,71316,0.990,0.010,0.010
2,71317,0.622,0.150,0.010
3,71317,0.664,0.150,0.010
4,71317,0.711,0.100,0.010
99,71317,0.990,0.010,0.010
2,71320,0.569,0.150,0.010
3,71320,0.639,0.150,0.010
4,71320,0.699,0.100,0.010
99,71320,0.990,0.010,0.010
2,71324,0.224,0.150,0.010
3,71324,0.250,0.150,0.010
4,71324,0.250,0.100,0.010
99,71324,0.990,0.010,0.010
2,71325,0.548,0.150,0.010
3,71325,0.619,0.150,0.010
4,71325,0.694,0.100,0.010
99,71325,0.990,0.010,0.010
2,71329,0.518,0.150,0.010
3,71329,0.579,0.150,0.010
4,71329,0.643,0.100,0.010
99,71329,0.990,0.010,0.010
2,71330,0.674,0.150,0.010
3,71330,0.739,0.150,0.010
4,71330,0.836,0.103,0.010
99,71330,0.990,0.010,0.010
2,71331,0.679,0.150,0.010
3,71331,0.738,0.150,0.010
4,71331,0.796,0.100,0.010
99,71331,0.990,0.010,0.010
2,71332,0.655,0.150,0.010
3,71332,0.699,0.150,0.010
4,71332,0.739,0.100,0.010
99,71332,0.990,0.010,0.010
2,71333,0.501,0.150,0.010
3,71333,0.554,0.150,0.010
4,71333,0.854,0.100,0.010
99,71333,0.990,0.010,0.010
2,71334,0.617,0.150,0.010
99,71334,0.990,0.010,0.010
2,71340,0.632,0.150,0.010
3,71340,0.699,0.150,0.010
4,71340,0.765,0.100,0.010
99,71340,0.990,0.010,0.010
2,71341,0.545,0.150,0.010
3,71341,0.599,0.150,0.010
4,71341,0.655,0.100,0.010
99,71341,0.990,0.010,0.010
2,71342,0.500,0.150,0.010
3,71342,0.563,0.150,0.010
4,71342,0.629,0.100,0.010
99,71342,0.990,0.010,0.010
2,71346,0.670,0.150,0.010
3,71346,0.721,0.150,0.010
4,71346,0.789,0.100,0.010
99,71346,0.990,0.010,0.010
2,71347,0.655,0.150,0.010
3,71347,0.650,0.150,0.010
4,71347,0.827,0.100,0.010
99,71347,0.990,0.010,0.010
2,71348,0.685,0.150,0.010
3,71348,0.769,0.150,0.010
4,71348,0.769,0.100,0.010
99,71348,0.990,0.010,0.010
2,71349,0.671,0.150,0.010
99,71349,0.990,0.010,0.010
2,71351,0.667,0.239,0.010
3,71351,0.740,0.304,0.010
4,71351,0.958,0.372,0.010
99,71351,0.990,0.010,0.010
2,71353,0.738,0.150,0.010
3,71353,0.798,0.150,0.010
4,71353,0.798,0.100,0.010
99,71353,0.990,0.010,0.010
2,71357,0.480,0.150,0.010
3,71357,0.722,0.150,0.010
4,71357,0.722,0.100,0.010
99,71357,0.990,0.010,0.010
2,71358,0.838,0.150,0.010
99,71358,0.990,0.010,0.010
2,71361,0.496,0.150,0.010
3,71361,0.549,0.150,0.010
4,71361,0.609,0.100,0.010
99,71361,0.990,0.010,0.010
2,71363,0.781,0.150,0.010
3,71363,0.843,0.150,0.010
4,71363,0.843,0.100,0.010
99,71363,0.990,0.010,0.010
2,71367,0.732,0.150,0.010
3,71367,0.732,0.150,0.010
99,71367,0.990,0.010,0.010
2,71368,0.724,0.150,0.010
3,71368,0.801,0.150,0.010
4,71368,0.801,0.100,0.010
99,71368,0.990,0.010,0.010
2,71369,0.448,0.150,0.010
3,71369,0.536,0.150,0.010
4,71369,0.616,0.100,0.010
99,71369,0.990,0.010,0.010
2,71370,0.552,0.150,0.010
3,71370,0.626,0.150,0.010
4,71370,0.703,0.100,0.010
99,71370,0.990,0.010,0.010
2,71373,0.834,0.150,0.010
99,71373,0.990,0.010,0.010
2,71375,0.546,0.150,0.010
99,71375,0.990,0.010,0.010
2,71378,0.601,0.150,0.010
99,71378,0.990,0.010,0.010
2,71379,0.563,0.150,0.010
3,71379,0.624,0.150,0.010
4,71379,0.685,0.100,0.010
99,71379,0.990,0.010,0.010
2,71380,0.446,0.150,0.010
3,71380,0.528,0.150,0.010
4,71380,0.601,0.100,0.010
99,71380,0.990,0.010,0.010
2,71383,0.638,0.150,0.010
3,71383,0.694,0.150,0.010
4,71383,0.808,0.100,0.010
99,71383,0.990,0.010,0.010
2,71384,0.539,0.150,0.010
3,71384,0.642,0.150,0.010
4,71384,0.735,0.100,0.010
99,71384,0.990,0.010,0.010
2,71387,0.478,0.150,0.010
3,71387,0.541,0.150,0.010
4,71387,0.608,0.100,0.010
99,71387,0.990,0.010,0.010
2,71390,0.452,0.150,0.010
3,71390,0.507,0.150,0.010
4,71390,0.558,0.100,0.010
99,71390,0.990,0.010,0.010
2,71392,0.661,0.150,0.010
3,71392,0.704,0.150,0.010
4,71392,0.765,0.100,0.010
99,71392,0.990,0.010,0.010
2,71394,0.720,0.150,0.010
99,71394,0.990,0.010,0.010
2,71395,0.147,0.150,0.010
3,71395,0.611,0.150,0.010
4,71395,0.809,0.100,0.010
99,71395,0.990,0.010,0.010
2,71397,0.493,0.150,0.010
3,71397,0.522,0.150,0.010
4,71397,0.708,0.100,0.010
99,71397,0.990,0.010,0.010
2,71399,0.735,0.150,0.010
3,71399,0.794,0.150,0.010
4,71399,0.794,0.100,0.010
99,71399,0.990,0.010,0.010
2,71400,0.490,0.150,0.010
3,71400,0.543,0.150,0.010
4,71400,0.602,0.100,0.010
99,71400,0.990,0.010,0.010
2,71401,0.508,0.150,0.010
3,71401,0.547,0.150,0.010
4,71401,0.681,0.100,0.010
99,71401,0.990,0.010,0.010
2,71402,0.576,0.150,0.010
3,71402,0.653,0.150,0.010
4,71402,0.732,0.100,0.010
99,71402,0.990,0.010,0.010
2,71403,0.375,0.150,0.010
3,71403,0.443,0.150,0.010
4,71403,0.506,0.100,0.010
99,71403,0.990,0.010,0.010
2,71406,0.722,0.150,0.010
3,71406,0.794,0.150,0.010
4,71406,0.794,0.100,0.010
99,71406,0.990,0.010,0.010
2,71407,0.720,0.150,0.010
3,71407,0.771,0.150,0.010
4,71407,0.771,0.100,0.010
99,71407,0.990,0.010,0.010
2,71408,0.750,0.150,0.010
3,71408,0.828,0.150,0.010
4,71408,0.828,0.100,0.010
99,71408,0.990,0.010,0.010
2,71410,0.501,0.150,0.010
3,71410,0.592,0.150,0.010
4,71410,0.670,0.100,0.010
99,71410,0.990,0.010,0.010
2,71413,0.864,0.150,0.010
2,71416,0.750,0.316,0.010
3,71416,0.761,0.297,0.010
4,71416,0.826,0.330,0.010
99,71416,0.990,0.010,0.010
2,71417,0.592,0.150,0.010
3,71417,0.581,0.150,0.010
4,71417,0.673,0.117,0.010
99,71417,0.990,0.010,0.010
2,71418,0.742,0.150,0.010
3,71418,0.788,0.150,0.010
4,71418,0.810,0.100,0.010
2,71419,0.846,0.150,0.010
3,71419,0.893,0.150,0.010
4,71419,0.893,0.100,0.010
99,71419,0.990,0.010,0.010
2,71420,0.752,0.150,0.010
99,71420,0.990,0.010,0.010
2,71421,0.482,0.150,0.010
3,71421,0.596,0.150,0.010
4,71421,0.731,0.170,0.010
99,71421,0.990,0.010,0.010
2,71422,0.736,0.150,0.010
3,71422,0.621,0.220,0.010
4,71422,0.652,0.236,0.010
99,71422,0.990,0.010,0.010
2,71424,0.612,0.150,0.010
3,71424,0.651,0.150,0.010
4,71424,0.693,0.100,0.010
99,71424,0.990,0.010,0.010
2,71425,0.763,0.150,0.010
99,71425,0.990,0.010,0.010
2,71426,0.771,0.200,0.010
2,71427,0.777,0.150,0.010
2,71429,0.697,0.150,0.010
3,71429,0.689,0.150,0.010
4,71429,0.689,0.100,0.010
99,71429,0.990,0.010,0.010
2,71431,0.839,0.150,0.010
3,71431,0.857,0.150,0.010
4,71431,0.857,0.100,0.010
99,71431,0.990,0.010,0.010
2,71432,0.810,0.150,0.010
3,71432,0.793,0.150,0.010
4,71432,0.793,0.100,0.010
99,71432,0.990,0.010,0.010
2,71433,0.732,0.150,0.010
99,71433,0.990,0.010,0.010
2,71434,0.791,0.150,0.010
99,71434,0.990,0.010,0.010
2,71435,0.848,0.150,0.010
99,71435,0.990,0.010,0.010
2,71436,0.616,0.150,0.010
99,71436,0.990,0.010,0.010
2,71437,0.555,0.154,0.010
99,71437,0.990,0.010,0.010
2,71438,0.476,0.150,0.010
99,71438,0.990,0.010,0.010
2,71439,0.755,0.150,0.010
3,71439,0.810,0.150,0.010
4,71439,0.810,0.100,0.010
99,71439,0.990,0.010,0.010
2,71442,0.703,0.155,0.010
3,71442,0.704,0.226,0.010
4,71442,0.917,0.421,0.010
99,71442,0.990,0.010,0.010
2,71443,0.745,0.174,0.010
3,71443,0.756,0.185,0.010
4,71443,0.917,0.346,0.010
99,71443,0.990,0.010,0.010
2,71444,0.802,0.191,0.010
3,71444,0.867,0.214,0.010
4,71444,0.962,0.100,0.010
99,71444,0.990,0.010,0.010
2,71445,0.946,0.150,0.010
3,71445,0.946,0.150,0.010
99,71445,0.990,0.010,0.010
2,71447,0.931,0.150,0.010
3,71447,0.931,0.150,0.010
99,71447,0.990,0.010,0.010
2,71453,0.511,0.150,0.010
3,71453,0.566,0.150,0.010
4,71453,0.628,0.100,0.010
99,71453,0.990,0.010,0.010
2,71458,0.583,0.150,0.010
3,71458,0.655,0.150,0.010
4,71458,0.727,0.100,0.010
99,71458,0.990,0.010,0.010
2,71464,0.749,0.150,0.010
3,71464,0.806,0.150,0.010
4,71464,0.853,0.117,0.010
99,71464,0.990,0.010,0.010
2,71466,0.602,0.150,0.010
3,71466,0.654,0.150,0.010
4,71466,0.654,0.100,0.010
99,71466,0.990,0.010,0.010
2,71468,0.439,0.150,0.010
3,71468,0.501,0.150,0.010
4,71468,0.564,0.100,0.010
99,71468,0.990,0.010,0.010
2,71470,0.608,0.150,0.010
3,71470,0.690,0.150,0.010
4,71470,0.771,0.100,0.010
99,71470,0.990,0.010,0.010
2,71471,0.526,0.150,0.010
