PGM_GRP_ID_S,PGM_NBR,PRD_NBR
57375,478510,478510001
57375,478510,478510011
57375,478510,478510021
57485,476343,476343011
57485,476343,476343021
57485,476343,476343041
57895,482083,482083001
57895,482083,482083011
57895,482083,482083031
61135,429640,429640001
61135,429640,429640011
64355,476468,476468001
64359,476474,476474001
64517,432314,432314001
64689,434049,434049001
64779,438041,438041001
65117,438298,438298001
65183,478472,478472001
65183,478472,478472011
65285,478416,478416001
65285,478416,478416011
67489,344352,344352001
67489,344352,344352011
67489,344352,344352021
67489,344352,344352031
67489,344352,344352041
67489,344352,344352051
67489,344352,344352061
67489,344352,344352071
67489,344352,344352081
67489,344353,344353001
67489,344353,344353011
67489,344353,344353021
67489,344353,344353031
67489,344353,344353041
67505,346015,346015001
67505,346015,346015011
67505,346015,346015021
67505,346015,346015031
67505,346015,346015041
67505,346015,346015051
68617,434007,434007011
68617,434007,434007021
68617,434007,434007031
68625,369612,369612001
68625,369612,369612011
68625,369612,369612021
68625,369615,369615001
68625,369615,369615011
68625,369617,369617001
68625,369617,369617031
68625,369617,369617041
68633,344457,344457061
68633,344457,344457081
68633,344457,344457101
68633,344457,344457141
68633,344457,344457151
68633,344457,344457161
68633,344457,344457171
68641,145183,145183111
68641,145183,145183121
68661,482051,482051001
68665,344061,344061011
68665,344061,344061021
68665,344061,344061031
68665,344061,344061041
68665,344061,344061051
68665,344061,344061061
68667,342174,342174001
68675,118121,118121031
68675,118121,118121081
68675,118121,118121141
68675,118121,118121151
68675,118121,118121161
68675,118121,118121191
68675,118121,118121251
68679,953164,953164011
68683,432332,432322001
68683,432332,432332001
68683,432332,432332011
68683,432332,432332021
68683,432332,432332031
68683,432332,432349001
68683,432332,432352001
68683,432332,432352011
68685,478627,478627001
68685,478627,478627011
68695,938281,938281001
68695,938281,938281011
68719,173462,173462001
68719,173462,173462021
68721,353144,353144021
68721,353144,353144061
68721,353144,353144071
68727,429226,429226011
68761,483061,483061001
68761,483061,483061011
68763,353170,353170011
68763,353170,353170021
68763,353170,353170031
68763,353170,353170041
68763,353170,353170051
68763,353170,353170081
68773,329273,329273041
68773,329273,329273051
68773,329273,329273181
68773,329273,329273191
68773,371057,371057011
68773,371057,371057041
68773,371057,371057051
68773,371057,371057131
68783,173590,173590011
68783,173590,173590021
68783,173590,173590031
68793,919386,919386001
68793,919386,919386011
68793,919386,919386021
68793,919386,919386031
68811,429246,429246001
68811,429246,429246011
68811,429246,429246021
68811,429246,429246031
68811,429246,429246041
68811,429246,429246051
68811,429246,429246061
68811,429246,429246071
68811,429246,429246101
68811,429246,429246111
68817,342518,342518001
68817,342518,342518031
68817,342518,342518051
68817,342518,342518061
68817,342518,342518111
68817,342518,342518121
68817,342518,342518131
68823,169919,169919241
68825,173315,173315021
68825,173315,173315031
68825,173315,173315041
68825,173315,173315051
68825,371053,371053071
68825,371053,371053111
68825,371053,371053121
68825,371053,371053131
68831,369879,369879031
68831,369879,369879051
68839,482212,482212001
68839,482212,482212011
68843,344025,344025011
68843,344025,344025031
68843,344025,344025051
68843,344025,344025061
68843,344025,344025071
68843,344025,344025081
68847,173481,173481021
68847,173481,173481031
68847,173481,173481041
68853,920131,920131001
68869,369341,369341011
68869,369341,369341021
68869,369341,369341141
68869,369341,369341151
68869,369341,369341161
68869,369341,369341201
68869,369341,369341211
68873,434008,434008031
68873,434008,434008041
68887,344473,344473021
68891,371173,371173001
68893,477455,477455001
68893,477455,477455021
68895,344444,344444001
68895,344444,344444051
68897,173485,173485001
68897,173485,173485011
68913,810130,369549021
68913,810130,478633001
68913,810130,478633011
68913,810130,478633021
68913,810130,478633031
68913,810130,478633041
68913,810130,478633051
68913,810130,478633061
68913,810130,478633071
68913,810130,810130001
68913,810130,810130241
68913,810130,810130491
68913,810130,810130631
68913,810130,919529141
68913,810130,919529401
68925,434012,434012001
68925,434012,434012011
68925,434012,434012031
68925,434012,434012041
68929,476871,476871001
68929,476871,476871011
68929,476871,476871031
68929,476871,476871041
68943,173643,173643061
68943,173643,173643091
68943,173643,173643101
68943,173643,173643111
68943,173643,173643121
68961,434713,434713011
68961,434713,434713031
68965,173556,173556001
68965,173556,173556021
68987,712786,712786001
68987,712786,712786011
68993,173545,173545001
68993,173545,173545011
68999,371071,371071001
68999,371071,371071011
68999,371071,371072001
69003,429326,429326001
69003,429326,429326021
69003,429326,429326031
69011,173598,173598001
69011,173598,173598011
69019,122610,122610001
69041,119387,119387091
69045,487023,487023001
69063,432423,432423001
69063,432423,432423011
69071,173534,173534001
69071,173534,173534021
69071,173534,173534041
69071,173534,173534061
69071,173534,173534151
69077,344638,344638001
69077,344638,344638011
69087,173416,173416001
69087,173416,173416011
69099,371168,371168001
69099,371168,371168021
69103,432295,432295001
69129,477625,477625011
69143,342169,342169011
69143,342169,342169021
69143,342169,342169031
69145,344747,344747001
69145,344747,344747011
69149,487022,487022001
69149,487022,487022011
69149,487022,487022021
69153,478661,478661001
69153,478661,478661011
69153,478661,478661021
69163,174134,174134001
69163,174134,174134011
69163,174142,174142001
69163,174142,174142011
69165,172343,172343041
69165,172343,172343051
69165,172343,172343061
69169,428976,428976001
69171,344480,344480021
69171,344480,344480031
69171,344480,344480041
69171,344480,344480061
69171,344480,344480071
69171,344480,344480081
69171,344480,344480091
69173,353160,353160001
69173,353160,353160021
69181,478873,478873001
69195,369882,369882001
69195,369882,369882011
69199,977868,977868241
69199,977868,977868251
69209,525336,525336001
69209,525336,525336011
69209,525336,525336021
69209,525336,525336031
69209,525336,525336151
69215,574143,574143011
69215,574143,574143051
69215,574143,574143131
69215,574143,574143141
69223,919385,919385001
69223,919385,919385011
69223,919385,919385021
69233,173557,173557001
69233,173557,173557011
69233,173557,173557021
69233,173557,173557031
69233,173557,173557041
69237,173726,173726001
69237,173726,173726051
69237,173726,173726071
69237,173726,173726101
69237,173726,173726171
69237,173726,173726181
69237,173726,173726191
69239,173467,173467001
69239,173467,173467011
69239,173467,173467021
69239,173467,173467031
69239,173467,173467041
69241,332667,332667001
69241,332667,332667021
69241,332667,332667081
69241,332667,332667201
69241,332667,332667261
69241,332667,332667271
69241,332667,332667291
69241,332667,332667301
69241,332667,332667351
69243,329272,329272041
69243,329272,329272061
69243,329272,329272071
69243,329272,329272121
69243,371056,371056001
69243,371056,371056031
69243,371056,371056041
69243,371056,371056071
69243,371056,371056101
69243,371056,371056111
69247,122335,119729001
69247,122335,122335001
69247,122335,122335011
69251,170803,170803131
69251,170803,170803151
69251,170803,170803251
69251,170803,170803271
69251,428764,428764061
69251,428764,428764071
69251,428764,428764101
69251,428764,428764111
69251,428764,428764121
69251,428764,428764131
69251,428764,428764141
69263,646044,646044001
69263,646044,646044011
69285,369846,369846011
69285,369846,369846021
69285,369846,369846031
69285,369846,369846041
69289,776324,776324001
69289,776324,776324021
69289,776324,776324071
69289,776324,776324091
69297,371061,371061001
69297,371061,371061011
69309,369475,369475001
69309,369475,369475011
69309,369475,369475021
69311,574141,574141111
69311,574141,574141121
69311,574141,574141201
69325,432256,432256001
69325,432256,432256011
69325,432256,432256021
69331,173558,173558021
69331,173558,173558031
69331,173558,173558051
69331,173558,173558061
69351,173551,173551011
69365,434095,434095001
69365,434095,434095011
69371,369788,369788001
69371,369788,369788011
69371,369795,369795001
69371,369795,369795011
69371,369795,369795021
69371,369796,369796001
69383,477470,477470001
69383,477470,477470011
69393,342520,342520001
69393,342520,342520021
69393,342520,342520051
69393,342520,342520111
69393,342520,342520121
69393,342520,342520141
69407,644861,644861031
69411,369645,369645001
69411,369645,369645011
69411,369646,369646001
69411,369646,369646011
69411,369646,369646021
69411,369646,369646031
69411,369646,369646041
69411,369646,369646071
69411,369646,369646081
69411,369649,369649001
69411,369649,369649011
69411,369651,369651001
69411,369651,369651011
69411,369651,369651021
69411,369651,369651041
69411,369651,369651051
69411,369651,369651061
69411,369651,369651071
69411,369651,369651081
69411,369651,369651101
69411,369651,369651121
69441,344421,344421051
69441,344421,344421071
69441,344421,344421081
69441,344421,344421091
69441,344421,344421101
69445,148025,148025001
69445,148025,148025011
69447,920339,920339001
69447,920339,920339071
69447,920339,920339141
69449,432092,432092001
69449,432092,432092011
69449,432092,432092021
69449,432092,432092031
69449,432092,432092041
69449,432092,432092051
69449,432092,432092061
69449,432092,432092071
69449,432092,432092081
69453,432428,432428001
69453,432428,432428011
69453,432428,432428031
69463,342237,342237001
69463,342237,342237011
69463,342237,342237021
69469,742837,742837031
69469,742837,742837081
69469,742837,742837091
69487,343059,343059011
69503,545416,545416121
69507,387349,387349001
69507,387349,387349011
69507,387349,387349021
69507,387349,387349041
69509,353161,353161001
69509,353161,353161041
69509,353161,353161101
69509,353161,353161111
69509,353161,353161121
69509,353161,353161151
69513,173541,173541101
69513,173541,173541111
69517,173468,173468001
69517,173468,173468011
69517,173468,173468021
69517,173468,173468031
69517,173468,173468041
69517,173468,173468051
69541,938983,938983311
69541,938983,938983331
69541,938983,938983351
69541,938983,938983361
69541,938983,938983381
69541,938983,938983391
69541,938983,938983401
69553,344460,344460071
69553,344460,344460081
69553,344460,344460091
69565,122772,122772001
69565,122772,122772011
69565,122772,122772021
69565,122772,122772071
69565,371064,371064011
69565,371064,371064031
69565,371064,371064041
69565,371064,371064051
69565,371064,371064061
69565,371064,371064071
69565,371064,371064081
69565,371064,371064091
69565,966623,966623001
69565,966623,966623011
69565,966623,966623031
69565,966623,966623071
69565,966623,966623131
69565,966623,966623141
69565,977340,977340011
69565,977340,977340111
69565,977340,977340131
69565,977340,977340141
69569,478597,478597001
69587,169951,169951001
69587,169951,169951131
69613,371067,371067011
69613,371067,371067081
69613,371067,371067091
69615,434154,434154001
69615,434154,434154011
69615,434154,434154021
69645,898620,898620001
69645,898620,898620011
69645,898620,898620071
69645,898620,898620491
69645,898620,898620661
69645,898620,898620691
69645,898620,898620861
69645,898620,898620871
69645,898620,898620881
69653,369206,369206021
69653,369206,369206031
69659,487476,487476001
69659,487476,487476011
69659,487476,487476021
69661,371086,371086001
69661,371086,371086011
69667,344313,344313001
69667,344313,344313011
69667,344313,344313021
69667,344313,344313031
69685,173507,173507041
69697,432268,432268001
69697,432268,432268021
69703,173479,173479001
69703,173479,173479011
69731,330679,330679001
69731,330679,330679011
69745,432257,432257001
69745,432257,432257011
69771,478023,478023001
69771,478023,478023011
69773,431105,431105001
69773,431105,431105011
69773,431105,431105031
69773,431105,431105051
69773,431105,431105061
69773,431105,431105071
69775,353150,353150001
69777,369944,432390001
69797,432234,432234001
69805,478257,478257001
69809,434070,434070001
69815,434047,434047001
69817,434570,434570001
69823,434077,434077001
69825,429406,429406001
69841,434580,434580001
69845,479605,479605001
69847,432237,432237001
69849,487015,487015001
69849,487015,487015011
69849,487015,487015021
69853,432179,432179001
69853,432179,432179011
69853,432179,432179021
69853,432179,432179031
69853,432179,432179041
69855,434027,434027001
69855,434027,434027011
69857,429633,429633001
69857,429633,429633011
69857,429633,429633021
69857,429633,429633031
69861,432182,432182011
69869,434571,434571011
69871,434935,434935001
69871,434935,434935011
69885,438203,438203001
69889,482006,482006031
69889,482006,482006041
69889,482006,482006051
69889,482006,482006061
69895,434264,434264001
69895,434264,434264021
69895,434264,434264031
69917,434067,434067001
69917,434067,434067011
69917,434067,434067021
69917,434067,434067031
69929,434048,434048001
69935,434025,434025001
69935,434025,434025011
69941,487091,487091001
69941,487091,487091011
69941,487091,487091021
69945,434265,434265001
69945,434265,434265011
69947,438120,438120001
69947,438120,438120011
69947,438120,438120021
69955,434578,434578001
69957,434588,434588001
69961,434334,434334001
69963,434553,434553001
69963,434553,434553011
69967,432232,432232001
69967,432232,432232011
69967,432232,432232031
69971,438199,438199001
69973,429572,429572001
69981,343079,343079011
69981,343079,343079031
69981,343079,343079041
69981,343079,343079051
69981,343080,343080011
69981,343080,343080021
69981,343082,343082011
69981,343082,343082031
69981,343082,343082041
69981,343082,343082051
69981,343107,343107031
69981,343107,343107041
69981,477082,477082001
69981,477082,477082011
69981,477082,477082021
69981,477082,477082031
69983,477749,477749001
69983,477749,477749011
69983,477749,477749021
69991,480260,480260001
69991,480260,480260011
69997,173890,173890041
69997,173890,173890051
69999,477748,477748001
69999,477748,477748011
69999,477748,477748021
69999,477748,477748031
69999,477748,477748041
69999,477748,477748051
70011,344562,344562001
70011,344562,344562011
70011,344562,344562041
70027,255406,255406001
70027,255406,255406021
70027,255406,255406391
70027,255406,255406491
70027,255406,255406641
70027,255406,255406651
70027,255406,255406671
70027,255406,255406681
70035,938196,938196001
70037,545322,545322001
70039,634041,634041001
70041,811671,811671001
70041,811671,811671011
70043,954312,954312001
70043,954312,954312011
70043,954312,954312031
70043,954312,954312041
70043,954312,954312061
70055,173895,173895021
70055,173895,173895031
70055,173895,173895041
70055,173933,173933041
70055,173933,173933051
70055,173933,173933071
70061,438176,438176001
70061,438176,438176011
70061,438176,438176021
70061,438176,438176031
70063,477671,477671001
70063,477671,477671011
70065,438150,438150001
70065,438150,438150011
70069,438167,438167001
70069,438167,438167011
70069,438167,438167021
70069,438167,438167031
70069,438167,438167041
70069,438167,438167051
70069,438167,438167061
70069,438167,438167071
70071,476640,476640001
70071,476640,476640011
70071,476640,476640021
70071,476640,476640031
70071,476640,476640051
70073,477613,477613001
70073,477613,477613011
70073,477613,477613021
70085,344975,344975011
70085,344975,344975031
70097,432052,432052021
70097,432052,432052031
70097,432052,486038001
70111,432010,432010001
70111,432010,432010011
70111,432010,432010021
70113,432024,432024011
70113,432024,432024021
70113,432024,432024031
70125,342456,342456021
70125,342456,342456041
70125,342456,342456051
70125,342456,342456061
70127,369736,369736051
70127,369736,369736061
70127,369736,369736071
70127,369736,432032001
70127,369736,432032011
70127,369736,432032021
70129,432028,432028001
70129,432028,432028011
70133,432037,432037001
70133,432037,432037011
70133,432037,432037021
70133,432037,432037041
70133,432037,478743001
70133,432037,478743011
70149,344237,344237001
70149,344237,344237011
70159,432240,432240001
70169,344508,344508001
70169,344508,344508021
70169,344508,344508071
70169,344508,344508081
70169,344508,344508091
70169,434134,434134001
70169,434134,434134011
70169,434134,434134021
70181,344718,344718001
70181,344718,344718011
70181,344718,344718031
70197,353370,353370001
70197,353370,353370011
70197,353370,353370021
70197,353370,353370031
70197,353370,353370041
70197,353370,353370051
70213,486032,486032001
70213,486032,486032011
70213,486032,486032021
70213,486032,486032031
70223,135824,135824001
70223,135824,135824011
70223,135824,135824061
70223,135826,135826001
70223,135826,135826011
70223,135826,135826061
70223,135829,135829001
70223,135829,135829021
70223,135829,135829061
70223,135830,135830001
70223,135830,135830021
70223,135830,135830091
70231,476391,476391001
70231,476391,476391011
70231,476391,476391021
70231,476391,476391031
70231,476391,476391041
70231,476391,476391051
70231,476392,476392001
70231,476392,476392011
70243,119792,119792051
70243,119792,119792061
70243,119792,119792101
70263,174017,174017001
70263,174017,174017021
70263,480932,480932131
70263,480932,480932141
70263,480932,480932151
70263,480932,480932161
70263,480938,480938031
70263,480938,480938111
70263,480938,480938121
70263,480938,480938131
70263,480941,480941111
70263,480941,480941121
70263,480941,480941131
70263,480941,480941141
70263,781348,781348031
70263,781348,781348061
70263,781348,781348071
70263,781348,781348081
70273,342160,342160001
70273,342160,342160011
70275,647131,119757001
70275,647131,169895001
70275,647131,369171001
70275,647131,369172001
70275,647131,478259001
70275,647131,647131001
70277,482215,173631071
70277,482215,173631081
70277,482215,173631091
70277,482215,482215001
70277,482215,482215011
70277,482215,482215021
70277,482215,482215031
70277,482215,482215051
70277,482215,482215061
70279,122264,122264101
70279,122264,122264111
70279,170895,170895001
70279,170895,170895011
70279,170895,170895021
70279,170895,170895031
70279,170895,170895041
70279,170895,170895051
70279,174167,174167011
70279,174167,174167021
70279,174167,174167031
70279,174167,174167041
70279,174167,174167051
70279,174167,174167061
70279,174167,174167071
70279,174167,174167081
70279,174167,174167091
70279,174167,174167101
70279,371075,371075001
70279,371075,371075011
70279,371075,371075021
70279,371075,371075031
70279,428999,428999001
70279,428999,428999011
70279,434750,434750001
70279,434750,434750011
70279,434750,434750021
70279,434750,434750031
70279,434750,434750041
70279,434750,434750051
70279,434750,434750061
70279,434750,434750071
70279,478312,478312001
70279,478312,478312011
70279,478312,478312021
70279,478312,478312031
70283,342150,342150001
70283,342150,342150011
70283,342150,342150021
70283,342150,342150031
70283,342150,342150041
70283,342150,342150051
70283,342150,342150061
70283,342150,342150071
70283,342150,342150081
70283,342150,342150091
70283,342150,342150101
70283,342150,342150111
70283,344259,344259001
70283,344259,344259011
70283,344259,344259021
70283,344259,344259031
70283,428967,428967001
70283,428967,428967011
70283,428967,428967021
70283,478650,478650001
70283,478650,478650011
70283,478650,478650021
70283,478650,478650031
70283,478668,478668001
70283,478668,478668011
70283,478755,478755001
70283,478755,478755011
70283,478755,478755021
70283,939365,939365011
70283,939370,939370061
70283,979214,979214021
70291,170947,170947001
70291,170947,170947021
70295,147064,147064011
70295,147064,147064031
70295,147064,147064041
70295,147064,147064051
70295,147064,147064061
70295,147064,147064071
70299,388580,388580001
70299,388580,388580011
70299,388580,388580021
70299,388580,388580041
70299,388587,388587001
70303,897636,897636001
70303,897636,897636011
70303,897636,897636021
70303,897637,897637001
70303,897638,897638001
70303,897638,897638021
70303,897638,897638031
70309,977332,977332051
70309,977332,977332091
70309,977332,977332101
70311,482161,482161001
70311,482161,482161011
70311,978298,978298001
70311,978298,978298011
70311,978298,978298151
70315,431711,431711001
70315,431711,431711011
70317,173900,173900031
70323,123761,123761021
70323,123761,123761031
70323,123761,123761041
70323,123761,123761051
70323,173921,173921001
70323,173921,173921011
70323,173921,173921021
70323,173921,173921081
70325,384192,384192001
70325,384192,384192011
70325,384193,384193001
70325,384193,384193011
70325,524801,524801001
70325,524801,524801021
70325,953595,953595001
70325,953595,953595011
70327,173985,173985011
70327,344726,344726011
70327,344726,344726041
70327,482207,482207011
70327,482207,482207031
70327,482207,482207041
70329,431846,431846001
70329,431846,431846011
70329,478477,478477001
70329,478477,478477011
70331,119551,119551001
70331,119551,119551011
70331,173922,173922001
70331,173922,173922021
70331,173922,173922041
70331,173922,173922061
70331,369194,369194011
70331,369194,369194031
70331,369194,369194051
70331,369194,369194061
70333,431852,431852001
70333,431852,431852011
70333,431852,431852021
70335,713014,713014001
70335,713014,713014011
70335,713014,713014021
70335,713014,713014031
70335,713015,713015001
70337,173463,173463001
70337,173463,173463011
70337,173463,173463021
70337,173463,173463031
70337,173463,173463041
70337,173463,173463051
70337,173463,173463071
70337,173463,173463091
70337,939677,939677001
70337,939677,939677021
70337,939677,939677221
70337,939677,939677251
70337,939677,939677261
70337,939677,939677271
70339,348105,348105001
70339,348105,348105011
70339,348105,348105021
70339,348105,348105031
70339,348105,348105041
70341,348064,348064001
70341,369880,369880001
70343,348085,348085001
70345,348095,348095001
70345,348095,348095011
70345,348095,348095021
70345,348095,348095031
70345,478594,478594001
70345,478594,478594011
70345,478594,478594021
70345,478594,478594031
70347,369129,369129001
70347,369129,369129011
70347,369129,369129021
