PGM_GRP_ID_S,PGM_NBR,PRD_NBR
70351,438022,438022011
70351,438022,438022021
70353,438246,438246001
70353,438246,438246011
70359,344433,344433001
70359,344433,344433011
70359,369067,369067001
70359,369067,369067011
70361,344437,344437001
70361,344437,344437011
70361,344437,344437021
70361,344437,344437031
70361,344439,344439001
70361,344439,344439011
70361,344439,344439021
70361,344439,344439031
70363,344806,344806001
70363,344806,344806011
70365,438267,438267001
70365,438267,438267011
70365,438267,438267021
70365,438267,438267031
70371,344198,344198001
70377,477089,477089011
70381,432516,432516001
70381,432516,432516011
70383,434018,434018011
70383,434018,434018021
70383,434018,434018031
70391,482012,482012001
70415,434417,434417001
70415,434417,434417011
70415,434417,434417021
70417,478034,478034011
70417,478034,478034031
70417,478034,478034041
70419,438121,438121001
70421,429222,429222001
70421,429222,429222021
70421,429222,429222031
70421,429222,429222041
70421,429222,429222051
70421,429222,429222061
70421,429222,429222071
70421,429222,429222081
70425,432079,432079031
70425,432079,432079041
70425,432079,432079051
70429,429643,429643001
70433,429330,429330001
70433,429330,429330011
70437,432386,432386001
70437,432386,432386011
70437,432386,432386021
70437,432386,432386031
70437,432386,432386041
70437,432386,432386051
70437,432386,432386061
70439,477483,477483001
70439,477483,477483011
70439,477483,477483021
70443,477595,477595001
70443,477595,477595011
70457,476355,476355001
70457,476355,476355011
70457,476355,476355021
70459,429272,429272001
70459,429272,429272011
70459,429272,429272021
70459,429272,429272031
70459,429272,429272041
70461,429422,429422001
70461,429422,429422011
70467,429426,429426001
70469,478382,478382001
70473,482098,482098011
70473,482098,482098031
70479,434410,434410001
70489,429637,429637001
70489,429637,429637011
70489,429637,429637021
70489,429637,429637031
70495,478002,478002001
70495,478002,478002011
70495,478002,478002021
70495,478002,478002031
70495,478002,478002041
70495,478002,478002051
70497,482027,482027001
70499,429428,429428001
70499,429428,429428011
70507,344284,344284001
70507,344284,344284011
70507,344284,344284021
70507,344284,344284031
70507,344284,344284041
70507,344284,344284051
70513,174132,174132001
70515,174143,174143001
70527,342646,342646001
70533,119052,119052021
70533,119052,119052041
70533,119052,119052141
70537,371049,371049001
70537,371049,371049011
70537,371049,371049031
70537,371049,371049041
70537,371049,371049051
70537,371049,371049061
70539,438088,438088021
70539,438088,438088031
70539,438088,438088041
70543,920380,920380011
70543,920380,920380031
70543,920380,920380071
70543,920380,920380111
70543,920380,920380131
70545,478623,478623001
70545,478623,478623011
70545,478623,478623021
70545,478623,478623031
70547,478485,478485001
70547,478485,478485021
70549,173420,173420011
70549,173420,173420051
70551,173415,173415021
70551,173415,173415031
70551,173415,173415071
70551,173415,173415091
70551,173415,173415101
70551,173415,173415131
70551,173415,173415141
70553,173398,173398021
70553,173398,173398041
70555,173323,173323001
70555,173323,173323011
70555,173323,173323041
70555,173323,173323061
70555,173323,173323081
70561,432051,432051001
70561,432051,432051011
70561,432051,432051021
70561,432051,432051031
70561,432051,432051041
70561,478653,478653001
70561,478653,478653021
70561,478653,478653031
70561,478653,478999001
70567,148034,148034001
70567,170960,170960001
70567,432129,432129001
70567,610900,610900011
70579,170545,170545001
70579,170545,170545011
70579,170545,170545021
70579,170545,170545031
70579,174095,174095001
70579,174095,174095011
70579,174095,174095021
70583,638023,638023021
70583,638023,638023061
70583,638023,638023121
70583,638023,638023141
70583,638023,638023151
70583,820270,820270001
70583,820270,820270011
70583,820270,820270021
70583,919712,919712001
70583,919712,919712011
70583,919712,919712021
70583,919712,919712031
70583,919712,919712061
70583,979524,979524001
70587,171647,171647001
70587,171647,171647021
70587,171647,171647041
70587,172211,172211001
70587,172211,172211011
70587,172211,172211031
70587,172211,172211041
70587,172211,172211061
70587,172211,172211101
70587,172211,172211121
70587,172211,172211131
70587,172211,172211141
70587,172211,172211161
70587,369548,369548011
70587,369548,369548021
70587,388520,388520021
70587,388520,388520031
70587,388520,388520071
70587,431603,431603001
70587,431603,431603011
70591,174092,174092041
70591,174092,174092051
70607,434530,434530001
70609,476538,476538001
70609,476538,476538011
70611,429639,429639001
70611,429639,429639011
70619,478386,478386001
70619,478386,478386011
70621,478509,478509001
70625,476457,476457001
70627,477564,477564001
70631,477695,477695001
70631,477695,477695011
70633,432066,432066001
70633,432066,432066011
70637,434394,434394001
70637,434394,434394021
70641,432166,432166001
70641,432166,432166011
70641,432166,432166021
70645,434303,434303001
70645,434303,434303021
70647,432180,432180001
70649,432245,432245001
70653,438008,438008011
70657,482011,482011001
70657,482011,482011011
70657,482011,482011021
70667,478735,478735001
70671,476367,476367001
70679,432074,432074001
70679,432074,432074011
70679,432074,432074021
70679,432074,432074031
70679,432074,432074041
70679,432074,432074051
70679,432074,432074061
70679,432074,432074071
70679,432074,432074081
70679,432074,432074091
70679,432074,432074101
70679,432074,432074111
70679,432074,432074121
70679,432074,432074131
70681,434178,434178001
70681,434178,434178011
70681,434178,434178021
70681,434178,434178041
70683,429666,429666001
70683,429666,429666011
70683,429666,429666021
70685,478314,478314001
70689,482001,482001001
70691,478855,478855001
70691,478855,478855011
70695,434510,434510001
70695,434510,434510011
70697,429626,429626001
70703,438033,438033001
70713,478346,478346001
70715,438354,438354001
70715,438354,438354011
70717,434456,434456001
70717,434456,434456011
70721,476801,476801021
70723,429630,429630001
70729,434332,434332001
70737,432153,432153001
70737,432153,432153011
70741,478272,478272001
70741,478272,478272011
70741,478272,478272021
70741,478272,478272031
70743,438013,438013001
70743,438013,438013011
70749,438307,438307001
70755,429274,429274001
70755,429274,429274011
70755,429274,429274021
70757,434249,434249001
70767,478261,478261001
70767,478261,478261011
70769,429257,429257001
70775,716333,716333001
70775,716333,716333011
70775,716333,716333021
70775,716333,716333031
70775,716333,716333041
70775,716333,716333051
70775,716333,716333061
70777,478673,478673001
70777,478673,478673011
70777,478673,478673031
70777,478673,478673041
70783,434418,434418001
70787,476696,476696001
70787,476696,476696011
70789,434392,434392001
70789,434392,434392011
70789,434392,434392021
70801,434045,434045001
70803,476428,476428001
70805,545341,545341001
70807,346003,346003001
70807,438325,438325001
70807,438325,438325011
70807,438325,438325031
70807,438325,438325081
70809,476626,476626001
70809,476626,476626011
70809,476626,476626021
70813,369716,369716021
70813,369716,369716031
70813,369716,369716041
70813,369716,369716051
70817,342163,342163001
70817,342163,342163011
70817,520704,520704001
70817,520704,520704011
70819,344625,344625001
70819,344625,344625011
70819,344625,344625021
70819,344625,344625031
70819,344625,344625041
70819,344625,344625051
70839,369539,369539001
70839,369539,369539011
70839,369539,369539021
70847,169981,169981001
70847,169981,169981011
70847,169981,169981071
70847,169981,169981081
70847,169981,169981101
70847,169981,169981111
70847,172887,172887001
70847,172887,172887011
70847,172887,172887021
70847,172908,172908011
70847,172908,172908021
70847,172908,172908031
70847,172908,172908041
70847,172928,172928001
70847,172928,172928011
70847,172928,172928021
70847,172928,172928031
70847,172928,172928041
70847,172928,172928051
70847,172928,172928061
70847,172928,172928071
70847,172928,172928081
70847,369963,369963011
70847,369963,369963021
70847,369963,369963031
70847,371082,371082001
70847,371082,371082011
70847,371082,371082021
70847,371082,371082031
70847,385799,385799001
70847,385799,385799061
70847,428637,428637001
70847,428637,428637011
70847,428637,428637021
70847,429093,429093001
70847,429093,429093011
70847,429093,429093021
70847,429093,429093031
70847,429093,429093041
70847,429093,429093051
70847,429094,429094001
70847,429094,429094011
70847,429094,429094021
70847,478448,478448001
70847,478448,478448011
70847,478448,478448021
70847,478461,478461001
70847,478461,478461011
70847,478461,478461021
70847,478461,478461031
70847,478461,478461041
70847,478461,478461051
70847,478461,478461061
70847,478461,478461071
70847,478461,478461081
70849,174119,174119011
70849,174119,174119051
70849,371083,371083001
70849,371083,371083011
70849,371083,371083021
70849,371083,371083031
70849,434923,434923001
70849,434923,434923011
70849,486019,486019001
70849,486019,486019011
70849,486019,486019021
70849,486019,486019031
70849,952396,952396061
70849,952396,952396071
70849,952396,952396081
70851,434892,434892001
70851,434892,434892011
70853,483005,483005001
70853,483005,483005011
70853,483005,483005021
70855,428662,428662001
70855,428662,428662011
70855,428662,428662021
70855,478670,478670001
70855,478670,478670011
70855,478670,478670021
70855,478670,478670031
70855,634810,634810001
70855,634810,634810011
70855,634810,634810021
70855,634810,634810031
70855,634810,634810041
70855,634812,634812001
70855,739322,739322011
70855,739322,739322031
70855,739322,739322061
70871,478212,478212001
70871,478212,478212011
70871,478212,478212021
70871,478212,478212031
70871,478212,478212051
70871,478213,478213001
70871,478213,478213011
70883,369770,369770001
70883,369770,369770021
70883,369770,369770041
70883,369770,369770051
70899,348150,348150011
70899,476625,476625001
70899,476625,476625011
70915,434216,434216001
70915,434216,434216011
70915,434216,434216021
70915,434216,434216031
70917,434471,434471001
70917,434471,434471011
70917,434471,434471021
70917,434471,434471031
70919,429473,429473001
70921,438212,438212001
70923,429680,429680001
70923,429680,429680011
70923,429680,429680021
70929,438200,438200001
70941,478322,478322001
70943,438258,438258001
70943,438258,438258011
70947,478284,478284001
70947,478284,478284011
70947,478284,478284021
70947,478284,478284031
70953,432267,432267001
70953,432267,432267011
70955,438004,438004001
70955,438004,438004011
70955,438004,438004021
70969,438076,438076001
70977,478349,478349001
70977,478349,478349011
70979,429432,429432001
70981,476337,476337001
70985,432382,432382001
70987,483051,483051001
70987,483051,483051011
70989,429081,429081001
70991,438056,438056001
70993,438353,438353001
70993,438353,438353011
70993,438353,438353021
70993,438353,438353031
71003,434306,434306001
71003,434306,434306011
71005,434112,434112001
71005,434112,434112011
71007,476671,476671001
71011,438072,438072001
71017,432383,432383011
71017,432383,432383031
71019,434494,434494011
71021,432050,432050021
71021,432050,432050031
71023,438032,438032001
71025,438245,438245001
71025,438245,438245011
71033,477697,477697001
71035,432380,432380001
71035,432380,432380021
71037,434943,434943001
71041,476670,476670001
71043,434207,434207021
71043,434207,434207031
71043,434207,434207041
71043,434207,434207051
71045,434948,434948001
71049,434078,434078001
71049,434078,434078011
71051,432071,432071001
71051,432071,432071011
71059,432099,432099001
71059,432099,432099011
71065,434083,434083001
71065,434083,434083011
71067,478310,478310001
71067,478310,478310011
71073,429741,429741001
71073,429741,429741011
71073,429741,429741021
71073,429741,429741031
71075,434173,434173001
71077,476645,476645001
71077,476645,476645011
71079,477706,477706001
71087,432200,432200001
71091,476478,476478001
71095,434280,434280001
71095,434280,434280011
71099,478471,478471001
71099,478471,478471011
71101,438002,438002001
71109,438207,438207001
71123,478822,478822001
71129,438173,438173001
71129,438173,438173011
71129,438174,438174001
71129,438174,438174011
71133,476483,476483001
71133,476483,476483011
71133,476483,476483021
71133,476483,476483031
71135,482152,482152001
71135,482152,482152011
71135,482152,482152031
71137,369438,369438001
71137,369445,369445001
71137,369454,369454001
71137,434932,434932001
71137,478493,478493001
71137,478496,478496001
71137,478497,478497001
71137,478498,478498001
71145,148077,148077021
71145,148077,148077041
71145,148077,148077051
71145,148077,148077061
71145,148077,148077071
71145,173413,173413021
71145,173413,173413041
71145,173413,173413051
71145,173413,173413061
71145,367004,367004011
71145,367004,367004021
71145,367004,367004041
71145,367004,367004051
71145,367004,367004061
71151,173677,173677051
71151,173677,173677061
71151,476438,476438001
71151,476438,476438011
71151,476438,476438021
71151,476438,476438031
71151,476438,476438041
71151,482162,482162001
71153,174844,174844001
71153,174844,174844031
71153,174844,174844041
71153,174844,174844051
71153,369991,369991001
71153,369991,369991011
71157,482082,482082001
71157,482082,482082011
71159,438273,438273001
71159,438273,438273011
71159,438273,438273021
71163,477669,477669001
71163,477669,477669011
71173,434842,434842001
71173,434842,434842011
71173,434842,434842021
71173,434842,434842031
71173,434842,434842041
71173,434842,434842051
71183,170494,170494191
71183,170494,170494201
71183,367002,367002071
71183,367002,367002081
71183,369861,369861001
71191,342328,342328011
71191,342328,342328021
71191,342328,342328031
71197,369776,369776001
71197,369776,369776021
71197,369777,369777021
71197,369777,369777041
71197,478182,478182001
71197,478182,478182021
71197,478183,478183001
71203,369766,369766001
71203,369766,369766021
71203,369766,369766041
71205,478178,478178001
71205,478179,478179011
71209,478214,478214001
71209,478214,478214011
71213,478161,478161001
71213,478161,478161011
71213,478163,478163001
71213,478163,478163021
71213,478163,478163031
71213,478186,478186011
71215,369769,369769021
71215,369769,369769031
71215,369769,369769061
71215,478171,478171011
71217,369774,369774001
71217,369774,369774031
71217,369775,369775021
71217,478174,478174001
71217,478174,478174021
71219,369791,369791011
71219,369791,369791031
71219,369791,369791041
71219,369808,369808001
71219,369808,369808011
71219,478202,478202011
71219,478202,478202021
71219,478202,478202031
71219,478207,478207001
71219,478208,478208001
71223,432476,432476001
71223,432476,432476011
71223,432476,432476021
71223,432495,432495001
71223,432495,432495011
71225,434046,434046031
71225,434046,434046041
71225,434046,434046061
71227,429381,429381001
71229,434281,434281001
71229,434281,434281011
71229,434281,434281021
71231,478396,478396001
71231,478396,478396011
71233,434139,434139011
71233,434139,434139021
71237,478639,478639001
71241,432281,432281001
71241,432281,432281021
71245,434026,434026001
71247,434142,434142001
71253,477563,477563001
71255,434490,434490001
71257,434118,434118001
71257,434118,434118011
71259,478839,478839001
71261,429329,429329001
71261,429329,429329031
71267,432197,432197001
71269,429585,429585001
71271,429628,429628001
71273,712799,712799001
71273,712799,712799011
71273,712799,712799021
71273,712799,712799031
71279,434116,434116011
71283,478285,478285001
71283,478285,478285011
71283,478285,478285021
71285,478483,478483011
71285,478483,478483021
71293,438014,438014001
71295,434526,434526001
71297,432195,432195001
71307,476347,476347001
71307,476347,476347011
71313,438209,438209001
71317,476488,476488001
71325,434103,434103001
71325,434103,434103011
71329,438189,438189001
71331,434493,434493001
71331,434493,434493011
71331,434493,434493021
71331,434493,434493031
71333,476348,476348001
71333,476348,476348011
71333,476348,476348021
71341,434143,434143001
71347,429320,429320001
71347,429320,429320011
71347,429320,429320021
71349,478833,478833001
71349,478833,478833011
71351,478553,478553001
71351,478553,478553011
71351,478553,478553021
71351,478553,478553031
71351,478553,478553041
71353,432159,432159001
71353,432159,432159011
71357,477495,477495001
71357,477495,477495011
71361,438049,438049001
71363,432283,432283001
71363,432283,432283011
71363,432283,432283021
71367,438005,438005001
71369,438092,438092001
71369,438092,438092011
71373,429374,429374001
71373,429374,429374011
71375,712644,712644001
71375,712644,712644011
71379,434509,434509011
71383,478414,478414001
71383,478414,478414031
71383,478414,478414041
71387,432512,432512001
71395,476359,476359001
71395,476359,476359011
71397,432062,432062001
71397,432062,432062011
71399,432271,432271001
71399,432271,432271011
71399,432271,432271021
71401,476599,476599001
71401,476599,476599011
71401,476599,476599021
71403,434610,434610001
71407,432280,432280001
71407,432280,432280011
71413,371037,371037001
71417,438251,438251001
71417,438251,438251011
71417,438251,438251021
71419,173461,173461001
71419,371031,371031001
71421,438080,438080001
71421,438080,438080011
71421,438081,438081001
71421,438081,438081011
71421,438082,438082001
71421,438082,438082011
71421,477725,477725001
71421,477725,477725011
71421,477725,477725021
71425,432131,432131001
71427,344034,344034011
71427,344034,344034041
71427,344034,344034071
71427,344034,344034081
71427,344037,344037061
71429,344544,344544001
71429,344544,344544011
71429,344544,344544031
71429,344544,344544041
71429,434153,434153001
71429,434153,434153021
71429,434153,434153031
71431,428788,428788001
71431,434172,434172001
71431,478616,478616001
71431,478836,478836001
71433,432375,432375001
71433,432375,432375011
71435,432400,432400001
71437,432425,432425011
71437,434096,434096001
71439,432422,432422001
71443,369954,369954011
71443,369954,369954021
71443,369954,369954031
71443,369957,369957001
71443,369957,369957011
71443,369958,369958011
71443,369958,369958021
71443,369958,369958031
71443,371087,371087031
71443,371087,371087041
71443,371087,371087051
71443,429085,429085001
71443,429085,429085021
71443,478480,478480001
71443,478480,478480011
71443,478480,478480021
71443,478480,478480031
71443,478482,478482001
71443,482016,482016001
71443,482016,482016011
71443,482016,482016021
71443,482017,482017001
71443,482017,482017011
71443,482017,482017031
71443,482017,482017041
71443,482018,482018001
71443,482018,482018031
71443,482021,482021001
71443,482021,482021011
71443,482021,482021021
71443,482021,482021031
71443,482021,482021041
71443,635758,635758001
71443,635758,635758021
71445,477662,477662001
71445,477662,477662011
71445,477662,477662021
71445,477662,477662031
71445,477662,477662041
71445,477662,477662051
71447,477665,477665001
71447,477665,477665011
71447,477665,477665021
71447,477665,477665031
71453,438016,438016001
71471,477338,477338001
71471,477338,477338011
71475,477296,477296001
71475,477296,477296011
71475,477296,477296021
71475,477296,477296031
71477,429609,429609001
71479,477329,477329001
71479,477329,477329011
71487,438240,438240011
71491,434225,434225001
71493,477572,477572021
71493,477572,477572031
71497,432206,432206001
71497,432206,432206011
71499,478946,478946001
71505,438075,438075001
71511,430031,430031001
71511,430031,430031011
71511,430031,430031021
71521,477497,477497001
71521,477497,477497011
71521,477497,477497021
71523,438079,438079001
71525,478872,478872001
71525,478872,478872011
71529,476806,476806031
71537,477086,477086021
71539,476344,476344001
71547,477716,477716021
71547,477716,477716051
71547,477716,477716061
71549,438222,438222001
71551,434460,434460001
71555,432201,432201001
71563,434163,434163001
71567,476345,476345001
71567,476345,476345011
71567,476345,476345021
71567,476345,476345031
71571,478297,478297001
71571,478297,478297011
71573,438225,438225001
71573,438225,438225011
71573,438225,438225021
71575,477339,477339001
71575,477339,477339011
71577,432015,432015001
71577,432015,432015011
71577,432015,432015021
71577,432015,432015031
71579,438211,438211001
71583,432365,432365011
71583,482146,482146001
71583,482194,482194001
71585,342156,342156011
71585,342156,342156031
71585,342156,342156041
71585,369842,369842001
71587,342158,342158011
71587,342158,342158021
71587,434254,434254001
71589,342177,342177011
71589,369364,369364001
71589,478266,478266001
71597,431940,431940001
71597,431940,431940011
71601,431872,431872001
71601,478476,478476001
71603,431878,431878001
71603,431878,431878021
71603,431878,431878031
71603,431878,431878041
71603,487092,487092001
71617,434450,434450001
71623,482046,482046001
71623,482046,482046011
71631,478783,478783001
71631,478783,478783011
71633,478754,478754001
71633,478754,478754011
71633,478754,478754021
71677,429275,429275001
71677,429275,429275011
71677,429275,429275021
71677,429275,429275031
71685,478136,478136011
71685,478136,478136021
71685,478136,478136031
71707,432207,432207011
71713,478507,478507001
71713,478507,478507011
71713,478507,478507021
71713,478507,478507031
71713,478507,478507041
71715,344780,344780011
71715,344784,344784021
71715,344784,344784031
71715,344784,344784041
71715,344787,344787021
71715,344787,344787031
71715,438317,438317001
71717,478506,478506001
71717,478506,478506011
71717,478506,478506021
71717,478506,478506031
71717,478506,478506041
71717,478506,478506051
71717,479603,479603011
71719,438280,438280001
71719,438280,438280011
71719,438280,438280021
71719,438281,438281001
71719,438281,438281011
71719,438281,438281031
71721,344276,344276041
71721,344276,344276101
71721,482049,482049001
71721,482049,482049011
71721,482049,482049021
71721,482049,482049031
71721,482049,482049041
71721,482049,482049051
71721,482049,482049061
71721,482049,482049071
71721,482049,482049121
71721,545615,545615001
71721,612857,612857001
71721,612857,612857011
71721,636458,636458011
71721,636458,636458031
71721,636458,636458161
71721,636458,636458211
71721,954471,954471001
71721,954471,954471011
71721,954471,954471021
71737,478964,478964001
71737,478964,478964011
71781,434175,434175001
71813,429679,429679001
71813,429679,429679011
71863,438179,438179001
71863,438179,438179011
71863,438179,438179021
71863,438179,438179031
71873,476860,476860001
71873,476860,476860011
71873,476860,476860021
71873,476860,476860031
71873,476860,476860041
71873,476860,476860051
71873,476860,476860061
71873,476860,476860071
71873,476860,476860081
71873,476860,476860091
71873,476860,476860111
71873,476860,476860121
71873,476860,476860131
71873,476860,476860141
71873,476860,476860171
71875,438274,438274001
71875,478075,478075001
71875,478076,478076001
71875,478077,478077001
71877,478139,478139001
71877,478140,478140001
71877,478271,478271001
71887,478043,478043001
71887,478044,478044001
71887,478045,478045001
71887,478046,478046001
71887,482034,482034001
71887,482036,482036001
71887,482037,482037001
71887,898481,898481001
71887,898481,898481011
71887,954362,954362001
71887,954363,954363001
71887,954378,954378001
71887,977967,977967001
71887,977968,977968001
71889,173426,173426011
71889,173426,173426021
71889,434183,434183011
71889,434183,434183021
71889,434197,434197001
71889,434197,434197011
71891,434227,434227001
71891,434227,434227011
71901,434909,434909001
71901,434909,434909011
71901,434912,434912001
71901,434912,434912011
71901,434914,434914001
71901,482468,482468001
71901,674614,674614001
71901,674616,674616001
71901,937779,937779001
71901,937779,937779011
71901,937779,937779021
71915,173728,173728001
71915,173728,173728011
71915,173728,173728021
71915,173728,173728031
71915,173728,173728041
71915,173728,173728051
71915,173728,173728061
71915,434708,434708001
71915,434708,434708011
71915,434747,434747001
71915,434747,434747011
71917,171533,171533001
71917,171533,171533011
71917,171533,171533021
71917,171533,171533031
71917,171533,171533041
71917,171533,171533051
71917,171540,171540001
71917,171540,171540011
71917,171540,171540021
71917,171540,171540031
71917,171540,171540041
71917,171540,171540051
71917,171543,171543001
71917,171543,171543011
71917,171543,171543021
71917,171543,171543031
71917,171543,171543041
71917,171543,171543051
71917,171543,171543061
71917,171543,171543071
71917,171543,171543081
71917,171543,171543091
71917,171543,171543101
71917,171543,171543111
71917,171543,171543121
71917,171544,171544001
71917,171544,171544011
71917,171544,171544021
71917,171544,171544031
71917,171544,171544041
71917,171544,171544051
71917,171544,171544061
71917,171544,171544071
71917,171544,171544081
71917,171544,171544091
71917,171544,171544101
71917,171544,171544111
71917,171544,171544121
71917,477508,477508001
71917,477508,477508011
71917,477508,477508021
71917,477508,477508031
71917,477508,477508041
71917,477508,477508051
71925,434145,434145001
71925,434146,434146001
71925,434148,434148001
71925,434149,434149001
71929,175146,175146001
71929,175146,175146011
71929,342078,342078001
71929,342078,342078011
71929,434330,434330001
71929,434330,434330011
71929,434341,434341001
71929,434342,434342001
71929,434343,434343001
71929,434343,434343011
71929,434344,434344001
71929,434346,434346001
71929,434347,434347001
71929,434352,434352001
71929,434357,434357011
71929,434374,434374001
71929,434375,434375001
71929,434377,434377001
71929,434378,434378001
71929,434382,434382001
71929,434384,434384001
71929,434532,434532001
71929,434532,434532011
71929,434718,434718001
71929,434763,434763001
71933,434390,434390001
71943,478007,432276001
71943,478007,432276011
71943,478007,716137001
71943,478007,716137011
72061,431720,431720001
72061,431720,431720011
72061,431720,431720021
72063,716311,716311001
72067,429395,429395001
72067,429395,429395011
72067,429395,429395021
72071,429366,429366001
72071,429366,429366011
72071,429386,429386001
72071,429386,429386021
72071,429392,429392001
72071,434189,434189001
72071,434190,434190001
72071,434194,434194001
72075,482171,482171001
72075,482171,482171011
72075,482171,482171021
72179,714820,714820031
72179,714820,714820051
72215,173826,173826001
72215,173826,173826011
72215,173954,173954021
72215,173954,173954031
72215,173954,173954051
72215,173954,173954061
72215,428653,428653001
72215,428653,428653011
72215,434706,434706001
72215,434706,434706011
72215,434739,434739001
72215,434739,434739011
72215,434739,434739021
72215,434882,434882011
72215,434882,434882021
72215,487093,487093001
72235,170072,170072001
72235,170072,170072011
72235,170072,170072021
72235,170072,170072031
72235,170072,170072041
72235,477672,477672001
72235,477672,477672011
72235,477672,477672021
72235,477682,477682001
72235,477682,477682021
72235,477682,477682031
72235,477682,477682041
72235,477682,477682051
72235,477682,477682061
72235,477682,477682071
72239,369733,369733001
72239,369737,369737001
72239,369746,369746001
72239,478519,478519001
72239,478520,478520001
72239,478521,478521001
72239,478523,478523001
72239,478524,478524001
72239,478525,478525001
72239,478526,478526001
72239,478528,478528001
72239,478530,478530001
72239,478531,478531001
72239,478532,478532001
72239,478535,478535001
72239,478536,478536001
72239,478537,478537001
72239,478538,478538001
72239,716102,716102001
72239,716103,716103001
72241,476905,476905001
72241,476906,476906001
72241,476918,476918001
72241,476920,476920001
72241,476927,476927001
72241,476929,476929001
72241,476930,476930001
72241,477045,477045001
72241,477047,477047001
72241,477048,477048001
72241,477049,477049001
72241,477050,477050001
72241,477054,477054001
72241,712826,712826001
72241,712827,712827001
72241,712828,712828001
72241,712830,712830001
72241,712832,712832001
72241,712833,712833001
72241,712834,712834001
72241,712835,712835001
72241,712837,712837001
72241,712838,712838001
72241,712839,712839001
72241,712840,712840001
72241,712841,712841001
72241,712842,712842001
72241,712843,712843001
72241,712844,712844001
72241,712911,712911001
72241,712912,712912001
72241,713000,713000001
72241,713002,713002001
72243,344202,344202001
72243,428721,428721001
72243,428722,428722001
72243,477555,477555001
72245,175049,175049001
72245,175049,175049011
72245,175055,175055001
72245,175055,175055011
72245,175055,175055021
72245,438359,438359001
72245,438359,438359011
72249,148274,148274001
72249,344054,344054001
72249,344056,344056001
72249,344058,344058001
72249,438360,438360001
72249,438361,438361001
72249,438361,438361011
72249,438361,438361021
72249,478436,478436001
72249,478436,478436011
72253,429651,429651001
72253,429651,429651011
72253,429661,429661001
72253,429663,429663001
72253,478404,478404001
72253,478405,478405001
72255,429647,429647001
72255,429647,429647011
72255,429647,429647021
72255,429647,429647031
72255,429691,429691031
72255,429691,429691041
72257,476404,476404001
72257,476404,476404011
72257,476404,476404021
72257,476404,476404031
72257,476404,476404041
72261,477731,477731001
72261,477731,477731011
72261,477731,477731021
72261,482151,482151001
72261,482151,482151011
72265,344721,344721001
72265,344721,344721011
72265,369758,369758001
72265,369758,369758011
72265,369760,369760001
72265,369760,369760011
72265,476383,476383001
72265,476383,476383011
72265,476411,476411001
72265,476416,476416001
72265,476416,476416011
72265,476416,476416021
72269,476372,476372001
72269,476372,476372011
72269,476372,476372021
72269,478319,478319001
72269,478319,478319011
72269,478319,478319021
72271,898709,898709001
72271,898709,898709081
72271,898709,898709191
72271,954347,954347011
72271,954347,954347021
72271,954347,954347061
72271,954347,954347091
72271,954347,954347101
72273,342330,342330011
72273,342330,342330021
72273,342330,342330031
72273,342330,342330041
72277,438035,438035001
72277,438035,438035011
72277,438035,438035021
72277,438035,438035031
72279,371042,371042001
72279,371042,371042011
72279,371042,371042021
72279,371042,371042031
72279,371042,371042041
72279,477667,477667001
72279,477667,477667011
72281,170529,170529001
72281,170529,170529041
72281,170529,170529071
72281,170529,170529081
72289,438177,438177001
72289,438177,438177031
72289,438177,438177051
72289,438177,438177061
72293,438185,438185001
72293,438185,438185011
72293,438185,438185021
72293,438185,438185031
72293,478137,478137001
72293,478137,478137011
72293,478137,478137021
72293,478137,478137031
72471,432248,432248001
72471,432248,432248011
72471,432248,432248021
72471,432248,432248031
72471,432248,432248041
72471,432248,432248051
72471,432248,432248061
72471,432249,432249001
72471,432249,432249011
72471,432249,432249021
72471,432249,432249031
72471,432249,432249041
72471,432249,432249051
72471,432249,432249061
72471,432249,432249071
72471,434032,434032001
72471,434032,434032011
72471,434032,434032021
72471,434032,434032031
72471,434032,434032041
72471,434032,434032051
72471,434035,434035001
72471,434035,434035011
72471,434035,434035021
72473,369931,369931001
72473,432250,432250001
72473,432250,432250011
72473,432250,432250021
72473,432250,432250031
72473,478610,478610001
72473,478610,478610011
72473,478610,478610021
72473,478610,478610031
72473,478610,478610041
72473,478624,478624001
72475,173559,173559031
72475,173559,173559041
72475,173566,173566001
72475,173566,173566011
72475,173575,173575011
72475,432060,432060001
72475,432060,432060011
72475,477628,477628011
72475,477628,477628021
72477,123279,123279111
72477,123279,123279131
72477,123279,123279161
72477,123279,123279171
72477,123279,123279181
72477,173198,173198061
72477,173200,173200001
72477,173200,173200021
72477,173200,173200041
72477,429356,429356001
72477,429356,429356011
72477,429358,429358001
72477,429360,429360001
72477,648159,648159011
72477,648159,648159031
72477,859200,859200001
72477,859200,859200011
72477,978695,978695061
72479,174066,174066001
72479,174066,174066011
72479,174083,174083001
72479,174083,174083021
72479,174084,174084001
72479,174084,174084011
72479,369130,369130001
72479,482169,482169001
72481,148167,148167011
72481,148167,148167021
72481,148167,148167031
72481,148216,148216001
72481,148216,148216011
72481,170551,170551001
72481,170799,170799001
72481,170799,170799011
72481,170799,170799021
72481,173222,173222011
72481,371117,371117001
72481,371117,371117011
72481,371117,371117021
72481,979525,979525001
72483,173219,173219041
72483,173219,173219051
72483,173219,173219061
72483,173219,173219081
72483,173219,173219131
72483,173219,173219161
72483,173219,173219221
72483,173219,173219241
72483,173219,173219251
72483,173219,173219261
